Power,__session,key_resp.keys,__experimentName,trials.thisTrialN,SESSION_ID,mouse.y,Word1,key_resp_4.keys,__participant,key_resp_2.duration,key_resp.duration,mouse.leftButton,Freq,PROLIFIC_PID,Culture,key_resp.rt,main.stopped,key_resp_2.rt,Form,end.started,pause.stopped,trials.thisRepN,RelFreq,mouse.x,main.started,Nonalpha,Lapse,OverallFreq,begin_exp.stopped,Icon,ris.stopped,trials.thisIndex,Alpha,psychopyVersion,frameRate,key_resp_3.keys,session,GenPref,NoFinalStress,mouse.midButton,key_resp_2.keys,Weird,__datetime,STUDY_ID,ris.started,end.stopped,mouse.clicked_name,mouse.corr,trials.thisN,Intense,OS,begin_exp.started,Attested,key_resp_4.rt,trial.started,expName,Percept,trial.stopped,date,mouse.time,participant,key_resp_3.duration,Word2,trials.ran,key_resp_3.rt,mouse.rightButton,Len,pause.started
﻿-1,001,,eng-binoms-human-judgements,7,692f65cc7c3feb3eec0c8c8d,"[0.008903467666354265,-0.3953452427586106]",depth,,698832,,,"[1,1]",-1.487446969,5fdf1be98bcb1f7107541cb7,0,,68.575,,0,,69.07779999995232,0,0.615952733,"[0.2766323786756092,0.011090322421216027]",64.55559999990463,force and depth,0,4062,,0,,43,depth and force,2025.1.1,83.33333333333333,,001,0.345841179,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_10"",""text_9""]","[0,1]",7,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[3.0979000000953647,3.7660000000000053]",698832,,force,1,,"[0,0]",0,68.57509999990464
﻿0,001,,eng-binoms-human-judgements,8,692f65cc7c3feb3eec0c8c8d,"[-0.007341493930119494,-0.39971883786316775]",error,,698832,,,"[1,1]",-0.045549711,5fdf1be98bcb1f7107541cb7,0,,71.42670000004769,,0,,71.92390000009537,0,0.00048656,"[-0.32755388940955954,-0.04451733833177132]",69.07870000004769,trial and error,0,454209,,-1,,194,error and trial,2025.1.1,83.33333333333333,,001,0.1682363,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",8,0,Win32,,1,,,human-judgements,-1,,2025-12-02_17h19.04.604,"[1.350999999999999,2.0981999998092675]",698832,,trial,1,,"[0,0]",0,71.42679999995232
﻿0,001,,eng-binoms-human-judgements,9,692f65cc7c3feb3eec0c8c8d,"[0.006404229604762184,-0.39971883786316775]",integrity,,698832,,,"[1,1]",-0.686731756,5fdf1be98bcb1f7107541cb7,0,,74.48040000009537,,0,,74.97920000004768,0,0.253878407,"[0.31474543020003515,0.03170887912224695]",71.92520000004768,unity and integrity,0,9540,,0,,175,integrity and unity,2025.1.1,83.33333333333333,,001,0.485440396,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",9,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.620799999952311,2.301099999904636]",698832,,unity,1,,"[0,0]",0,74.48040000009537
﻿-1,001,,eng-binoms-human-judgements,10,692f65cc7c3feb3eec0c8c8d,"[0.005779405788718369,-0.39659483318811506]",influence,,698832,,,"[1,1]",-1.060110212,5fdf1be98bcb1f7107541cb7,0,,77.72090000009537,,0,,78.2325,0,0.188901131,"[0.2891283973758201,0.022336807894505623]",74.98040000009537,power and influence,-1,314032,,0,,109,influence and power,2025.1.1,83.33333333333333,,001,0.363478198,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",10,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.833900000095369,2.4897000000476908]",698832,,power,1,,"[0,0]",-1,77.72090000009537
﻿0,001,,eng-binoms-human-judgements,11,692f65cc7c3feb3eec0c8c8d,"[-0.014214327096268744,-0.4047173139863519]",college,,698832,,,"[1,1]",-0.885624709,5fdf1be98bcb1f7107541cb7,-1,,82.95920000004769,,-1,,83.46159999990464,0,0.027644737,"[-0.2450796626054358,-0.07013431395340324]",78.23390000009537,school and college,-1,301287,,-1,,38,college and school,2025.1.1,83.33333333333333,,001,0.080375007,-1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",11,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[3.782900000095367,4.468500000000006]",698832,,school,1,,"[0,0]",-1,82.95920000004769
﻿-1,001,,eng-binoms-human-judgements,12,692f65cc7c3feb3eec0c8c8d,"[-0.019212746016869727,-0.3897220000219658]",brother,,698832,,,"[1,1]",-0.939408558,5fdf1be98bcb1f7107541cb7,-1,,86.39890000009537,,0,,86.90040000009537,0,0.129127092,"[-0.23570759137769448,-0.0032802249297094657]",83.46290000009537,mother and brother,0,57486,,0,,110,brother and mother,2025.1.1,83.33333333333333,,001,0.265872539,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",12,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[2.069700000047689,2.682100000143052]",698832,,mother,1,,"[0,0]",0,86.399
﻿0,001,,eng-binoms-human-judgements,13,692f65cc7c3feb3eec0c8c8d,"[0.0014058106841611997,-0.389097176205922]",cream,,698832,,,"[1,1]",2.236234008,5fdf1be98bcb1f7107541cb7,-1,,89.293,,0,,89.794,0,0.019391803,"[0.31537019681349576,0.03733212185889175]",86.90179999995232,peaches and cream,1,13614,,0,,30,cream and peaches,2025.1.1,83.33333333333333,,001,0.565347997,1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",13,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.4529000000953687,2.133600000143062]",698832,,peaches,1,,"[0,0]",1,89.29309999990463
﻿0,001,,eng-binoms-human-judgements,14,692f65cc7c3feb3eec0c8c8d,"[0.00827864385031045,-0.3828491096532334]",coat,,698832,,,"[1,1]",-0.084245317,5fdf1be98bcb1f7107541cb7,1,,92.18009999990463,,0,,92.66720000004769,0,0.438711925,"[0.3272415633054124,0.026710402999062792]",89.7955,hat and coat,0,132073,,0,,139,coat and hat,2025.1.1,83.33333333333333,,001,0.529653207,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_10"",""text_9""]","[0,1]",14,0,Win32,,1,,,human-judgements,-1,,2025-12-02_17h19.04.604,"[1.4168999998569518,2.135000000000005]",698832,,hat,1,,"[0,0]",0,92.18009999990463
﻿-1,001,,eng-binoms-human-judgements,15,692f65cc7c3feb3eec0c8c8d,"[0.025148372060244846,-0.3828491096532334]",eloquence,,698832,,,"[1,1]",-3.589254851,5fdf1be98bcb1f7107541cb7,0,,96.59520000004768,,0,,97.09420000004768,0,0.27816747,"[-0.2881911902530459,-0.05139017149792057]",92.66859999990463,force and eloquence,-2,4562,,0,,185,eloquence and force,2025.1.1,83.33333333333333,,001,0.218149038,-1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",15,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[2.9147000000476737,3.6622999999523103]",698832,,force,1,,"[0,0]",-2,96.59520000004768
﻿0,001,,eng-binoms-human-judgements,16,692f65cc7c3feb3eec0c8c8d,"[0.009528234279814902,-0.40221807592475983]",jaws,,698832,,,"[1,1]",-2.084776924,5fdf1be98bcb1f7107541cb7,-1,,99.56790000009536,,0,,100.06659999990464,0,0.520556182,"[0.33536398690106606,0.030459231490159326]",97.09590000009537,teeth and jaws,0,26610,,0,,187,jaws and teeth,2025.1.1,83.33333333333333,,001,0.274087942,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_10"",""text_9""]","[0,1]",16,0,Win32,,1,,,human-judgements,-1,,2025-12-02_17h19.04.604,"[1.6029000000953602,2.216200000047678]",698832,,teeth,1,,"[0,0]",0,99.56809999990463
﻿0,001,,eng-binoms-human-judgements,17,692f65cc7c3feb3eec0c8c8d,"[0.003904991543170103,0.018900305507556232,-0.4065917282319002]",fire,,698832,,,"[1,1,1]",-0.656001425,5fdf1be98bcb1f7107541cb7,0,,108.06529999995232,,0,,108.56640000009537,0,0.561584759,"[0.36035613870665417,-0.3331771321462043,-0.012027472341406982]",100.06779999995231,light and fire,-1,21101,,0,,154,fire and light,2025.1.1,83.33333333333333,,001,0.399626345,-1,"[0,0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_10"",""text_9""]","[0,0,1]",17,1,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[3.893900000095357,6.986400000095358,7.742200000047674]",698832,,light,1,,"[0,0,0]",-1,108.0655
﻿0,001,,eng-binoms-human-judgements,18,692f65cc7c3feb3eec0c8c8d,"[-0.02296157450796626,-0.40221807592475983]",guidance,,698832,,,"[1,1]",-2.597918587,5fdf1be98bcb1f7107541cb7,0,,111.57690000009536,,0,,112.0755,0,0.176269727,"[0.24164327462365276,0.03420805998125586]",108.56720000004769,information and guidance,0,32507,,-1,,157,guidance and information,2025.1.1,83.33333333333333,,001,0.221131534,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_10"",""text_9""]","[0,1]",18,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[2.0598999998569383,2.741799999952306]",698832,,information,1,,"[0,0]",2,111.57690000009536
﻿0,001,,eng-binoms-human-judgements,19,692f65cc7c3feb3eec0c8c8d,"[-0.012339912850720478,-0.4353327085285848,-0.4272102849329311]",bread,,698832,,,"[1,1,1]",0.478962208,5fdf1be98bcb1f7107541cb7,1,,114.96290000009537,,0,,115.46259999990464,0,0.98716999,"[-0.3125585754451734,-0.049515757252372304,-0.04576692876127577]",112.07679999995231,butter and bread,1,261886,,0,,0,bread and butter,2025.1.1,83.33333333333333,,001,0.720654857,1,"[0,0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_10"",null,""text_9""]","[0,1]",19,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.344899999856949,2.09569999980927,2.627399999856948]",698832,,butter,1,,"[0,0,0]",1,114.963
﻿0,001,,eng-binoms-human-judgements,20,692f65cc7c3feb3eec0c8c8d,"[-0.007966260543580132,-0.39659483318811506]",aggression,,698832,,,"[1,1]",0.118253421,5fdf1be98bcb1f7107541cb7,0,,118.384,,0,,118.88079999995232,0,0.359189978,"[0.2660106598157802,0.02296157450796626]",115.4635,hostility and aggression,1,17481,,0,,122,aggression and hostility,2025.1.1,83.33333333333333,,001,0.52198204,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",20,1,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.913299999952315,2.6539999999999964]",698832,,hostility,1,,"[0,0]",1,118.38409999990463
﻿0,001,,eng-binoms-human-judgements,21,692f65cc7c3feb3eec0c8c8d,"[-0.020462393648957355,-0.39659483318811506]",celebration,,698832,,,"[1,1]",-0.598291389,5fdf1be98bcb1f7107541cb7,0,,122.42020000004767,,-1,,122.91699999999999,0,0.299752271,"[0.2678850740613285,0.011090322421216027]",118.88159999990464,ritual and celebration,1,1211,,0,,79,celebration and ritual,2025.1.1,83.33333333333333,,001,0.362631941,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",21,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[2.6235999999046413,3.2792999999523005]",698832,,ritual,1,,"[0,0]",-1,122.42040000009537
﻿0,001,,eng-binoms-human-judgements,22,692f65cc7c3feb3eec0c8c8d,"[-0.004217432052483599,-0.39097159045147023]",confusions,,698832,,,"[1,1]",-1.890917884,5fdf1be98bcb1f7107541cb7,0,,126.0485,,0,,126.54759999990462,0,0.555994424,"[0.23789444613255623,0.03420805998125586]",122.91809999990464,contradictions and confusions,0,4304,,-1,,58,confusions and contradictions,2025.1.1,83.33333333333333,,001,0.218935796,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",22,-1,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[2.2560000000000002,2.876700000047691]",698832,,contradictions,1,,"[0,0]",2,126.04859999990462
﻿0,001,,eng-binoms-human-judgements,23,692f65cc7c3feb3eec0c8c8d,"[-0.007966260543580132,-0.412214970968545]",development,,698832,,,"[1,1]",0.607362804,5fdf1be98bcb1f7107541cb7,0,,131.30450000000002,,0,,131.80459999990464,0,0.718661519,"[-0.1825991686862992,-0.03577003371749063]",126.54929999995231,practice and development,-1,7770,,0,,99,development and practice,2025.1.1,83.33333333333333,,001,0.52819611,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",23,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[3.8893999998569484,4.500599999904637]",698832,,practice,1,,"[0,0]",-1,131.30459999990464
﻿1,001,,eng-binoms-human-judgements,24,692f65cc7c3feb3eec0c8c8d,"[-0.00046860356138706655,-0.3978444236176195]",control,,698832,,,"[1,1]",1.728921312,5fdf1be98bcb1f7107541cb7,0,,134.77609999990466,,0,,135.2742000000477,0,0.53264095,"[0.2928772258669166,0.04482977884108482]",131.80679999995232,intelligence and control,2,2022,,0,,117,control and intelligence,2025.1.1,83.33333333333333,,001,0.751592801,1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",24,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[2.063999999999993,2.713299999952312]",698832,,intelligence,1,,"[0,0]",2,134.7762000000477
﻿0,001,,eng-binoms-human-judgements,25,692f65cc7c3feb3eec0c8c8d,"[0.010153058095858716,-0.4009684854952554]",age,,698832,,,"[1,1]",-0.876980304,5fdf1be98bcb1f7107541cb7,0,,138.58829999995234,,0,,139.08100000000002,0,0.004476692,"[-0.37378942173222235,-0.03577003371749063]",135.2752000000477,day and age,0,98957,,-1,,168,age and day,2025.1.1,83.33333333333333,,001,0.20387444,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",25,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.9809000000953745,3.0606000001430402]",698832,,day,1,,"[0,0]",0,138.5884000000954
﻿0,001,,eng-binoms-human-judgements,26,692f65cc7c3feb3eec0c8c8d,"[0.00015616305207357076,-0.39034676663542645]",december,,698832,,,"[1,1]",-2.844599301,5fdf1be98bcb1f7107541cb7,0,,141.6484000000954,,0,,142.14040000009538,0,0.302294793,"[0.3078725398313027,0.032958469551751406]",139.08300000000003,may and december,-1,9064,,-1,,141,december and may,2025.1.1,83.33333333333333,,001,0.117379361,-1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",26,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.6531999998092601,2.310399999856969]",698832,,may,1,,"[0,0]",-1,141.6485
﻿0,001,,eng-binoms-human-judgements,27,692f65cc7c3feb3eec0c8c8d,"[-0.011090322421216027,-0.4009684854952554]",comedy,,698832,,,"[1,1]",-0.197261845,5fdf1be98bcb1f7107541cb7,0,,144.95979999995234,,0,,145.4552000000477,0,0.412774071,"[0.2991253496221884,0.02421122214005389]",142.1412000000477,humor and comedy,-1,2098,,0,,51,comedy and humor,2025.1.1,83.33333333333333,,001,0.506389885,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",27,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.883299999952328,2.562900000095368]",698832,,humor,1,,"[0,0]",-1,144.95979999995234
﻿0,001,,eng-binoms-human-judgements,28,692f65cc7c3feb3eec0c8c8d,"[-0.01608874134181701,-0.40159325210871605]",bouquets,,698832,,,"[1,1]",-0.437635781,5fdf1be98bcb1f7107541cb7,1,,148.205,,0,,148.69740000009537,0,0.375936536,"[0.22477354641371836,-0.014526710402999063]",145.45590000009537,wreaths and bouquets,0,2269,,0,,190,bouquets and wreaths,2025.1.1,83.33333333333333,,001,0.600265254,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",28,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.8608000001907214,2.4973000001907337]",698832,,wreaths,1,,"[0,0]",0,148.20509999990466
﻿0,001,,eng-binoms-human-judgements,29,692f65cc7c3feb3eec0c8c8d,"[0.0007809868681173852,-0.3815995192237289]",fire,,698832,,,"[1,1]",0.539455162,5fdf1be98bcb1f7107541cb7,0,,151.7042000000477,,0,,152.20340000009537,0,0.278371691,"[0.2985004686035614,-0.022649133998652763]",148.69959999990465,police and fire,-1,126094,,0,,192,fire and police,2025.1.1,83.33333333333333,,001,0.333371974,-1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",29,0,Win32,,1,,,human-judgements,-1,,2025-12-02_17h19.04.604,"[1.806799999952318,2.751299999952323]",698832,,police,1,,"[0,0]",-1,151.70429999995233
﻿0,001,,eng-binoms-human-judgements,30,692f65cc7c3feb3eec0c8c8d,"[-0.016713565157860825,-0.39909407124970714]",magic,,698832,,,"[1,1]",1.668743261,5fdf1be98bcb1f7107541cb7,0,,154.735,,0,,155.22840000009538,0,0.698606742,"[0.20977823244933225,0.006091846298031865]",152.20440000009538,superstition and magic,0,11125,,0,,24,magic and superstition,2025.1.1,83.33333333333333,,001,0.692874788,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_10"",""text_9""]","[0,1]",30,0,Win32,,1,,,human-judgements,1,,2025-12-02_17h19.04.604,"[1.566799999952309,2.2736000001430625]",698832,,superstition,1,,"[0,0]",2,154.73509999990463
﻿0,001,,eng-binoms-human-judgements,31,692f65cc7c3feb3eec0c8c8d,"[0.014526710402999063,-0.4178382137051898]",anger,,698832,,,"[1,1]",-0.068371064,5fdf1be98bcb1f7107541cb7,0,,157.2657000000477,,1,,157.7552000000477,0,0.563397129,"[0.310371835095478,0.009840674789128397]",155.2297000000477,spite and anger,-1,1672,,0,,177,anger and spite,2025.1.1,83.33333333333333,,001,0.462920334,-1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_10"",""text_9""]","[0,1]",31,1,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.0930999999046378,1.7786999998092767]",698832,,spite,1,,"[0,0]",-1,157.26579999995232
﻿0,001,,eng-binoms-human-judgements,32,692f65cc7c3feb3eec0c8c8d,"[-0.006091846298031865,-0.3984692474336633]",beauty,,698832,,,"[1,1]",-0.812020909,5fdf1be98bcb1f7107541cb7,0,,162.371,,0,,162.8685,0,0.325693046,"[-0.31943140861132263,-0.03327085285848173]",157.7567000000477,truth and beauty,-1,77484,,0,,16,beauty and truth,2025.1.1,83.33333333333333,,001,0.301602565,-1,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",32,0,Win32,,1,,,human-judgements,-1,,2025-12-02_17h19.04.604,"[3.643099999904649,4.3629000000953795]",698832,,truth,1,,"[0,0]",-1,162.37109999990466
﻿0,001,,eng-binoms-human-judgements,33,692f65cc7c3feb3eec0c8c8d,"[0.00827864385031045,-0.37410186224153585]",nitrogen,,698832,,,"[1,1]",-0.649438935,5fdf1be98bcb1f7107541cb7,-1,,165.47670000004769,,0,,165.9719000000954,0,0.418694037,"[0.29412687349900424,0.026085636385602157]",162.86929999995232,oxygen and nitrogen,0,93142,,0,,162,nitrogen and oxygen,2025.1.1,83.33333333333333,,001,0.379424354,0,"[0,0]",,no,2025-12-02_17h18.58.886,692e60e5c807364132bee744,,,"[""text_11"",""text_9""]","[0,1]",33,0,Win32,,1,,,human-judgements,0,,2025-12-02_17h19.04.604,"[1.6872999999523302,2.3572999999523176]",698832,,oxygen,1,,"[0,0]",0,165.47670000004769
