Word1,Word2,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,AandB,BandA,alpha_prob,nonalpha_prob
keas,ocelots,keas and ocelots,ocelots and keas,0,41506.0,84729.0,no,0,-1,-1,-1,0,0,-0.713619933,2,0,0,0.0,,0,Next item: keas and ocelots,Next item: ocelots and keas,-33.646484375,-34.625
bonobos,ocelots,bonobos and ocelots,ocelots and bonobos,0,290761.0,84729.0,no,0,0,1,0,0,0,1.233043696,0,-1,-1,0.0,,0,Next item: bonobos and ocelots,Next item: ocelots and bonobos,-30.681640625,-33.8125
harpies,ibex,harpies and ibex,ibex and harpies,0,186488.0,405760.0,no,0,-1,0,0,1,0,-0.777394958,0,-1,-1,0.0,,0,Next item: harpies and ibex,Next item: ibex and harpies,-32.6064453125,-34.984375
ibex,keas,ibex and keas,keas and ibex,0,405760.0,41506.0,no,0,1,1,1,0,0,2.279923857,-1,0,0,0.0,,0,Next item: ibex and keas,Next item: keas and ibex,-33.796875,-34.15625
bonobos,ibex,bonobos and ibex,ibex and bonobos,0,290761.0,405760.0,no,0,0,0,0,0,0,-0.333260228,-1,-1,-1,0.0,,0,Next item: bonobos and ibex,Next item: ibex and bonobos,-28.13525390625,-32.078125
ibex,koalas,ibex and koalas,koalas and ibex,0,405760.0,625349.0,no,0,0,-1,0,0,0,-0.432548042,1,1,1,0.0,,0,Next item: ibex and koalas,Next item: koalas and ibex,-34.234375,-29.5546875
ibex,sloths,ibex and sloths,sloths and ibex,0,405760.0,420234.0,no,0,0,-1,1,0,0,-0.035049847,-1,0,0,0.0,,0,Next item: ibex and sloths,Next item: sloths and ibex,-31.828125,-30.005859375
aardvarks,ibex,aardvarks and ibex,ibex and aardvarks,0,58045.0,405760.0,no,0,0,1,0,0,0,-1.94454328,0,0,0,0.0,,0,Next item: aardvarks and ibex,Next item: ibex and aardvarks,-30.82421875,-35.1259765625
harpies,keas,harpies and keas,keas and harpies,0,186488.0,41506.0,no,0,-1,1,1,1,0,1.502528899,-1,-1,-1,0.0,,0,Next item: harpies and keas,Next item: keas and harpies,-34.2421875,-35.6875
bonobos,harpies,bonobos and harpies,harpies and bonobos,0,290761.0,186488.0,no,0,1,0,-1,-1,0,0.44413473,-1,0,0,0.0,,0,Next item: bonobos and harpies,Next item: harpies and bonobos,-32.5,-35.8984375
harpies,koalas,harpies and koalas,koalas and harpies,0,186488.0,625349.0,no,0,-1,-1,0,1,0,-1.209943,1,0,0,0.0,,0,Next item: harpies and koalas,Next item: koalas and harpies,-35.65625,-33.0625
harpies,wombats,harpies and wombats,wombats and harpies,0,186488.0,228721.0,no,0,-1,0,1,1,0,-0.204136026,0,-1,-1,0.0,,0,Next item: harpies and wombats,Next item: wombats and harpies,-35.890625,-35.9375
aardvarks,harpies,aardvarks and harpies,harpies and aardvarks,0,58045.0,186488.0,no,0,1,0,0,-1,0,-1.167148322,0,1,1,0.0,,0,Next item: aardvarks and harpies,Next item: harpies and aardvarks,-34.13671875,-35.5498046875
bonobos,keas,bonobos and keas,keas and bonobos,0,290761.0,41506.0,no,0,1,1,1,0,0,1.946663629,-2,-1,-1,0.0,,0,Next item: bonobos and keas,Next item: keas and bonobos,-32.46875,-34.125
keas,koalas,keas and koalas,koalas and keas,0,41506.0,625349.0,no,0,-1,-1,-1,0,0,-2.712471899,2,1,1,0.0,,0,Next item: keas and koalas,Next item: koalas and keas,-32.025390625,-30.8359375
keas,sloths,keas and sloths,sloths and keas,0,41506.0,420234.0,no,0,-1,-1,0,0,0,-2.314973704,0,0,0,0.0,,0,Next item: keas and sloths,Next item: sloths and keas,-35.015625,-32.3125
keas,wombats,keas and wombats,wombats and keas,0,41506.0,228721.0,no,0,-1,-1,-1,0,0,-1.706664925,1,0,0,0.0,,0,Next item: keas and wombats,Next item: wombats and keas,-34.33984375,-31.1953125
keas,lions,keas and lions,lions and keas,0,41506.0,19766321.0,no,0,-1,-1,-1,-1,0,-6.165896814,0,1,1,0.0,,0,Next item: keas and lions,Next item: lions and keas,-31.9375,-31.09375
aardvarks,keas,aardvarks and keas,keas and aardvarks,0,58045.0,41506.0,no,0,1,1,1,0,0,0.335380577,-1,0,0,0.0,,0,Next item: aardvarks and keas,Next item: keas and aardvarks,-32.421875,-35.02197265625
bonobos,wombats,bonobos and wombats,wombats and bonobos,0,290761.0,228721.0,no,0,0,0,1,0,0,0.239998704,-1,-1,-1,0.0,,0,Next item: bonobos and wombats,Next item: wombats and bonobos,-30.6611328125,-33.48046875
aardvarks,bonobos,aardvarks and bonobos,bonobos and aardvarks,0,58045.0,290761.0,no,0,0,0,0,0,0,-1.611283052,1,1,1,0.0,,0,Next item: aardvarks and bonobos,Next item: bonobos and aardvarks,-30.99609375,-31.203125
ocarinas,vibraphones,ocarinas and vibraphones,vibraphones and ocarinas,0,25781.0,16255.0,no,0,0,1,0,0,0,0.461237233,-1,-1,-1,0.0,,0,Next item: ocarinas and vibraphones,Next item: vibraphones and ocarinas,-36.703125,-36.61181640625
cymbals,ocarinas,cymbals and ocarinas,ocarinas and cymbals,0,840625.0,25781.0,no,0,0,1,1,0,0,3.484507876,2,0,0,0.0,,0,Next item: cymbals and ocarinas,Next item: ocarinas and cymbals,-31.8203125,-35.162841796875
clarinets,ocarinas,clarinets and ocarinas,ocarinas and clarinets,0,243271.0,25781.0,no,0,0,1,1,0,0,2.244538262,0,1,1,0.0,,0,Next item: clarinets and ocarinas,Next item: ocarinas and clarinets,-27.6181640625,-34.43316650390625
cellos,ocarinas,cellos and ocarinas,ocarinas and cellos,0,268657.0,25781.0,no,0,0,1,0,0,0,2.343797687,2,0,0,0.0,,0,Next item: cellos and ocarinas,Next item: ocarinas and cellos,-30.298828125,-37.2265625
didgeridoos,vibraphones,didgeridoos and vibraphones,vibraphones and didgeridoos,0,27696.0,16255.0,no,0,0,0,0,0,0,0.532887445,-1,0,0,0.0,,0,Next item: didgeridoos and vibraphones,Next item: vibraphones and didgeridoos,-38.30859375,-36.48590087890625
lutes,marimbas,lutes and marimbas,marimbas and lutes,0,159875.0,46966.0,no,0,0,0,0,0,0,1.224968324,2,1,1,0.0,,0,Next item: lutes and marimbas,Next item: marimbas and lutes,-34.42822265625,-35.7265625
kalimbas,lutes,kalimbas and lutes,lutes and kalimbas,0,14400.0,159875.0,no,0,0,0,0,0,0,-2.407164053,-2,-1,-1,0.0,,0,Next item: kalimbas and lutes,Next item: lutes and kalimbas,-33.1962890625,-33.79638671875
clarinets,kalimbas,clarinets and kalimbas,kalimbas and clarinets,0,243271.0,14400.0,no,0,0,1,1,0,0,2.826947842,0,1,1,0.0,,0,Next item: clarinets and kalimbas,Next item: kalimbas and clarinets,-33.431396484375,-36.2767333984375
kalimbas,trumpets,kalimbas and trumpets,trumpets and kalimbas,0,14400.0,1217280.0,no,0,0,-1,-1,0,0,-4.437145934,-1,0,0,0.0,,0,Next item: kalimbas and trumpets,Next item: trumpets and kalimbas,-34.8896484375,-33.17236328125
cellos,kalimbas,cellos and kalimbas,kalimbas and cellos,0,268657.0,14400.0,no,0,0,1,1,0,0,2.926207266,1,0,0,0.0,,0,Next item: cellos and kalimbas,Next item: kalimbas and cellos,-34.5479736328125,-37.8359375
kalimbas,saxophones,kalimbas and saxophones,saxophones and kalimbas,0,14400.0,327480.0,no,0,0,-1,-1,0,0,-3.124198778,0,-1,-1,0.0,,0,Next item: kalimbas and saxophones,Next item: saxophones and kalimbas,-34.95703125,-36.46923828125
lutes,saxophones,lutes and saxophones,saxophones and lutes,0,159875.0,327480.0,no,0,0,-1,-1,0,0,-0.717034725,2,0,0,0.0,,0,Next item: lutes and saxophones,Next item: saxophones and lutes,-32.765625,-32.1171875
casserole,eagle,casserole and eagle,eagle and casserole,0,3588647.0,16512285.0,yes,0,-1,0,0,-1,0,-1.526329398,-1,1,1,0.0,,0,Next item: casserole and eagle,Next item: eagle and casserole,-33.25,-37.75
kite,linguist,kite and linguist,linguist and kite,0,4339660.0,874073.0,yes,0,-1,1,0,0,0,1.602387387,1,1,1,0.0,,0,Next item: kite and linguist,Next item: linguist and kite,-33.90625,-32.390625
algorithm,perfume,algorithm and perfume,perfume and algorithm,0,54688589.0,7461375.0,yes,0,-1,-1,0,0,0,1.991915363,-2,-1,-1,0.0,,0,Next item: algorithm and perfume,Next item: perfume and algorithm,-31.28125,-30.9375
forest,screwdriver,forest and screwdriver,screwdriver and forest,0,73685641.0,2733340.0,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.0,,0,Next item: forest and screwdriver,Next item: screwdriver and forest,-30.3125,-30.375
slipper,volcano,slipper and volcano,volcano and slipper,0,1118544.0,6804199.0,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.0,,0,Next item: slipper and volcano,Next item: volcano and slipper,-32.3125,-29.5
harmonica,microscope,harmonica and microscope,microscope and harmonica,0,1359198.0,7785003.0,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.0,,0,Next item: harmonica and microscope,Next item: microscope and harmonica,-31.625,-34.28125
cookbook,zenith,cookbook and zenith,zenith and cookbook,0,7003414.0,2247901.0,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.0,,0,Next item: cookbook and zenith,Next item: zenith and cookbook,-33.078125,-35.171875
hammock,hydrogen,hammock and hydrogen,hydrogen and hammock,0,2652599.0,20814788.0,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.0,,0,Next item: hammock and hydrogen,Next item: hydrogen and hammock,-32.28125,-34.21875
neuron,toaster,neuron and toaster,toaster and neuron,0,4244660.0,2894568.0,yes,0,-1,-1,0,0,0,0.382825845,0,1,0,0.0,,0,Next item: neuron and toaster,Next item: toaster and neuron,-31.125,-33.75
marshmallow,telescope,marshmallow and telescope,telescope and marshmallow,0,2541363.0,8152575.0,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.0,,0,Next item: marshmallow and telescope,Next item: telescope and marshmallow,-33.03125,-32.734375
casserole,optics,casserole and optics,optics and casserole,0,3588647.0,6974820.0,yes,0,1,0,0,0,0,-0.66453127,-1,1,1,0.0,,0,Next item: casserole and optics,Next item: optics and casserole,-34.25,-33.421875
comet,encyclopedia,comet and encyclopedia,encyclopedia and comet,0,3887981.0,10025067.0,yes,0,-1,0,1,0,0,-0.947198657,4,1,0,0.0,,0,Next item: comet and encyclopedia,Next item: encyclopedia and comet,-31.03125,-31.78125
nimbus,waffle,nimbus and waffle,waffle and nimbus,0,587749.0,3154327.0,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.0,,0,Next item: nimbus and waffle,Next item: waffle and nimbus,-32.3125,-34.96875
photon,pumpkin,photon and pumpkin,pumpkin and photon,0,7096631.0,15686397.0,yes,0,-1,-1,0,0,0,-0.793173739,0,1,1,0.0,,0,Next item: photon and pumpkin,Next item: pumpkin and photon,-30.71875,-31.375
lantern,syntax,lantern and syntax,syntax and lantern,0,4902023.0,12562326.0,yes,0,1,1,0,0,0,-0.941054358,0,-1,-1,0.0,,0,Next item: lantern and syntax,Next item: syntax and lantern,-32.78125,-32.671875
echo,vineyard,echo and vineyard,vineyard and echo,0,45064711.0,6846272.0,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.0,,0,Next item: echo and vineyard,Next item: vineyard and echo,-33.71875,-31.3125
nebula,snowman,nebula and snowman,snowman and nebula,0,2168144.0,1807152.0,yes,0,-1,-1,0,0,0,0.182119377,-1,-2,-1,0.0,,0,Next item: nebula and snowman,Next item: snowman and nebula,-30.15234375,-32.2288818359375
botany,teapot,botany and teapot,teapot and botany,0,2063328.0,1331484.0,yes,0,-1,-1,0,0,0,0.438026104,-1,-2,-1,0.0,,0,Next item: botany and teapot,Next item: teapot and botany,-32.140625,-35.984375
chisel,kaleidoscope,chisel and kaleidoscope,kaleidoscope and chisel,0,1285176.0,1118092.0,yes,0,0,0,1,0,0,0.139272013,2,-1,-1,0.0,,0,Next item: chisel and kaleidoscope,Next item: kaleidoscope and chisel,-37.685546875,-32.6953125
lava,teacup,lava and teacup,teacup and lava,0,6111697.0,853094.0,yes,0,-1,-1,1,0,0,1.969090014,0,-1,-1,0.0,,0,Next item: lava and teacup,Next item: teacup and lava,-31.18359375,-30.169921875
entropy,orchard,entropy and orchard,orchard and entropy,0,8265645.0,5707498.0,yes,0,-1,-1,0,0,0,0.370327019,-1,-1,0,0.0,,0,Next item: entropy and orchard,Next item: orchard and entropy,-30.765625,-33.8125
axolotl,vineyard,axolotl and vineyard,vineyard and axolotl,0,204694.0,6846272.0,yes,0,1,0,0,0,0,-3.509943368,-2,0,0,0.0,,0,Next item: axolotl and vineyard,Next item: vineyard and axolotl,-34.091796875,-33.6669921875
clockwork,meadow,clockwork and meadow,meadow and clockwork,0,1808950.0,4852235.0,yes,0,-1,0,0,0,0,-0.986692857,0,1,1,0.0,,0,Next item: clockwork and meadow,Next item: meadow and clockwork,-33.3125,-35.71875
algebra,telescope,algebra and telescope,telescope and algebra,0,17427385.0,2758.0,yes,0,-1,0,0,0,0,8.751292319,0,-2,-1,0.0,,0,Next item: algebra and telescope,Next item: telescope and algebra,-28.875,-28.046875
arcade,topaz,arcade and topaz,topaz and arcade,0,10059930.0,1032617.0,yes,0,0,0,0,0,0,2.27646385,0,0,0,0.0,,0,Next item: arcade and topaz,Next item: topaz and arcade,-32.46875,-35.9375
asteroid,compass,asteroid and compass,compass and asteroid,0,3406257.0,8062871.0,yes,0,-1,0,1,0,0,-0.861655662,-1,0,0,0.0,,0,Next item: asteroid and compass,Next item: compass and asteroid,-28.09375,-27.9375
bicycle,nebula,bicycle and nebula,nebula and bicycle,0,15875767.0,2168144.0,yes,0,1,1,0,0,0,1.990922357,0,0,0,0.0,,0,Next item: bicycle and nebula,Next item: nebula and bicycle,-31.40966796875,-31.01171875
bungalow,entropy,bungalow and entropy,entropy and bungalow,0,2493634.0,8265645.0,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.0,,0,Next item: bungalow and entropy,Next item: entropy and bungalow,-35.6875,-34.390625
carnation,gnome,carnation and gnome,gnome and carnation,0,555072.0,3256725.0,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.0,,0,Next item: carnation and gnome,Next item: gnome and carnation,-30.96875,-29.71875
cinnamon,harmonica,cinnamon and harmonica,harmonica and cinnamon,0,13557070.0,1359198.0,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.0,,0,Next item: cinnamon and harmonica,Next item: harmonica and cinnamon,-33.21875,-31.9375
coral,syntax,coral and syntax,syntax and coral,0,12309424.0,12562326.0,yes,0,1,1,0,0,0,-0.020337187,0,-1,-1,0.0,,0,Next item: coral and syntax,Next item: syntax and coral,-29.75,-30.546875
dandelion,pendulum,dandelion and pendulum,pendulum and dandelion,0,1562624.0,2662527.0,yes,0,0,0,0,0,0,-0.532909212,-1,1,0,0.0,,0,Next item: dandelion and pendulum,Next item: pendulum and dandelion,-34.0029296875,-32.728515625
delirium,telescope,delirium and telescope,telescope and delirium,0,1927281.0,8152575.0,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.0,,0,Next item: delirium and telescope,Next item: telescope and delirium,-32.4105224609375,-31.4462890625
anchors,sandstorms,anchors and sandstorms,sandstorms and anchors,0,4024620.0,132208.0,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.0,,0,Next item: anchors and sandstorms,Next item: sandstorms and anchors,-34.9375,-36.671875
scissors,volcanoes,scissors and volcanoes,volcanoes and scissors,0,5169136.0,2902130.0,yes,0,0,1,-1,0,0,0.577260606,1,0,0,0.0,,0,Next item: scissors and volcanoes,Next item: volcanoes and scissors,-31.96875,-33.65625
equations,lanterns,equations and lanterns,lanterns and equations,0,27734850.0,2788354.0,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.0,,0,Next item: equations and lanterns,Next item: lanterns and equations,-32.984375,-29.296875
satellites,tulips,satellites and tulips,tulips and satellites,0,7275409.0,1634883.0,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.0,,0,Next item: satellites and tulips,Next item: tulips and satellites,-31.33984375,-32.8125
compasses,hedgehogs,compasses and hedgehogs,hedgehogs and compasses,0,381535.0,703522.0,yes,0,-1,0,0,0,0,-0.611896559,-1,-2,-1,0.0,,0,Next item: compasses and hedgehogs,Next item: hedgehogs and compasses,-32.443359375,-29.796875
comets,neckties,comets and neckties,neckties and comets,0,1747239.0,176271.0,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.0,,0,Next item: comets and neckties,Next item: neckties and comets,-33.34375,-35.046875
castles,headphones,castles and headphones,headphones and castles,0,4660868.0,13970646.0,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.0,,0,Next item: castles and headphones,Next item: headphones and castles,-33.21875,-34.125
paperclips,pyramids,paperclips and pyramids,pyramids and paperclips,0,153183.0,2740592.0,yes,0,0,1,-1,0,0,-2.884295949,0,0,0,0.0,,0,Next item: paperclips and pyramids,Next item: pyramids and paperclips,-35.416015625,-35.90625
constellations,kettles,constellations and kettles,kettles and constellations,0,1738409.0,680590.0,yes,0,-1,0,0,0,0,0.937765537,-2,0,0,0.0,,0,Next item: constellations and kettles,Next item: kettles and constellations,-37.43896484375,-33.3995361328125
kaleidoscopes,whales,kaleidoscopes and whales,whales and kaleidoscopes,0,70869.0,7442182.0,yes,0,-1,-1,-1,0,0,-4.654086262,-3,0,0,0.0,,0,Next item: kaleidoscopes and whales,Next item: whales and kaleidoscopes,-32.48046875,-32.4375
meadows,pianos,meadows and pianos,pianos and meadows,0,5992006.0,1902404.0,yes,0,-1,-1,0,0,0,1.147307898,1,0,0,0.0,,0,Next item: meadows and pianos,Next item: pianos and meadows,-33.765625,-35.109375
magnets,zebras,magnets and zebras,zebras and magnets,0,5125680.0,829702.0,yes,0,-1,1,0,0,0,1.820951878,0,0,0,0.0,,0,Next item: magnets and zebras,Next item: zebras and magnets,-31.71875,-30.5
parrots,submarines,parrots and submarines,submarines and parrots,0,1701107.0,2404517.0,yes,0,1,0,-1,0,0,-0.346069836,1,-1,-1,0.0,,0,Next item: parrots and submarines,Next item: submarines and parrots,-32.281005859375,-32.215576171875
crayons,jungles,crayons and jungles,jungles and crayons,0,1861354.0,1397754.0,yes,0,1,1,0,0,0,0.286437517,0,0,0,0.0,,0,Next item: crayons and jungles,Next item: jungles and crayons,-34.25634765625,-33.59375
harbor,teapot,harbor and teapot,teapot and harbor,0,17241253.0,1331484.0,yes,0,-1,0,0,0,0,2.561010833,0,-1,-1,0.0,,0,Next item: harbor and teapot,Next item: teapot and harbor,-30.5546875,-32.578125
notebook,quicksand,notebook and quicksand,quicksand and notebook,0,13730144.0,501713.0,yes,0,0,1,-1,0,0,3.309320744,0,0,0,0.0,,0,Next item: notebook and quicksand,Next item: quicksand and notebook,-33.71875,-34.78125
glacier,lantern,glacier and lantern,lantern and glacier,0,6518648.0,4902023.0,yes,0,-1,0,0,0,0,0.285019015,0,0,0,0.0,,0,Next item: glacier and lantern,Next item: lantern and glacier,-31.65625,-30.96875
microscope,puddle,microscope and puddle,puddle and microscope,0,7785003.0,1995922.0,yes,0,0,0,0,0,0,1.361093092,-1,1,1,0.0,,0,Next item: microscope and puddle,Next item: puddle and microscope,-32.05078125,-32.6015625
compass,swan,compass and swan,swan and compass,0,8062871.0,6606003.0,yes,0,-1,0,0,0,0,0.199290916,-1,-1,-1,0.0,,0,Next item: compass and swan,Next item: swan and compass,-29.28125,-29.390625
bonsai,cathedral,bonsai and cathedral,cathedral and bonsai,0,1815798.0,13471166.0,yes,0,1,0,-1,0,0,-2.004026509,1,1,1,0.0,,0,Next item: bonsai and cathedral,Next item: cathedral and bonsai,-32.2265625,-32.5546875
honeycomb,violin,honeycomb and violin,violin and honeycomb,0,1932161.0,7817934.0,yes,0,0,-1,0,0,0,-1.39778126,0,0,0,0.0,,0,Next item: honeycomb and violin,Next item: violin and honeycomb,-31.0546875,-29.9609375
sailboat,stadium,sailboat and stadium,stadium and sailboat,0,1395717.0,34697787.0,yes,0,0,0,0,0,0,-3.213267648,1,2,1,0.0,,0,Next item: sailboat and stadium,Next item: stadium and sailboat,-29.9375,-28.78125
acorns,skyscrapers,acorns and skyscrapers,skyscrapers and acorns,0,1180119.0,1758558.0,yes,0,1,0,0,0,0,-0.398878874,1,1,1,0.0,,0,Next item: acorns and skyscrapers,Next item: skyscrapers and acorns,-32.71875,-34.59375
bell,trellis,bell and trellis,trellis and bell,0,35137586.0,1261653.0,yes,0,0,1,0,0,0,3.326848618,1,1,1,0.0,,0,Next item: bell and trellis,Next item: trellis and bell,-30.2109375,-30.015625
inkwell,kite,inkwell and kite,kite and inkwell,0,174191.0,4339660.0,yes,0,0,-1,0,0,0,-3.215398885,-1,0,0,0.0,,0,Next item: inkwell and kite,Next item: kite and inkwell,-36.6142578125,-32.786407470703125
foxglove,trombone,foxglove and trombone,trombone and foxglove,0,216536.0,1431092.0,yes,0,0,-1,0,0,0,-1.888436253,0,1,1,0.0,,0,Next item: foxglove and trombone,Next item: trombone and foxglove,-35.4033203125,-32.790283203125
