binom,Alpha Probs,Nonalpha Probs
meadows and pianos,-11.339596405625343,-16.94115114212036
magnets and zebras,-13.875033414107747,-17.311185620725155
parrots and submarines,-16.791768783703446,-13.827723175287247
crayons and jungles,-15.095931481570005,-18.94685125350952
harbor and teapot,-14.23430347442627,-22.687347412109375
notebook and quicksand,-16.402036353945732,-16.80994138121605
glacier and lantern,-17.15362000465393,-12.552849560976028
microscope and puddle,-18.56675136089325,-18.917911887168884
compass and swan,-11.022748947143555,-14.392651557922363
bonsai and cathedral,-20.59632271528244,-13.711401775479317
honeycomb and violin,-14.90941572189331,-11.873872220516205
sailboat and stadium,-16.183051824569702,-13.598279118537903
acorns and skyscrapers,-15.110701634235738,-20.429886946629267
bell and trellis,-13.259080439805984,-12.656663060188293
inkwell and kite,-15.382230520248413,-19.572601318359375
foxglove and trombone,-19.237743854522705,-24.496903747320175
carousel and quill,-12.859665770083666,-21.47655016183853
lighthouse and onion,-13.013421535491943,-21.562180042266846
cactus and chessboard,-22.00900625437498,-17.90393491461873
gallery and raindrop,-17.612223386764526,-19.89817714691162
cricket and plow,-14.159595489501953,-16.68648910522461
fresco and gingerbread,-22.83786070340102,-18.49387281980671
cello and sunflower,-20.313609838485718,-20.469521522521973
archway and quilt,-18.722951412200928,-21.030774116516113
compass and haystack,-14.37515927478671,-16.833898378536105
beacon and millipede,-21.92798973340541,-18.96270775794983
parchment and windmill,-18.559177935123444,-14.801494358107448
candlestick and meadow,-17.04525191416178,-14.89325231311932
men and women,-0.21523723006248474,-2.622859239578247
black and white,-0.35546252131462097,-3.0102243423461914
day and night,-0.04334334284067154,-0.19698968529701233
boys and girls,-0.12336654961109161,-1.7481334209442139
left and right,-1.211258888244629,-2.9409942626953125
female and male,-0.6607233285903931,-0.040194280445575714
father and mother,-0.9323829412460327,-2.787921190261841
goods and services,-0.4035665988922119,-8.242377281188965
north and south,-0.6600402593612671,-1.2255243062973022
development and research,-4.6850786209106445,-0.7550370097160339
place and time,-4.742076396942139,-2.6219377517700195
death and life,-6.497075080871582,-3.3187339305877686
brothers and sisters,-0.02939348854124546,-1.1610709428787231
husband and wife,-0.7827287912368774,-6.017319679260254
gas and oil,-2.9580514430999756,-1.1129677295684814
pepper and salt,-1.311375617980957,-0.5038197040557861
fall and rise,-4.150055885314941,-1.0555261373519897
arms and legs,-2.5180797576904297,-2.005575180053711
fruits and vegetables,-1.2859349250793457,-3.678250789642334
arts and sciences,-3.2562708854675293,-3.6615183353424072
gentlemen and ladies,-0.40792328119277954,-0.05347992479801178
feelings and thoughts,-4.871016502380371,-1.9837226867675781
diagnosis and treatment,-0.2022334337234497,-4.631647109985352
groups and individuals,-4.278781414031982,-2.6329140663146973
knowledge and skills,-5.169170379638672,-3.333278179168701
heart and mind,-2.369266986846924,-4.846113681793213
influence and power,-6.314319610595703,-3.9730734825134277
Africa and Asia,-1.4691197872161865,-1.5587680339813232
addresses and names,-6.728507995605469,-4.4527812004089355
poetry and prose,-3.792584180831909,-1.2614887952804565
forefinger and thumb,-8.65928154811263,-4.427991891512647
minerals and vitamins,-9.949766821679077,-2.7321047255245503
fall and winter,-6.696513652801514,-3.272040843963623
light and shadow,-3.342226982116699,-4.895079612731934
honey and milk,-4.7393479347229,-3.6828160285949707
nose and throat,-4.717962741851807,-5.753405570983887
anger and fear,-3.1719934940338135,-3.939131736755371
head and tail,-4.938967704772949,-4.798772811889648
novels and stories,-3.2683048248291016,-4.383143424987793
sunrise and sunset,-0.5235704183578491,-4.3192057609558105
sympathy and understanding,-3.094238519668579,-4.998818397521973
shoes and socks,-2.2254350185394287,-3.2548391819000244
equipment and personnel,-5.082070827484131,-4.216196537017822
eyes and face,-5.129964828491211,-3.4941859245300293
ink and paper,-1.9357117414474487,-2.234947681427002
muscles and nerves,-5.172982692718506,-5.14461088180542
charts and maps,-8.875518798828125,-1.2332566976547241
elbows and knees,-6.9294173419475555,-6.969817041157512
Christmas and Easter,-3.124936580657959,-4.422219753265381
nature and size,-8.694242477416992,-6.733264923095703
gums and teeth,-10.633505821228027,-6.700228065252304
chairs and sofas,-7.026071935892105,-10.06122636795044
characters and situations,-6.094839572906494,-6.407024383544922
joy and pleasure,-4.767555236816406,-3.9615254402160645
Thursday and Tuesday,-5.496789455413818,-0.5676536560058594
barley and oats,-9.21172583475709,-6.692078828345984
beauty and dignity,-8.605732917785645,-5.724731922149658
boats and ships,-2.7434654235839844,-4.229944229125977
misery and pain,-2.9629335403442383,-4.226296901702881
bones and skulls,-7.48159646987915,-4.2240073680877686
dairy and poultry,-6.703015058883466,-9.55952070094645
being and existence,-9.869379043579102,-7.148645401000977
radar and radio,-4.280812740325928,-9.875787734985352
humility and pride,-8.656654834747314,-5.974798154085875
pitch and volume,-6.807640075683594,-9.25976848602295
skirt and sweater,-8.213483959436417,-11.326590061187744
linen and silk,-6.254719495773315,-3.707418419420719
checks and money,-9.8114013671875,-10.9089994430542
calluses and corns,-17.34861922264099,-13.327013969421387
action and motion,-5.416630744934082,-5.062740325927734
brain and intelligence,-6.3655805587768555,-9.23150634765625
conduct and manners,-8.790413856506348,-6.226985931396484
completeness and unity,-9.73250228795223,-8.234600901319936
hostility and indifference,-8.808848701411534,-10.113255508593284
depth and force,-9.311341285705566,-7.635316848754883
hours and miles,-8.80523681640625,-7.963901996612549
movements and speech,-6.977108478546143,-7.333383083343506
schools and synagogues,-10.343049761198927,-11.90449065854773
arrangers and composers,-9.220796525478363,-6.150625861841036
happiness and laughter,-5.386537551879883,-7.443168640136719
diagrams and sketches,-8.2674765214324,-10.322446872480214
pail and shovel,-7.101105690002441,-8.55802297592163
candies and cookies,-9.128327369689941,-9.442800752818584
county and village,-7.479359149932861,-4.964965343475342
charm and variety,-6.095765113830566,-5.3189287185668945
bouquets and wreaths,-14.690561443567276,-11.758182660210878
beech and elm,-10.472843706607819,-14.779618501663208
complexity and obscurity,-13.424370497465134,-12.104686319828033
devotion and effort,-6.869585037231445,-5.273214817047119
alibis and excuses,-18.395673751831055,-15.047675128094852
body and mind,-2.223459482192993,-1.2594273090362549
man and woman,-2.243856430053711,-3.2407968044281006
law and order,-1.1611698865890503,-7.567131996154785
cause and effect,-0.5375823974609375,-7.379358768463135
radio and television,-0.23162399232387543,-1.1072288751602173
b and c,-1.2369908094406128,-3.0957818031311035
feet and hands,-5.427652359008789,-2.084794044494629
money and time,-4.868438720703125,-4.564286231994629
blood and flesh,-4.700684547424316,-0.2668555676937103
god and man,-3.389286518096924,-6.544434547424316
file and rank,-7.607392311096191,-1.5076549053192139
brother and sister,-0.529377818107605,-3.0207931995391846
father and son,-1.59256911277771,-6.378587245941162
men and officers,-7.473337650299072,-1.546724557876587
south and west,-2.1222782135009766,-2.7726123332977295
error and trial,-8.663165092468262,-0.09475431591272354
arts and crafts,-1.678504854440689,-11.42002010345459
pressure and temperature,-3.692143440246582,-1.857104778289795
days and nights,-1.0231046676635742,-1.5927798748016357
land and sea,-2.8733410835266113,-1.044822096824646
north and west,-2.8261733055114746,-2.345015525817871
spring and summer,-1.4822386503219604,-3.234877109527588
magazines and newspapers,-1.1353133916854858,-0.9036648273468018
hands and knees,-2.2744967937469482,-6.4452691078186035
moon and sun,-5.208762168884277,-2.4136974811553955
fathers and mothers,-1.2671494483947754,-0.8717048168182373
city and county,-1.8738092184066772,-5.194453716278076
ears and eyes,-3.3725693225860596,-3.3480873107910156
college and school,-5.317846298217773,-2.28487229347229
college and university,-2.9444870948791504,-3.779031753540039
dark and light,-5.300835132598877,-2.051703453063965
future and past,-6.321737289428711,-3.641887664794922
evening and morning,-4.595922470092773,-1.2757043838500977
ice and snow,-1.9852235317230225,-1.3791569471359253
husbands and wives,-0.4096679389476776,-5.148446559906006
boys and men,-5.229588508605957,-5.166251182556152
bread and butter,-0.8180854320526123,-5.590323448181152
head and shoulders,-1.282478928565979,-6.2529473304748535
rock and roll,-0.5092831254005432,-7.922046661376953
testament and will,-6.60627555847168,-7.80994987487793
engineers and scientists,-3.355344533920288,-1.9198133945465088
man and wife,-3.3284964561462402,-6.837628364562988
arms and hands,-4.79420804977417,-5.205133438110352
math and science,-0.7154414057731628,-3.5719170570373535
son and wife,-2.8416495323181152,-3.0504302978515625
fingers and thumb,-5.479132652282715,-3.817033529281616
flesh and skin,-6.253159523010254,-4.356564044952393
life and religion,-8.896600723266602,-5.489498615264893
colonel and mrs.,-3.901419162750244,-15.37474250793457
conscience and religion,-6.645204067230225,-9.028788566589355
contemporary and friend,-7.519073009490967,-11.669081687927246
pain and pressure,-6.261635780334473,-6.954511642456055
integrity and unity,-7.978632926940918,-8.064170837402344
flowers and hearts,-10.654963493347168,-4.817834854125977
grapefruit and oranges,-11.112776774800295,-7.710638095624745
Kingston and Montreal,-12.314012050628662,-8.998612403869629
folklore and legend,-7.627574443817139,-1.7054552249610424
doctors and fathers,-9.619572639465332,-7.7568678855896
contraction and dilation,-11.362202867865562,-10.52288280799985
ships and weapons,-6.649145603179932,-5.343365669250488
funnels and masts,-11.27610069513321,-10.461501598358154
law and sovereignty,-10.680268277062737,-8.319365875911444
assurance and dignity,-10.672255992889404,-8.452883660793304
mr. and mrs.,-4.811124886851758,-10.258187059313059
bride and groom,-0.5846267342567444,-2.7254910469055176
feet and legs,-6.1484904289245605,-3.6620843410491943
peace and quiet,-0.6714859008789062,-5.3030009269714355
daughter and son,-4.234956741333008,-2.871211528778076
ends and odds,-10.57479190826416,-0.011867986992001534
city and state,-3.093535900115967,-6.1021037101745605
facts and figures,-1.95476496219635,-7.08709716796875
man and nature,-4.719498634338379,-5.793931007385254
prose and verse,-2.083944082260132,-2.9592905044555664
body and head,-5.580197811126709,-5.390775203704834
command and control,-1.2971909046173096,-4.68599796295166
child and wife,-5.0846099853515625,-1.8344364166259766
aunt and uncle,-0.5081437230110168,-1.6839990615844727
cattle and horses,-3.9266154766082764,-3.973580837249756
politics and religion,-3.2267096042633057,-3.951030731201172
July and June,-3.719679355621338,-1.808282494544983
sailors and soldiers,-4.2882490158081055,-2.586850643157959
English and German,-2.8042941093444824,-2.7349679470062256
food and shelter,-2.355264186859131,-4.266831398010254
sights and sounds,-5.071408152580261,-6.982177019119263
comings and goings,-9.325997576117516,-16.6759250164032
heir and son,-3.9699816703796387,-2.070086717605591
coat and hat,-2.8505606651306152,-1.824737787246704
crime and punishment,-0.8210121393203735,-8.600628852844238
earth and sky,-3.0845484733581543,-5.431047439575195
faith and love,-4.233325958251953,-4.119043350219727
mother and son,-3.10500431060791,-3.4933788776397705
cents and dollars,-8.372587203979492,-1.2638298273086548
turns and twists,-7.771515607833862,-1.8091614842414856
fire and police,-6.149775505065918,-2.4225759506225586
months and years,-1.6498833894729614,-3.86757493019104
editor and publisher,-1.860290765762329,-4.434074401855469
aunts and uncles,-2.267312226067588,-3.8947890996250862
research and training,-4.805026054382324,-3.9570159912109375
eyes and hair,-4.60551643371582,-3.4555559158325195
methods and principles,-5.045034885406494,-4.102937698364258
city and country,-2.9434239864349365,-7.694009304046631
bread and cheese,-2.266666889190674,-3.5562925338745117
location and size,-6.475224018096924,-5.339483261108398
childhood and infancy,-6.523819208145142,-6.507441282272339
morning and night,-2.369540214538574,-4.550085067749023
council and governor,-8.59925365447998,-5.069584846496582
age and day,-7.7131853103637695,-8.379469871520996
body and face,-5.984202861785889,-4.909310817718506
hair and skin,-5.536745071411133,-2.8373451232910156
nitrogen and oxygen,-0.4048028886318207,-2.2379844188690186
piano and violin,-2.655364751815796,-4.086487770080566
ceiling and walls,-5.489480972290039,-3.765383005142212
color and texture,-3.6037677973508835,-8.197204113006592
environment and heredity,-14.564385771751404,-11.257753014564514
everybody and everything,-2.3413867950439453,-1.963281512260437
bacon and eggs,-0.5451520085334778,-1.0230203866958618
paper and pen,-6.267528057098389,-0.8843246698379517
concrete and steel,-2.8883056640625,-4.191793441772461
color and light,-3.9256882667541504,-6.922343730926514
friends and relations,-2.9203977584838867,-5.509000778198242
boots and shoes,-5.423657417297363,-5.210447311401367
hearing and sight,-7.350942611694336,-3.4861347675323486
expense and time,-5.0302839279174805,-9.137840270996094
flowers and plants,-5.944110870361328,-4.248611927032471
beauty and truth,-5.445605754852295,-4.887643814086914
bone and flesh,-3.6076865196228027,-2.7212576866149902
doubts and fears,-1.0403223037719727,-5.439074516296387
fits and starts,-0.0749470666050911,-9.707489967346191
light and sound,-5.34829044342041,-5.164428234100342
beauty and youth,-5.629388332366943,-2.1706557273864746
fiction and poetry,-5.921440124511719,-3.6273210048675537
needle and thread,-0.7961289882659912,-6.309814929962158
back and shoulders,-7.554782390594482,-5.659317970275879
crime and violence,-4.772991180419922,-4.715549468994141
force and violence,-6.712717056274414,-7.396762847900391
eggs and ham,-3.7757487297058105,-1.8637953996658325
bone and muscle,-3.5668578147888184,-3.712808132171631
debate and discussion,-4.842771530151367,-4.833211898803711
errors and omissions,-10.330525973520707,-11.046810136176646
brother and mother,-4.30145788192749,-5.11964750289917
face and figure,-5.460547924041748,-6.102467060089111
chairs and table,-5.111084938049316,-2.749732732772827
ammunition and guns,-4.698249816894531,-1.4944705963134766
Concord and Lexington,-13.329355156049132,-3.9008423583582044
ice and water,-2.9652841091156006,-4.671551704406738
fun and games,-0.4112076759338379,-7.25924015045166
breakfast and dinner,-3.1109373569488525,-5.016552448272705
comfort and ease,-4.815451622009277,-3.607165575027466
father and uncle,-5.682863235473633,-6.248459339141846
health and spirits,-7.329076766967773,-5.965685844421387
names and numbers,-3.7915937900543213,-4.321169853210449
rights and wrongs,-6.1387186497449875,-8.591837167739868
crannies and nooks,-14.957073877565563,-9.974910847377032
power and resources,-5.340564250946045,-5.05393123626709
flame and smoke,-4.354315757751465,-4.505439758300781
faith and life,-5.766120910644531,-8.733606338500977
wisdom and wit,-5.269499778747559,-4.885463714599609
novelist and poet,-1.7523853778839111,-4.863948345184326
Arizona and California,-3.973818302154541,-4.209667205810547
crops and livestock,-5.204854127194267,-8.715658810455352
glass and steel,-4.250588417053223,-5.118621349334717
bar and grill,-7.2007933259010315,-9.170207023620605
influence and prestige,-9.753265025094151,-6.959784030914307
cotton and tobacco,-6.452721118927002,-6.032766342163086
church and community,-6.981698513031006,-6.375392436981201
courage and hope,-4.537106513977051,-5.106142997741699
teaching and writing,-3.996485710144043,-5.65109920501709
example and precept,-12.083268165588379,-14.66535234451294
gin and tonic,-0.0937599241733551,-10.361724853515625
brush and trees,-8.388312339782715,-4.932223320007324
pad and pencil,-8.716472625732422,-8.868444442749023
chair and table,-8.06986141204834,-6.238258361816406
houses and shops,-3.2689828872680664,-4.795151710510254
libraries and museums,-3.2335851192474365,-2.8810336589813232
flames and smoke,-3.562304735183716,-5.645577430725098
guidance and information,-4.579622268676758,-6.111288547515869
stress and tension,-4.8871073722839355,-6.089072227478027
days and years,-4.1396870613098145,-4.936243057250977
actions and feelings,-7.172689914703369,-2.701627254486084
energy and money,-5.592947959899902,-5.776103973388672
anguish and pain,-5.910244941711426,-4.302793612572714
colors and forms,-3.9423482418060303,-4.448049068450928
meaning and origin,-7.345180034637451,-2.567708969116211
freedom and security,-4.978128433227539,-7.246458053588867
gratitude and joy,-4.926689147949219,-6.030528545379639
mamma and papa,-3.1794068813323975,-3.6202187538146973
length and weight,-4.312095642089844,-4.323361396789551
anger and hatred,-2.628647565841675,-3.5551536083221436
aircraft and ships,-5.178291320800781,-6.87291145324707
sidewalks and streets,-8.70245099067688,-8.225957287708297
democracy and liberty,-4.515430450439453,-4.531533241271973
iron and wood,-4.357452869415283,-5.623797416687012
horses and wagons,-6.0131668373942375,-7.350283861160278
clarity and precision,-10.676526716793887,-10.746665680781007
flowers and herbs,-5.98779296875,-6.355720043182373
confusion and fear,-4.35761833190918,-5.372053146362305
jaws and teeth,-3.4949421882629395,-6.145491123199463
counties and towns,-3.707061767578125,-6.15690803527832
bodies and faces,-4.761452674865723,-4.261255264282227
ability and desire,-6.727019309997559,-8.428946495056152
chest and stomach,-6.636058807373047,-6.253711223602295
Illinois and Missouri,-3.9568357467651367,-4.050477981567383
jams and jellies,-6.076944001019001,-11.650522470474243
Tories and Whigs,-9.756011188030243,-9.637781381607056
dogs and men,-4.709427833557129,-5.773072242736816
discussion and thought,-6.366276741027832,-9.27280330657959
distress and pain,-3.7835748195648193,-5.765506267547607
mouth and nostrils,-8.1013532243378,-9.040878188796341
cakes and pies,-5.533700168132782,-4.282840371131897
adventure and romance,-3.883049249649048,-3.341606616973877
agreements and contracts,-8.385443210601807,-4.86751635564724
crime and poverty,-6.659067153930664,-6.176267623901367
cousins and uncles,-5.421982713742182,-1.789920300245285
fire and light,-6.329568862915039,-5.823483943939209
child and husband,-6.4441819190979,-4.701570987701416
vinegar and water,-5.360677480697632,-6.405980916693807
fork and spoon,-3.292332172393799,-4.4525251388549805
Burma and India,-6.819207191467285,-7.624181256629527
fruit and nuts,-5.4821295738220215,-4.5587077140808105
ability and strength,-4.012264251708984,-6.664608955383301
agencies and individuals,-5.058425426483154,-6.512323379516602
c. and d.,-8.781433761119843,-10.00548854470253
coffee and sandwiches,-4.402372360229492,-3.1950011253356934
coffee and toast,-4.143104553222656,-5.010851860046387
artillery and mortar,-6.608421146869659,-5.778213739395142
anger and anxiety,-5.8231048583984375,-4.04298210144043
apprehension and fear,-7.401052832603455,-7.1254327485803515
figures and words,-7.282463073730469,-6.499202251434326
blood and guts,-3.1524949073791504,-3.4774487018585205
action and character,-5.749183654785156,-4.937415599822998
diamonds and rubies,-1.6495081204921007,-9.498985290527344
plans and projects,-5.280996799468994,-5.931302547454834
jacket and trousers,-4.780843734741211,-5.812342643737793
kind and quantity,-11.477753639221191,-7.547756671905518
family and neighborhood,-8.349407196044922,-6.514403343200684
nights and weekends,-2.704194545745395,-7.0285820960998535
labor and money,-5.360587120056152,-7.634853839874268
shower and tub,-10.25969123840332,-8.558459281921387
aggression and hostility,-9.012538421433419,-7.807348497211933
information and material,-7.502902984619141,-6.717214584350586
despair and rage,-5.944694519042969,-4.138362884521484
improvements and land,-8.937091827392578,-13.906142234802246
landings and takeoffs,-14.814223289489746,-8.196803875267506
novels and tales,-7.118366241455078,-4.916354179382324
corruption and crime,-5.589286804199219,-4.0092997550964355
anthropology and psychology,-7.750061511993408,-3.7023309669457376
lecturer and writer,-8.670331478118896,-5.9739492487569805
curettage and dilatation,-17.712754547595978,-22.675793509930372
fog and mist,-3.1484837532043457,-3.1991634368896484
field and stream,-7.183813571929932,-8.366477966308594
dates and events,-4.090207576751709,-8.264690399169922
belly and chest,-5.880334854125977,-5.981781959533691
power and scope,-9.385322570800781,-7.17715311050415
counterpoint and harmony,-13.691407442092896,-10.472165703773499
pain and shame,-5.331838130950928,-4.369476318359375
doorways and windows,-5.04134202003479,-6.509071618318558
history and identity,-7.649136543273926,-4.577617645263672
anger and indignation,-3.8003000244498253,-5.754253387451172
cream and peaches,-5.844887137413025,-7.679943561553955
classmates and friends,-5.428029298782349,-7.773460894823074
movements and positions,-7.420380592346191,-7.737983703613281
barrels and boxes,-5.3129096031188965,-6.013083457946777
costumes and masks,-5.652707450091839,-4.721169710159302
attractions and repulsions,-15.35767697263509,-13.835842669010162
effort and resources,-8.178540229797363,-7.8999433517456055
ability and age,-8.132895469665527,-6.6312642097473145
babylon and nineveh,-10.213469032431021,-13.024293452501297
love and veneration,-12.068556133657694,-11.334214210510254
editing and publishing,-6.777165412902832,-6.168510913848877
cysts and tumors,-10.310746729373932,-12.522108793258667
dirt and sweat,-6.438135147094727,-5.192472457885742
dreams and plans,-5.559111595153809,-6.790371894836426
farms and fields,-4.508271217346191,-5.684628486633301
cause and consequence,-9.503808975219727,-6.701401233673096
fungicides and insecticides,-24.106322929728776,-11.290140464669093
choice and decision,-7.131256103515625,-6.534824371337891
confusion and turmoil,-7.8151434706524014,-6.803078356664628
magic and superstition,-5.469792790710926,-10.474115431308746
machinery and power,-5.276834011077881,-8.677995681762695
education and skill,-7.048631191253662,-5.729467391967773
forms and materials,-6.735904693603516,-7.2232160568237305
length and quality,-8.934452056884766,-6.8491926193237305
inclination and time,-10.581143140792847,-9.795325815677643
help and understanding,-7.020946502685547,-7.304535865783691
closets and drawers,-12.005034327507019,-11.598124522715807
friends and partners,-6.939661502838135,-4.084217071533203
receivers and senders,-16.019285440444946,-11.173678347840905
authority and force,-8.412642478942871,-7.392843246459961
fear and want,-6.647159099578857,-8.149727821350098
trees and underbrush,-7.5845387748559006,-10.300653216429055
bacon and coffee,-7.7238240242004395,-7.271492004394531
december and may,-4.066732883453369,-7.244046211242676
grains and seeds,-8.12403392791748,-6.78234326839447
beauty and color,-6.383216381072998,-4.932156562805176
legs and torso,-9.175221398472786,-11.256754636764526
transportation and utilities,-9.191524242138257,-8.422801494598389
hardships and trials,-8.673332929611206,-5.988713383674622
science and tactics,-8.527050971984863,-9.053584098815918
neighborhood and school,-7.092454433441162,-10.32342529296875
irony and satire,-13.60936951637268,-10.400122880935669
kitchen and pantry,-7.22734147310257,-10.271328449249268
astronomy and geology,-6.026509657502174,-9.08409469621256
development and practice,-7.031352519989014,-6.404541969299316
aloes and myrrh,-14.580748261883855,-17.20743042626418
feet and heads,-6.585707187652588,-7.207043170928955
snow and water,-4.4571332931518555,-6.1110076904296875
back and hips,-13.311790466308594,-9.543806314468384
bombers and missiles,-11.761026859283447,-6.677763521671295
argument and debate,-6.436068534851074,-7.89007568359375
doubts and suspicions,-6.16556333880726,-9.275490999221802
laborers and servants,-9.178299739956856,-9.105162244290113
arms and faces,-5.4993181228637695,-5.941364765167236
chrome and glass,-13.586394309997559,-8.187468434683979
paris and washington,-6.928929328918457,-6.152771472930908
arm and back,-5.836743354797363,-9.022233009338379
emotion and meaning,-6.393592357635498,-8.361271858215332
bushes and vines,-6.249290876090527,-8.030957221984863
aims and ends,-6.717371463775635,-8.796069145202637
authority and independence,-6.64325475692749,-8.310331344604492
crises and problems,-9.869571447372437,-8.127002239227295
bathrobe and slippers,-10.076921463012695,-14.129595756530762
generalists and specialists,-9.72719579655677,-17.501862049102783
boredom and loneliness,-8.196503639221191,-5.763152829953469
excitement and fatigue,-5.356741958996281,-7.742584705352783
fun and pleasure,-3.493793249130249,-6.709249019622803
individualism and socialism,-6.771288633346558,-9.548869669437408
