Word1,Word2,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,AandB,BandA,alpha_prob,nonalpha_prob
bonobos,wolverines,bonobos and wolverines,wolverines and bonobos,0,290761.0,1749798.0,no,0,0,0,0,0,0,-1.794754008,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: bonobos and wolverines,This next phrase must be formed compositionally: wolverines and bonobos,-62.6591796875,-63.59765625
capybaras,ibex,capybaras and ibex,ibex and capybaras,0,77225.0,405760.0,no,0,0,0,0,0,0,-1.659038613,-2,-1,-1,0.0,,0,This next phrase must be formed compositionally: capybaras and ibex,This next phrase must be formed compositionally: ibex and capybaras,-60.5478515625,-62.619140625
capybaras,harpies,capybaras and harpies,harpies and capybaras,0,77225.0,186488.0,no,0,1,0,-1,-1,0,-0.881643655,-2,0,0,0.0,,0,This next phrase must be formed compositionally: capybaras and harpies,This next phrase must be formed compositionally: harpies and capybaras,-62.0205078125,-64.696533203125
capybaras,keas,capybaras and keas,keas and capybaras,0,77225.0,41506.0,no,0,1,1,1,0,0,0.620885244,-3,-1,-1,0.0,,0,This next phrase must be formed compositionally: capybaras and keas,This next phrase must be formed compositionally: keas and capybaras,-63.3798828125,-62.677734375
ibex,narwhals,ibex and narwhals,narwhals and ibex,0,405760.0,86641.0,no,0,1,0,-1,0,0,1.543988707,0,0,0,0.0,,0,This next phrase must be formed compositionally: ibex and narwhals,This next phrase must be formed compositionally: narwhals and ibex,-61.779296875,-61.0859375
harpies,narwhals,harpies and narwhals,narwhals and harpies,0,186488.0,86641.0,no,0,-1,0,0,1,0,0.766593749,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: harpies and narwhals,This next phrase must be formed compositionally: narwhals and harpies,-63.71875,-62.00390625
keas,narwhals,keas and narwhals,narwhals and keas,0,41506.0,86641.0,no,0,0,-1,-1,0,0,-0.73593515,1,0,0,0.0,,0,This next phrase must be formed compositionally: keas and narwhals,This next phrase must be formed compositionally: narwhals and keas,-62.4140625,-63.19140625
ibex,ocelots,ibex and ocelots,ocelots and ibex,0,405760.0,84729.0,no,0,0,0,0,0,0,1.566303924,1,0,0,0.0,,0,This next phrase must be formed compositionally: ibex and ocelots,This next phrase must be formed compositionally: ocelots and ibex,-61.62890625,-61.21875
keas,ocelots,keas and ocelots,ocelots and keas,0,41506.0,84729.0,no,0,-1,-1,-1,0,0,-0.713619933,2,0,0,0.0,,0,This next phrase must be formed compositionally: keas and ocelots,This next phrase must be formed compositionally: ocelots and keas,-61.798828125,-62.83203125
bonobos,ocelots,bonobos and ocelots,ocelots and bonobos,0,290761.0,84729.0,no,0,0,1,0,0,0,1.233043696,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: bonobos and ocelots,This next phrase must be formed compositionally: ocelots and bonobos,-61.740234375,-61.91796875
harpies,ibex,harpies and ibex,ibex and harpies,0,186488.0,405760.0,no,0,-1,0,0,1,0,-0.777394958,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: harpies and ibex,This next phrase must be formed compositionally: ibex and harpies,-63.0078125,-62.34765625
ibex,keas,ibex and keas,keas and ibex,0,405760.0,41506.0,no,0,1,1,1,0,0,2.279923857,-1,0,0,0.0,,0,This next phrase must be formed compositionally: ibex and keas,This next phrase must be formed compositionally: keas and ibex,-62.53515625,-61.75390625
bonobos,ibex,bonobos and ibex,ibex and bonobos,0,290761.0,405760.0,no,0,0,0,0,0,0,-0.333260228,-1,-1,-1,0.0,,0,This next phrase must be formed compositionally: bonobos and ibex,This next phrase must be formed compositionally: ibex and bonobos,-59.984375,-62.12890625
ibex,koalas,ibex and koalas,koalas and ibex,0,405760.0,625349.0,no,0,0,-1,0,0,0,-0.432548042,1,1,1,0.0,,0,This next phrase must be formed compositionally: ibex and koalas,This next phrase must be formed compositionally: koalas and ibex,-60.87890625,-60.64453125
ibex,sloths,ibex and sloths,sloths and ibex,0,405760.0,420234.0,no,0,0,-1,1,0,0,-0.035049847,-1,0,0,0.0,,0,This next phrase must be formed compositionally: ibex and sloths,This next phrase must be formed compositionally: sloths and ibex,-61.39453125,-59.25390625
aardvarks,ibex,aardvarks and ibex,ibex and aardvarks,0,58045.0,405760.0,no,0,0,1,0,0,0,-1.94454328,0,0,0,0.0,,0,This next phrase must be formed compositionally: aardvarks and ibex,This next phrase must be formed compositionally: ibex and aardvarks,-59.86328125,-63.9130859375
harpies,keas,harpies and keas,keas and harpies,0,186488.0,41506.0,no,0,-1,1,1,1,0,1.502528899,-1,-1,-1,0.0,,0,This next phrase must be formed compositionally: harpies and keas,This next phrase must be formed compositionally: keas and harpies,-64.84765625,-62.48828125
bonobos,harpies,bonobos and harpies,harpies and bonobos,0,290761.0,186488.0,no,0,1,0,-1,-1,0,0.44413473,-1,0,0,0.0,,0,This next phrase must be formed compositionally: bonobos and harpies,This next phrase must be formed compositionally: harpies and bonobos,-62.53515625,-65.47265625
harpies,koalas,harpies and koalas,koalas and harpies,0,186488.0,625349.0,no,0,-1,-1,0,1,0,-1.209943,1,0,0,0.0,,0,This next phrase must be formed compositionally: harpies and koalas,This next phrase must be formed compositionally: koalas and harpies,-63.6640625,-62.44140625
harpies,wombats,harpies and wombats,wombats and harpies,0,186488.0,228721.0,no,0,-1,0,1,1,0,-0.204136026,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: harpies and wombats,This next phrase must be formed compositionally: wombats and harpies,-64.556640625,-62.876953125
aardvarks,harpies,aardvarks and harpies,harpies and aardvarks,0,58045.0,186488.0,no,0,1,0,0,-1,0,-1.167148322,0,1,1,0.0,,0,This next phrase must be formed compositionally: aardvarks and harpies,This next phrase must be formed compositionally: harpies and aardvarks,-61.060546875,-64.310546875
bonobos,keas,bonobos and keas,keas and bonobos,0,290761.0,41506.0,no,0,1,1,1,0,0,1.946663629,-2,-1,-1,0.0,,0,This next phrase must be formed compositionally: bonobos and keas,This next phrase must be formed compositionally: keas and bonobos,-63.767578125,-64.283203125
keas,koalas,keas and koalas,koalas and keas,0,41506.0,625349.0,no,0,-1,-1,-1,0,0,-2.712471899,2,1,1,0.0,,0,This next phrase must be formed compositionally: keas and koalas,This next phrase must be formed compositionally: koalas and keas,-59.216796875,-61.931640625
keas,sloths,keas and sloths,sloths and keas,0,41506.0,420234.0,no,0,-1,-1,0,0,0,-2.314973704,0,0,0,0.0,,0,This next phrase must be formed compositionally: keas and sloths,This next phrase must be formed compositionally: sloths and keas,-62.173828125,-62.220703125
keas,wombats,keas and wombats,wombats and keas,0,41506.0,228721.0,no,0,-1,-1,-1,0,0,-1.706664925,1,0,0,0.0,,0,This next phrase must be formed compositionally: keas and wombats,This next phrase must be formed compositionally: wombats and keas,-62.076171875,-63.423828125
keas,lions,keas and lions,lions and keas,0,41506.0,19766321.0,no,0,-1,-1,-1,-1,0,-6.165896814,0,1,1,0.0,,0,This next phrase must be formed compositionally: keas and lions,This next phrase must be formed compositionally: lions and keas,-59.345703125,-60.236328125
aardvarks,keas,aardvarks and keas,keas and aardvarks,0,58045.0,41506.0,no,0,1,1,1,0,0,0.335380577,-1,0,0,0.0,,0,This next phrase must be formed compositionally: aardvarks and keas,This next phrase must be formed compositionally: keas and aardvarks,-61.998046875,-62.2939453125
bonobos,wombats,bonobos and wombats,wombats and bonobos,0,290761.0,228721.0,no,0,0,0,1,0,0,0.239998704,-1,-1,-1,0.0,,0,This next phrase must be formed compositionally: bonobos and wombats,This next phrase must be formed compositionally: wombats and bonobos,-61.435546875,-61.810546875
aardvarks,bonobos,aardvarks and bonobos,bonobos and aardvarks,0,58045.0,290761.0,no,0,0,0,0,0,0,-1.611283052,1,1,1,0.0,,0,This next phrase must be formed compositionally: aardvarks and bonobos,This next phrase must be formed compositionally: bonobos and aardvarks,-59.1796875,-61.6630859375
ocarinas,vibraphones,ocarinas and vibraphones,vibraphones and ocarinas,0,25781.0,16255.0,no,0,0,1,0,0,0,0.461237233,-1,-1,-1,0.0,,0,This next phrase must be formed compositionally: ocarinas and vibraphones,This next phrase must be formed compositionally: vibraphones and ocarinas,-65.595703125,-64.955078125
cymbals,ocarinas,cymbals and ocarinas,ocarinas and cymbals,0,840625.0,25781.0,no,0,0,1,1,0,0,3.484507876,2,0,0,0.0,,0,This next phrase must be formed compositionally: cymbals and ocarinas,This next phrase must be formed compositionally: ocarinas and cymbals,-61.236328125,-62.48486328125
clarinets,ocarinas,clarinets and ocarinas,ocarinas and clarinets,0,243271.0,25781.0,no,0,0,1,1,0,0,2.244538262,0,1,1,0.0,,0,This next phrase must be formed compositionally: clarinets and ocarinas,This next phrase must be formed compositionally: ocarinas and clarinets,-60.564453125,-63.281005859375
cellos,ocarinas,cellos and ocarinas,ocarinas and cellos,0,268657.0,25781.0,no,0,0,1,0,0,0,2.343797687,2,0,0,0.0,,0,This next phrase must be formed compositionally: cellos and ocarinas,This next phrase must be formed compositionally: ocarinas and cellos,-60.541015625,-65.220703125
didgeridoos,vibraphones,didgeridoos and vibraphones,vibraphones and didgeridoos,0,27696.0,16255.0,no,0,0,0,0,0,0,0.532887445,-1,0,0,0.0,,0,This next phrase must be formed compositionally: didgeridoos and vibraphones,This next phrase must be formed compositionally: vibraphones and didgeridoos,-69.384765625,-63.76611328125
lutes,marimbas,lutes and marimbas,marimbas and lutes,0,159875.0,46966.0,no,0,0,0,0,0,0,1.224968324,2,1,1,0.0,,0,This next phrase must be formed compositionally: lutes and marimbas,This next phrase must be formed compositionally: marimbas and lutes,-60.5556640625,-62.392578125
kalimbas,lutes,kalimbas and lutes,lutes and kalimbas,0,14400.0,159875.0,no,0,0,0,0,0,0,-2.407164053,-2,-1,-1,0.0,,0,This next phrase must be formed compositionally: kalimbas and lutes,This next phrase must be formed compositionally: lutes and kalimbas,-65.376953125,-62.61328125
clarinets,kalimbas,clarinets and kalimbas,kalimbas and clarinets,0,243271.0,14400.0,no,0,0,1,1,0,0,2.826947842,0,1,1,0.0,,0,This next phrase must be formed compositionally: clarinets and kalimbas,This next phrase must be formed compositionally: kalimbas and clarinets,-63.030517578125,-66.6396484375
kalimbas,trumpets,kalimbas and trumpets,trumpets and kalimbas,0,14400.0,1217280.0,no,0,0,-1,-1,0,0,-4.437145934,-1,0,0,0.0,,0,This next phrase must be formed compositionally: kalimbas and trumpets,This next phrase must be formed compositionally: trumpets and kalimbas,-64.041015625,-61.11962890625
cellos,kalimbas,cellos and kalimbas,kalimbas and cellos,0,268657.0,14400.0,no,0,0,1,1,0,0,2.926207266,1,0,0,0.0,,0,This next phrase must be formed compositionally: cellos and kalimbas,This next phrase must be formed compositionally: kalimbas and cellos,-62.85009765625,-67.220703125
kalimbas,saxophones,kalimbas and saxophones,saxophones and kalimbas,0,14400.0,327480.0,no,0,0,-1,-1,0,0,-3.124198778,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: kalimbas and saxophones,This next phrase must be formed compositionally: saxophones and kalimbas,-64.544921875,-63.11962890625
lutes,saxophones,lutes and saxophones,saxophones and lutes,0,159875.0,327480.0,no,0,0,-1,-1,0,0,-0.717034725,2,0,0,0.0,,0,This next phrase must be formed compositionally: lutes and saxophones,This next phrase must be formed compositionally: saxophones and lutes,-58.158203125,-58.103515625
casserole,eagle,casserole and eagle,eagle and casserole,0,3588647.0,16512285.0,yes,0,-1,0,0,-1,0,-1.526329398,-1,1,1,0.0,,0,This next phrase must be formed compositionally: casserole and eagle,This next phrase must be formed compositionally: eagle and casserole,-60.314453125,-58.970703125
kite,linguist,kite and linguist,linguist and kite,0,4339660.0,874073.0,yes,0,-1,1,0,0,0,1.602387387,1,1,1,0.0,,0,This next phrase must be formed compositionally: kite and linguist,This next phrase must be formed compositionally: linguist and kite,-60.361328125,-61.470703125
algorithm,perfume,algorithm and perfume,perfume and algorithm,0,54688589.0,7461375.0,yes,0,-1,-1,0,0,0,1.991915363,-2,-1,-1,0.0,,0,This next phrase must be formed compositionally: algorithm and perfume,This next phrase must be formed compositionally: perfume and algorithm,-55.345703125,-56.767578125
forest,screwdriver,forest and screwdriver,screwdriver and forest,0,73685641.0,2733340.0,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.0,,0,This next phrase must be formed compositionally: forest and screwdriver,This next phrase must be formed compositionally: screwdriver and forest,-59.220703125,-58.751953125
slipper,volcano,slipper and volcano,volcano and slipper,0,1118544.0,6804199.0,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.0,,0,This next phrase must be formed compositionally: slipper and volcano,This next phrase must be formed compositionally: volcano and slipper,-62.533203125,-60.423828125
harmonica,microscope,harmonica and microscope,microscope and harmonica,0,1359198.0,7785003.0,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.0,,0,This next phrase must be formed compositionally: harmonica and microscope,This next phrase must be formed compositionally: microscope and harmonica,-59.939453125,-63.033203125
cookbook,zenith,cookbook and zenith,zenith and cookbook,0,7003414.0,2247901.0,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.0,,0,This next phrase must be formed compositionally: cookbook and zenith,This next phrase must be formed compositionally: zenith and cookbook,-62.611328125,-62.767578125
hammock,hydrogen,hammock and hydrogen,hydrogen and hammock,0,2652599.0,20814788.0,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.0,,0,This next phrase must be formed compositionally: hammock and hydrogen,This next phrase must be formed compositionally: hydrogen and hammock,-61.376953125,-61.486328125
neuron,toaster,neuron and toaster,toaster and neuron,0,4244660.0,2894568.0,yes,0,-1,-1,0,0,0,0.382825845,0,1,0,0.0,,0,This next phrase must be formed compositionally: neuron and toaster,This next phrase must be formed compositionally: toaster and neuron,-58.314453125,-60.595703125
marshmallow,telescope,marshmallow and telescope,telescope and marshmallow,0,2541363.0,8152575.0,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: marshmallow and telescope,This next phrase must be formed compositionally: telescope and marshmallow,-59.408203125,-59.017578125
casserole,optics,casserole and optics,optics and casserole,0,3588647.0,6974820.0,yes,0,1,0,0,0,0,-0.66453127,-1,1,1,0.0,,0,This next phrase must be formed compositionally: casserole and optics,This next phrase must be formed compositionally: optics and casserole,-61.126953125,-61.861328125
comet,encyclopedia,comet and encyclopedia,encyclopedia and comet,0,3887981.0,10025067.0,yes,0,-1,0,1,0,0,-0.947198657,4,1,0,0.0,,0,This next phrase must be formed compositionally: comet and encyclopedia,This next phrase must be formed compositionally: encyclopedia and comet,-59.580078125,-60.033203125
nimbus,waffle,nimbus and waffle,waffle and nimbus,0,587749.0,3154327.0,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.0,,0,This next phrase must be formed compositionally: nimbus and waffle,This next phrase must be formed compositionally: waffle and nimbus,-62.033203125,-60.564453125
photon,pumpkin,photon and pumpkin,pumpkin and photon,0,7096631.0,15686397.0,yes,0,-1,-1,0,0,0,-0.793173739,0,1,1,0.0,,0,This next phrase must be formed compositionally: photon and pumpkin,This next phrase must be formed compositionally: pumpkin and photon,-57.361328125,-58.939453125
lantern,syntax,lantern and syntax,syntax and lantern,0,4902023.0,12562326.0,yes,0,1,1,0,0,0,-0.941054358,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: lantern and syntax,This next phrase must be formed compositionally: syntax and lantern,-59.126953125,-58.361328125
echo,vineyard,echo and vineyard,vineyard and echo,0,45064711.0,6846272.0,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.0,,0,This next phrase must be formed compositionally: echo and vineyard,This next phrase must be formed compositionally: vineyard and echo,-58.783203125,-57.986328125
nebula,snowman,nebula and snowman,snowman and nebula,0,2168144.0,1807152.0,yes,0,-1,-1,0,0,0,0.182119377,-1,-2,-1,0.0,,0,This next phrase must be formed compositionally: nebula and snowman,This next phrase must be formed compositionally: snowman and nebula,-59.5625,-59.99267578125
botany,teapot,botany and teapot,teapot and botany,0,2063328.0,1331484.0,yes,0,-1,-1,0,0,0,0.438026104,-1,-2,-1,0.0,,0,This next phrase must be formed compositionally: botany and teapot,This next phrase must be formed compositionally: teapot and botany,-60.970703125,-65.939453125
chisel,kaleidoscope,chisel and kaleidoscope,kaleidoscope and chisel,0,1285176.0,1118092.0,yes,0,0,0,1,0,0,0.139272013,2,-1,-1,0.0,,0,This next phrase must be formed compositionally: chisel and kaleidoscope,This next phrase must be formed compositionally: kaleidoscope and chisel,-58.6953125,-59.013671875
lava,teacup,lava and teacup,teacup and lava,0,6111697.0,853094.0,yes,0,-1,-1,1,0,0,1.969090014,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: lava and teacup,This next phrase must be formed compositionally: teacup and lava,-58.751953125,-59.912109375
entropy,orchard,entropy and orchard,orchard and entropy,0,8265645.0,5707498.0,yes,0,-1,-1,0,0,0,0.370327019,-1,-1,0,0.0,,0,This next phrase must be formed compositionally: entropy and orchard,This next phrase must be formed compositionally: orchard and entropy,-57.220703125,-57.830078125
axolotl,vineyard,axolotl and vineyard,vineyard and axolotl,0,204694.0,6846272.0,yes,0,1,0,0,0,0,-3.509943368,-2,0,0,0.0,,0,This next phrase must be formed compositionally: axolotl and vineyard,This next phrase must be formed compositionally: vineyard and axolotl,-62.69140625,-62.265625
clockwork,meadow,clockwork and meadow,meadow and clockwork,0,1808950.0,4852235.0,yes,0,-1,0,0,0,0,-0.986692857,0,1,1,0.0,,0,This next phrase must be formed compositionally: clockwork and meadow,This next phrase must be formed compositionally: meadow and clockwork,-59.126953125,-60.361328125
algebra,telescope,algebra and telescope,telescope and algebra,0,17427385.0,2758.0,yes,0,-1,0,0,0,0,8.751292319,0,-2,-1,0.0,,0,This next phrase must be formed compositionally: algebra and telescope,This next phrase must be formed compositionally: telescope and algebra,-55.658203125,-55.595703125
arcade,topaz,arcade and topaz,topaz and arcade,0,10059930.0,1032617.0,yes,0,0,0,0,0,0,2.27646385,0,0,0,0.0,,0,This next phrase must be formed compositionally: arcade and topaz,This next phrase must be formed compositionally: topaz and arcade,-62.033203125,-61.033203125
asteroid,compass,asteroid and compass,compass and asteroid,0,3406257.0,8062871.0,yes,0,-1,0,1,0,0,-0.861655662,-1,0,0,0.0,,0,This next phrase must be formed compositionally: asteroid and compass,This next phrase must be formed compositionally: compass and asteroid,-57.501953125,-56.017578125
bicycle,nebula,bicycle and nebula,nebula and bicycle,0,15875767.0,2168144.0,yes,0,1,1,0,0,0,1.990922357,0,0,0,0.0,,0,This next phrase must be formed compositionally: bicycle and nebula,This next phrase must be formed compositionally: nebula and bicycle,-58.1962890625,-59.0
bungalow,entropy,bungalow and entropy,entropy and bungalow,0,2493634.0,8265645.0,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.0,,0,This next phrase must be formed compositionally: bungalow and entropy,This next phrase must be formed compositionally: entropy and bungalow,-61.736328125,-60.908203125
carnation,gnome,carnation and gnome,gnome and carnation,0,555072.0,3256725.0,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.0,,0,This next phrase must be formed compositionally: carnation and gnome,This next phrase must be formed compositionally: gnome and carnation,-61.033203125,-59.025390625
cinnamon,harmonica,cinnamon and harmonica,harmonica and cinnamon,0,13557070.0,1359198.0,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.0,,0,This next phrase must be formed compositionally: cinnamon and harmonica,This next phrase must be formed compositionally: harmonica and cinnamon,-60.611328125,-58.501953125
coral,syntax,coral and syntax,syntax and coral,0,12309424.0,12562326.0,yes,0,1,1,0,0,0,-0.020337187,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: coral and syntax,This next phrase must be formed compositionally: syntax and coral,-55.861328125,-56.986328125
dandelion,pendulum,dandelion and pendulum,pendulum and dandelion,0,1562624.0,2662527.0,yes,0,0,0,0,0,0,-0.532909212,-1,1,0,0.0,,0,This next phrase must be formed compositionally: dandelion and pendulum,This next phrase must be formed compositionally: pendulum and dandelion,-60.671875,-59.66357421875
delirium,telescope,delirium and telescope,telescope and delirium,0,1927281.0,8152575.0,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.0,,0,This next phrase must be formed compositionally: delirium and telescope,This next phrase must be formed compositionally: telescope and delirium,-59.888671875,-59.56640625
anchors,sandstorms,anchors and sandstorms,sandstorms and anchors,0,4024620.0,132208.0,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: anchors and sandstorms,This next phrase must be formed compositionally: sandstorms and anchors,-60.548828125,-63.814453125
scissors,volcanoes,scissors and volcanoes,volcanoes and scissors,0,5169136.0,2902130.0,yes,0,0,1,-1,0,0,0.577260606,1,0,0,0.0,,0,This next phrase must be formed compositionally: scissors and volcanoes,This next phrase must be formed compositionally: volcanoes and scissors,-60.455078125,-62.814453125
equations,lanterns,equations and lanterns,lanterns and equations,0,27734850.0,2788354.0,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.0,,0,This next phrase must be formed compositionally: equations and lanterns,This next phrase must be formed compositionally: lanterns and equations,-58.462890625,-59.783203125
satellites,tulips,satellites and tulips,tulips and satellites,0,7275409.0,1634883.0,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.0,,0,This next phrase must be formed compositionally: satellites and tulips,This next phrase must be formed compositionally: tulips and satellites,-60.236328125,-59.595703125
compasses,hedgehogs,compasses and hedgehogs,hedgehogs and compasses,0,381535.0,703522.0,yes,0,-1,0,0,0,0,-0.611896559,-1,-2,-1,0.0,,0,This next phrase must be formed compositionally: compasses and hedgehogs,This next phrase must be formed compositionally: hedgehogs and compasses,-62.962890625,-60.072265625
comets,neckties,comets and neckties,neckties and comets,0,1747239.0,176271.0,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: comets and neckties,This next phrase must be formed compositionally: neckties and comets,-65.111328125,-64.236328125
castles,headphones,castles and headphones,headphones and castles,0,4660868.0,13970646.0,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.0,,0,This next phrase must be formed compositionally: castles and headphones,This next phrase must be formed compositionally: headphones and castles,-60.080078125,-60.095703125
paperclips,pyramids,paperclips and pyramids,pyramids and paperclips,0,153183.0,2740592.0,yes,0,0,1,-1,0,0,-2.884295949,0,0,0,0.0,,0,This next phrase must be formed compositionally: paperclips and pyramids,This next phrase must be formed compositionally: pyramids and paperclips,-61.6748046875,-60.923828125
