Word1,Word2,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,AandB,BandA,alpha_prob,nonalpha_prob
axolotls,wombats,axolotls and wombats,wombats and axolotls,0,118861.0,228721.0,no,0,-1,0,-1,0,0,-0.654548177,-2,-1,-1,0.0,,0,example: axolotls and wombats,example: wombats and axolotls,-21.99853515625,-15.41265869140625
axolotls,lions,axolotls and lions,lions and axolotls,0,118861.0,19766321.0,no,0,-1,-1,-1,-1,0,-5.113780066,-2,0,0,0.0,,0,example: axolotls and lions,example: lions and axolotls,-20.57861328125,-15.04693603515625
ocelots,platypuses,ocelots and platypuses,platypuses and ocelots,0,84729.0,43558.0,no,0,1,-1,1,0,0,0.665364545,1,3,1,0.0,,0,example: ocelots and platypuses,example: platypuses and ocelots,-20.43951416015625,-17.6240234375
ibex,platypuses,ibex and platypuses,platypuses and ibex,0,405760.0,43558.0,no,0,1,0,1,0,0,2.231668468,2,3,1,0.0,,0,example: ibex and platypuses,example: platypuses and ibex,-22.82421875,-19.9609375
harpies,platypuses,harpies and platypuses,platypuses and harpies,0,186488.0,43558.0,no,0,0,0,1,1,0,1.454273511,2,2,0,0.0,,0,example: harpies and platypuses,example: platypuses and harpies,-23.029296875,-21.8203125
keas,platypuses,keas and platypuses,platypuses and keas,0,41506.0,43558.0,no,0,0,-1,0,0,0,-0.048255388,3,3,1,0.0,,0,example: keas and platypuses,example: platypuses and keas,-24.720703125,-19.26171875
bonobos,platypuses,bonobos and platypuses,platypuses and bonobos,0,290761.0,43558.0,no,0,1,0,1,0,0,1.898408241,1,2,0,0.0,,0,example: bonobos and platypuses,example: platypuses and bonobos,-20.16796875,-20.2578125
harpies,wolverines,harpies and wolverines,wolverines and harpies,0,186488.0,1749798.0,no,0,-1,0,0,0,0,-2.238888738,1,-1,1,0.0,,0,example: harpies and wolverines,example: wolverines and harpies,-22.876953125,-28.125
keas,wolverines,keas and wolverines,wolverines and keas,0,41506.0,1749798.0,no,0,-1,-1,-1,0,0,-3.741417637,2,0,0,0.0,,0,example: keas and wolverines,example: wolverines and keas,-25.296875,-27.4296875
bonobos,wolverines,bonobos and wolverines,wolverines and bonobos,0,290761.0,1749798.0,no,0,0,0,0,0,0,-1.794754008,0,-1,-1,0.0,,0,example: bonobos and wolverines,example: wolverines and bonobos,-21.5947265625,-26.60546875
capybaras,ibex,capybaras and ibex,ibex and capybaras,0,77225.0,405760.0,no,0,0,0,0,0,0,-1.659038613,-2,-1,-1,0.0,,0,example: capybaras and ibex,example: ibex and capybaras,-18.88232421875,-21.1689453125
capybaras,harpies,capybaras and harpies,harpies and capybaras,0,77225.0,186488.0,no,0,1,0,-1,-1,0,-0.881643655,-2,0,0,0.0,,0,example: capybaras and harpies,example: harpies and capybaras,-21.25244140625,-24.1986083984375
capybaras,keas,capybaras and keas,keas and capybaras,0,77225.0,41506.0,no,0,1,1,1,0,0,0.620885244,-3,-1,-1,0.0,,0,example: capybaras and keas,example: keas and capybaras,-20.73681640625,-24.5091552734375
ibex,narwhals,ibex and narwhals,narwhals and ibex,0,405760.0,86641.0,no,0,1,0,-1,0,0,1.543988707,0,0,0,0.0,,0,example: ibex and narwhals,example: narwhals and ibex,-21.7109375,-17.021484375
harpies,narwhals,harpies and narwhals,narwhals and harpies,0,186488.0,86641.0,no,0,-1,0,0,1,0,0.766593749,0,-1,-1,0.0,,0,example: harpies and narwhals,example: narwhals and harpies,-23.576171875,-19.640625
keas,narwhals,keas and narwhals,narwhals and keas,0,41506.0,86641.0,no,0,0,-1,-1,0,0,-0.73593515,1,0,0,0.0,,0,example: keas and narwhals,example: narwhals and keas,-25.04296875,-17.7734375
ibex,ocelots,ibex and ocelots,ocelots and ibex,0,405760.0,84729.0,no,0,0,0,0,0,0,1.566303924,1,0,0,0.0,,0,example: ibex and ocelots,example: ocelots and ibex,-20.484375,-20.908203125
keas,ocelots,keas and ocelots,ocelots and keas,0,41506.0,84729.0,no,0,-1,-1,-1,0,0,-0.713619933,2,0,0,0.0,,0,example: keas and ocelots,example: ocelots and keas,-24.306640625,-27.15625
bonobos,ocelots,bonobos and ocelots,ocelots and bonobos,0,290761.0,84729.0,no,0,0,1,0,0,0,1.233043696,0,-1,-1,0.0,,0,example: bonobos and ocelots,example: ocelots and bonobos,-17.6328125,-23.96875
harpies,ibex,harpies and ibex,ibex and harpies,0,186488.0,405760.0,no,0,-1,0,0,1,0,-0.777394958,0,-1,-1,0.0,,0,example: harpies and ibex,example: ibex and harpies,-20.9140625,-25.21875
ibex,keas,ibex and keas,keas and ibex,0,405760.0,41506.0,no,0,1,1,1,0,0,2.279923857,-1,0,0,0.0,,0,example: ibex and keas,example: keas and ibex,-21.75,-22.73828125
bonobos,ibex,bonobos and ibex,ibex and bonobos,0,290761.0,405760.0,no,0,0,0,0,0,0,-0.333260228,-1,-1,-1,0.0,,0,example: bonobos and ibex,example: ibex and bonobos,-15.646484375,-20.546875
ibex,koalas,ibex and koalas,koalas and ibex,0,405760.0,625349.0,no,0,0,-1,0,0,0,-0.432548042,1,1,1,0.0,,0,example: ibex and koalas,example: koalas and ibex,-19.734375,-16.25
ibex,sloths,ibex and sloths,sloths and ibex,0,405760.0,420234.0,no,0,0,-1,1,0,0,-0.035049847,-1,0,0,0.0,,0,example: ibex and sloths,example: sloths and ibex,-21.4375,-22.1591796875
aardvarks,ibex,aardvarks and ibex,ibex and aardvarks,0,58045.0,405760.0,no,0,0,1,0,0,0,-1.94454328,0,0,0,0.0,,0,example: aardvarks and ibex,example: ibex and aardvarks,-14.55859375,-22.3583984375
harpies,keas,harpies and keas,keas and harpies,0,186488.0,41506.0,no,0,-1,1,1,1,0,1.502528899,-1,-1,-1,0.0,,0,example: harpies and keas,example: keas and harpies,-23.046875,-25.53125
bonobos,harpies,bonobos and harpies,harpies and bonobos,0,290761.0,186488.0,no,0,1,0,-1,-1,0,0.44413473,-1,0,0,0.0,,0,example: bonobos and harpies,example: harpies and bonobos,-19.390625,-22.404296875
harpies,koalas,harpies and koalas,koalas and harpies,0,186488.0,625349.0,no,0,-1,-1,0,1,0,-1.209943,1,0,0,0.0,,0,example: harpies and koalas,example: koalas and harpies,-23.30078125,-19.0
harpies,wombats,harpies and wombats,wombats and harpies,0,186488.0,228721.0,no,0,-1,0,1,1,0,-0.204136026,0,-1,-1,0.0,,0,example: harpies and wombats,example: wombats and harpies,-23.34375,-19.140625
aardvarks,harpies,aardvarks and harpies,harpies and aardvarks,0,58045.0,186488.0,no,0,1,0,0,-1,0,-1.167148322,0,1,1,0.0,,0,example: aardvarks and harpies,example: harpies and aardvarks,-17.71875,-23.55859375
bonobos,keas,bonobos and keas,keas and bonobos,0,290761.0,41506.0,no,0,1,1,1,0,0,1.946663629,-2,-1,-1,0.0,,0,example: bonobos and keas,example: keas and bonobos,-19.921875,-25.28125
keas,koalas,keas and koalas,koalas and keas,0,41506.0,625349.0,no,0,-1,-1,-1,0,0,-2.712471899,2,1,1,0.0,,0,example: keas and koalas,example: koalas and keas,-20.51171875,-16.66796875
keas,sloths,keas and sloths,sloths and keas,0,41506.0,420234.0,no,0,-1,-1,0,0,0,-2.314973704,0,0,0,0.0,,0,example: keas and sloths,example: sloths and keas,-23.765625,-24.65625
keas,wombats,keas and wombats,wombats and keas,0,41506.0,228721.0,no,0,-1,-1,-1,0,0,-1.706664925,1,0,0,0.0,,0,example: keas and wombats,example: wombats and keas,-24.35546875,-15.140625
keas,lions,keas and lions,lions and keas,0,41506.0,19766321.0,no,0,-1,-1,-1,-1,0,-6.165896814,0,1,1,0.0,,0,example: keas and lions,example: lions and keas,-20.90625,-15.84375
aardvarks,keas,aardvarks and keas,keas and aardvarks,0,58045.0,41506.0,no,0,1,1,1,0,0,0.335380577,-1,0,0,0.0,,0,example: aardvarks and keas,example: keas and aardvarks,-16.5859375,-24.41015625
bonobos,wombats,bonobos and wombats,wombats and bonobos,0,290761.0,228721.0,no,0,0,0,1,0,0,0.239998704,-1,-1,-1,0.0,,0,example: bonobos and wombats,example: wombats and bonobos,-17.666015625,-15.91015625
aardvarks,bonobos,aardvarks and bonobos,bonobos and aardvarks,0,58045.0,290761.0,no,0,0,0,0,0,0,-1.611283052,1,1,1,0.0,,0,example: aardvarks and bonobos,example: bonobos and aardvarks,-15.056640625,-18.630859375
ocarinas,vibraphones,ocarinas and vibraphones,vibraphones and ocarinas,0,25781.0,16255.0,no,0,0,1,0,0,0,0.461237233,-1,-1,-1,0.0,,0,example: ocarinas and vibraphones,example: vibraphones and ocarinas,-26.72119140625,-19.6240234375
cymbals,ocarinas,cymbals and ocarinas,ocarinas and cymbals,0,840625.0,25781.0,no,0,0,1,1,0,0,3.484507876,2,0,0,0.0,,0,example: cymbals and ocarinas,example: ocarinas and cymbals,-15.16015625,-25.59423828125
clarinets,ocarinas,clarinets and ocarinas,ocarinas and clarinets,0,243271.0,25781.0,no,0,0,1,1,0,0,2.244538262,0,1,1,0.0,,0,example: clarinets and ocarinas,example: ocarinas and clarinets,-15.8359375,-22.897415161132812
cellos,ocarinas,cellos and ocarinas,ocarinas and cellos,0,268657.0,25781.0,no,0,0,1,0,0,0,2.343797687,2,0,0,0.0,,0,example: cellos and ocarinas,example: ocarinas and cellos,-20.9296875,-26.8125
didgeridoos,vibraphones,didgeridoos and vibraphones,vibraphones and didgeridoos,0,27696.0,16255.0,no,0,0,0,0,0,0,0.532887445,-1,0,0,0.0,,0,example: didgeridoos and vibraphones,example: vibraphones and didgeridoos,-28.19921875,-19.2237548828125
lutes,marimbas,lutes and marimbas,marimbas and lutes,0,159875.0,46966.0,no,0,0,0,0,0,0,1.224968324,2,1,1,0.0,,0,example: lutes and marimbas,example: marimbas and lutes,-28.287109375,-23.5625
kalimbas,lutes,kalimbas and lutes,lutes and kalimbas,0,14400.0,159875.0,no,0,0,0,0,0,0,-2.407164053,-2,-1,-1,0.0,,0,example: kalimbas and lutes,example: lutes and kalimbas,-18.6875,-29.8759765625
clarinets,kalimbas,clarinets and kalimbas,kalimbas and clarinets,0,243271.0,14400.0,no,0,0,1,1,0,0,2.826947842,0,1,1,0.0,,0,example: clarinets and kalimbas,example: kalimbas and clarinets,-20.621826171875,-20.573822021484375
kalimbas,trumpets,kalimbas and trumpets,trumpets and kalimbas,0,14400.0,1217280.0,no,0,0,-1,-1,0,0,-4.437145934,-1,0,0,0.0,,0,example: kalimbas and trumpets,example: trumpets and kalimbas,-19.81201171875,-18.21875
cellos,kalimbas,cellos and kalimbas,kalimbas and cellos,0,268657.0,14400.0,no,0,0,1,1,0,0,2.926207266,1,0,0,0.0,,0,example: cellos and kalimbas,example: kalimbas and cellos,-24.810302734375,-23.234375
kalimbas,saxophones,kalimbas and saxophones,saxophones and kalimbas,0,14400.0,327480.0,no,0,0,-1,-1,0,0,-3.124198778,0,-1,-1,0.0,,0,example: kalimbas and saxophones,example: saxophones and kalimbas,-19.95703125,-21.485595703125
lutes,saxophones,lutes and saxophones,saxophones and lutes,0,159875.0,327480.0,no,0,0,-1,-1,0,0,-0.717034725,2,0,0,0.0,,0,example: lutes and saxophones,example: saxophones and lutes,-26.8671875,-17.7578125
casserole,eagle,casserole and eagle,eagle and casserole,0,3588647.0,16512285.0,yes,0,-1,0,0,-1,0,-1.526329398,-1,1,1,0.0,,0,example: casserole and eagle,example: eagle and casserole,-15.40625,-16.59375
kite,linguist,kite and linguist,linguist and kite,0,4339660.0,874073.0,yes,0,-1,1,0,0,0,1.602387387,1,1,1,0.0,,0,example: kite and linguist,example: linguist and kite,-23.875,-17.875
algorithm,perfume,algorithm and perfume,perfume and algorithm,0,54688589.0,7461375.0,yes,0,-1,-1,0,0,0,1.991915363,-2,-1,-1,0.0,,0,example: algorithm and perfume,example: perfume and algorithm,-21.40625,-13.734375
forest,screwdriver,forest and screwdriver,screwdriver and forest,0,73685641.0,2733340.0,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.0,,0,example: forest and screwdriver,example: screwdriver and forest,-18.375,-13.53125
slipper,volcano,slipper and volcano,volcano and slipper,0,1118544.0,6804199.0,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.0,,0,example: slipper and volcano,example: volcano and slipper,-15.8125,-16.71875
harmonica,microscope,harmonica and microscope,microscope and harmonica,0,1359198.0,7785003.0,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.0,,0,example: harmonica and microscope,example: microscope and harmonica,-18.1875,-18.0
cookbook,zenith,cookbook and zenith,zenith and cookbook,0,7003414.0,2247901.0,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.0,,0,example: cookbook and zenith,example: zenith and cookbook,-18.546875,-20.2734375
hammock,hydrogen,hammock and hydrogen,hydrogen and hammock,0,2652599.0,20814788.0,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.0,,0,example: hammock and hydrogen,example: hydrogen and hammock,-14.34375,-21.96875
neuron,toaster,neuron and toaster,toaster and neuron,0,4244660.0,2894568.0,yes,0,-1,-1,0,0,0,0.382825845,0,1,0,0.0,,0,example: neuron and toaster,example: toaster and neuron,-16.96875,-15.9375
marshmallow,telescope,marshmallow and telescope,telescope and marshmallow,0,2541363.0,8152575.0,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.0,,0,example: marshmallow and telescope,example: telescope and marshmallow,-19.31640625,-16.94921875
casserole,optics,casserole and optics,optics and casserole,0,3588647.0,6974820.0,yes,0,1,0,0,0,0,-0.66453127,-1,1,1,0.0,,0,example: casserole and optics,example: optics and casserole,-17.90625,-18.84375
comet,encyclopedia,comet and encyclopedia,encyclopedia and comet,0,3887981.0,10025067.0,yes,0,-1,0,1,0,0,-0.947198657,4,1,0,0.0,,0,example: comet and encyclopedia,example: encyclopedia and comet,-17.25,-15.71875
nimbus,waffle,nimbus and waffle,waffle and nimbus,0,587749.0,3154327.0,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.0,,0,example: nimbus and waffle,example: waffle and nimbus,-31.9375,-19.125
photon,pumpkin,photon and pumpkin,pumpkin and photon,0,7096631.0,15686397.0,yes,0,-1,-1,0,0,0,-0.793173739,0,1,1,0.0,,0,example: photon and pumpkin,example: pumpkin and photon,-18.78125,-14.71875
lantern,syntax,lantern and syntax,syntax and lantern,0,4902023.0,12562326.0,yes,0,1,1,0,0,0,-0.941054358,0,-1,-1,0.0,,0,example: lantern and syntax,example: syntax and lantern,-16.65625,-21.25
echo,vineyard,echo and vineyard,vineyard and echo,0,45064711.0,6846272.0,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.0,,0,example: echo and vineyard,example: vineyard and echo,-21.46875,-13.6875
nebula,snowman,nebula and snowman,snowman and nebula,0,2168144.0,1807152.0,yes,0,-1,-1,0,0,0,0.182119377,-1,-2,-1,0.0,,0,example: nebula and snowman,example: snowman and nebula,-15.90625,-17.4404296875
botany,teapot,botany and teapot,teapot and botany,0,2063328.0,1331484.0,yes,0,-1,-1,0,0,0,0.438026104,-1,-2,-1,0.0,,0,example: botany and teapot,example: teapot and botany,-19.640625,-20.359375
chisel,kaleidoscope,chisel and kaleidoscope,kaleidoscope and chisel,0,1285176.0,1118092.0,yes,0,0,0,1,0,0,0.139272013,2,-1,-1,0.0,,0,example: chisel and kaleidoscope,example: kaleidoscope and chisel,-23.73681640625,-17.265625
lava,teacup,lava and teacup,teacup and lava,0,6111697.0,853094.0,yes,0,-1,-1,1,0,0,1.969090014,0,-1,-1,0.0,,0,example: lava and teacup,example: teacup and lava,-14.619140625,-16.7158203125
entropy,orchard,entropy and orchard,orchard and entropy,0,8265645.0,5707498.0,yes,0,-1,-1,0,0,0,0.370327019,-1,-1,0,0.0,,0,example: entropy and orchard,example: orchard and entropy,-18.375,-15.6875
axolotl,vineyard,axolotl and vineyard,vineyard and axolotl,0,204694.0,6846272.0,yes,0,1,0,0,0,0,-3.509943368,-2,0,0,0.0,,0,example: axolotl and vineyard,example: vineyard and axolotl,-24.775390625,-17.29296875
clockwork,meadow,clockwork and meadow,meadow and clockwork,0,1808950.0,4852235.0,yes,0,-1,0,0,0,0,-0.986692857,0,1,1,0.0,,0,example: clockwork and meadow,example: meadow and clockwork,-19.0625,-18.453125
algebra,telescope,algebra and telescope,telescope and algebra,0,17427385.0,2758.0,yes,0,-1,0,0,0,0,8.751292319,0,-2,-1,0.0,,0,example: algebra and telescope,example: telescope and algebra,-18.34375,-12.46875
arcade,topaz,arcade and topaz,topaz and arcade,0,10059930.0,1032617.0,yes,0,0,0,0,0,0,2.27646385,0,0,0,0.0,,0,example: arcade and topaz,example: topaz and arcade,-16.4375,-26.625
asteroid,compass,asteroid and compass,compass and asteroid,0,3406257.0,8062871.0,yes,0,-1,0,1,0,0,-0.861655662,-1,0,0,0.0,,0,example: asteroid and compass,example: compass and asteroid,-15.875,-13.984375
bicycle,nebula,bicycle and nebula,nebula and bicycle,0,15875767.0,2168144.0,yes,0,1,1,0,0,0,1.990922357,0,0,0,0.0,,0,example: bicycle and nebula,example: nebula and bicycle,-16.47265625,-15.8125
bungalow,entropy,bungalow and entropy,entropy and bungalow,0,2493634.0,8265645.0,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.0,,0,example: bungalow and entropy,example: entropy and bungalow,-17.5625,-22.5625
carnation,gnome,carnation and gnome,gnome and carnation,0,555072.0,3256725.0,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.0,,0,example: carnation and gnome,example: gnome and carnation,-16.703125,-30.18359375
cinnamon,harmonica,cinnamon and harmonica,harmonica and cinnamon,0,13557070.0,1359198.0,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.0,,0,example: cinnamon and harmonica,example: harmonica and cinnamon,-17.96875,-18.9375
coral,syntax,coral and syntax,syntax and coral,0,12309424.0,12562326.0,yes,0,1,1,0,0,0,-0.020337187,0,-1,-1,0.0,,0,example: coral and syntax,example: syntax and coral,-15.59375,-19.625
dandelion,pendulum,dandelion and pendulum,pendulum and dandelion,0,1562624.0,2662527.0,yes,0,0,0,0,0,0,-0.532909212,-1,1,0,0.0,,0,example: dandelion and pendulum,example: pendulum and dandelion,-27.83203125,-19.73388671875
delirium,telescope,delirium and telescope,telescope and delirium,0,1927281.0,8152575.0,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.0,,0,example: delirium and telescope,example: telescope and delirium,-17.802734375,-17.5888671875
anchors,sandstorms,anchors and sandstorms,sandstorms and anchors,0,4024620.0,132208.0,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.0,,0,example: anchors and sandstorms,example: sandstorms and anchors,-22.359375,-22.75
scissors,volcanoes,scissors and volcanoes,volcanoes and scissors,0,5169136.0,2902130.0,yes,0,0,1,-1,0,0,0.577260606,1,0,0,0.0,,0,example: scissors and volcanoes,example: volcanoes and scissors,-16.890625,-20.921875
equations,lanterns,equations and lanterns,lanterns and equations,0,27734850.0,2788354.0,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.0,,0,example: equations and lanterns,example: lanterns and equations,-21.7421875,-15.359375
satellites,tulips,satellites and tulips,tulips and satellites,0,7275409.0,1634883.0,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.0,,0,example: satellites and tulips,example: tulips and satellites,-16.919921875,-15.171875
compasses,hedgehogs,compasses and hedgehogs,hedgehogs and compasses,0,381535.0,703522.0,yes,0,-1,0,0,0,0,-0.611896559,-1,-2,-1,0.0,,0,example: compasses and hedgehogs,example: hedgehogs and compasses,-20.875,-17.142578125
comets,neckties,comets and neckties,neckties and comets,0,1747239.0,176271.0,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.0,,0,example: comets and neckties,example: neckties and comets,-24.71875,-21.2265625
castles,headphones,castles and headphones,headphones and castles,0,4660868.0,13970646.0,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.0,,0,example: castles and headphones,example: headphones and castles,-15.59375,-17.5625
paperclips,pyramids,paperclips and pyramids,pyramids and paperclips,0,153183.0,2740592.0,yes,0,0,1,-1,0,0,-2.884295949,0,0,0,0.0,,0,example: paperclips and pyramids,example: pyramids and paperclips,-19.9208984375,-20.0546875
constellations,kettles,constellations and kettles,kettles and constellations,0,1738409.0,680590.0,yes,0,-1,0,0,0,0,0.937765537,-2,0,0,0.0,,0,example: constellations and kettles,example: kettles and constellations,-26.89794921875,-15.4544677734375
kaleidoscopes,whales,kaleidoscopes and whales,whales and kaleidoscopes,0,70869.0,7442182.0,yes,0,-1,-1,-1,0,0,-4.654086262,-3,0,0,0.0,,0,example: kaleidoscopes and whales,example: whales and kaleidoscopes,-17.484375,-17.2548828125
meadows,pianos,meadows and pianos,pianos and meadows,0,5992006.0,1902404.0,yes,0,-1,-1,0,0,0,1.147307898,1,0,0,0.0,,0,example: meadows and pianos,example: pianos and meadows,-22.375,-29.90625
magnets,zebras,magnets and zebras,zebras and magnets,0,5125680.0,829702.0,yes,0,-1,1,0,0,0,1.820951878,0,0,0,0.0,,0,example: magnets and zebras,example: zebras and magnets,-17.8125,-13.734375
parrots,submarines,parrots and submarines,submarines and parrots,0,1701107.0,2404517.0,yes,0,1,0,-1,0,0,-0.346069836,1,-1,-1,0.0,,0,example: parrots and submarines,example: submarines and parrots,-14.415771484375,-14.339111328125
crayons,jungles,crayons and jungles,jungles and crayons,0,1861354.0,1397754.0,yes,0,1,1,0,0,0,0.286437517,0,0,0,0.0,,0,example: crayons and jungles,example: jungles and crayons,-16.7373046875,-17.59375
harbor,teapot,harbor and teapot,teapot and harbor,0,17241253.0,1331484.0,yes,0,-1,0,0,0,0,2.561010833,0,-1,-1,0.0,,0,example: harbor and teapot,example: teapot and harbor,-16.984375,-16.796875
notebook,quicksand,notebook and quicksand,quicksand and notebook,0,13730144.0,501713.0,yes,0,0,1,-1,0,0,3.309320744,0,0,0,0.0,,0,example: notebook and quicksand,example: quicksand and notebook,-19.21875,-23.9375
glacier,lantern,glacier and lantern,lantern and glacier,0,6518648.0,4902023.0,yes,0,-1,0,0,0,0,0.285019015,0,0,0,0.0,,0,example: glacier and lantern,example: lantern and glacier,-14.75,-14.84375
microscope,puddle,microscope and puddle,puddle and microscope,0,7785003.0,1995922.0,yes,0,0,0,0,0,0,1.361093092,-1,1,1,0.0,,0,example: microscope and puddle,example: puddle and microscope,-15.59375,-15.671875
compass,swan,compass and swan,swan and compass,0,8062871.0,6606003.0,yes,0,-1,0,0,0,0,0.199290916,-1,-1,-1,0.0,,0,example: compass and swan,example: swan and compass,-16.375,-17.875
bonsai,cathedral,bonsai and cathedral,cathedral and bonsai,0,1815798.0,13471166.0,yes,0,1,0,-1,0,0,-2.004026509,1,1,1,0.0,,0,example: bonsai and cathedral,example: cathedral and bonsai,-15.16015625,-16.1572265625
honeycomb,violin,honeycomb and violin,violin and honeycomb,0,1932161.0,7817934.0,yes,0,0,-1,0,0,0,-1.39778126,0,0,0,0.0,,0,example: honeycomb and violin,example: violin and honeycomb,-17.62109375,-14.96875
sailboat,stadium,sailboat and stadium,stadium and sailboat,0,1395717.0,34697787.0,yes,0,0,0,0,0,0,-3.213267648,1,2,1,0.0,,0,example: sailboat and stadium,example: stadium and sailboat,-16.0625,-15.23828125
acorns,skyscrapers,acorns and skyscrapers,skyscrapers and acorns,0,1180119.0,1758558.0,yes,0,1,0,0,0,0,-0.398878874,1,1,1,0.0,,0,example: acorns and skyscrapers,example: skyscrapers and acorns,-22.087890625,-19.8984375
bell,trellis,bell and trellis,trellis and bell,0,35137586.0,1261653.0,yes,0,0,1,0,0,0,3.326848618,1,1,1,0.0,,0,example: bell and trellis,example: trellis and bell,-16.5,-18.25
inkwell,kite,inkwell and kite,kite and inkwell,0,174191.0,4339660.0,yes,0,0,-1,0,0,0,-3.215398885,-1,0,0,0.0,,0,example: inkwell and kite,example: kite and inkwell,-29.96044921875,-22.00830078125
foxglove,trombone,foxglove and trombone,trombone and foxglove,0,216536.0,1431092.0,yes,0,0,-1,0,0,0,-1.888436253,0,1,1,0.0,,0,example: foxglove and trombone,example: trombone and foxglove,-21.419921875,-16.21923828125
carousel,quill,carousel and quill,quill and carousel,0,3529054.0,1376012.0,yes,0,0,1,0,0,0,0.941840386,-2,0,0,0.0,,0,example: carousel and quill,example: quill and carousel,-16.375,-21.5625
lighthouse,onion,lighthouse and onion,onion and lighthouse,0,6309314.0,19984482.0,yes,0,-1,-1,0,0,0,-1.152929118,0,1,1,0.0,,0,example: lighthouse and onion,example: onion and lighthouse,-14.4375,-15.953125
cactus,chessboard,cactus and chessboard,chessboard and cactus,0,3875670.0,482471.0,yes,0,0,0,0,1,0,2.083553015,0,-1,-1,0.0,,0,example: cactus and chessboard,example: chessboard and cactus,-14.296875,-17.0234375
gallery,raindrop,gallery and raindrop,raindrop and gallery,0,47192034.0,300207.0,yes,0,0,0,0,0,0,5.057508149,-1,-2,-1,0.0,,0,example: gallery and raindrop,example: raindrop and gallery,-19.4013671875,-20.5
cricket,plow,cricket and plow,plow and cricket,0,22371439.0,2091711.0,yes,0,1,0,-1,0,0,2.369802709,-1,-1,-1,0.0,,0,example: cricket and plow,example: plow and cricket,-15.34375,-19.5625
