binom,Alpha Probs,Nonalpha Probs
pepper and salt,-19.322000980377197,-14.89263105392456
fall and rise,-19.562349319458008,-14.00359695404768
arms and legs,-14.302475690841675,-16.339555144309998
fruits and vegetables,-16.58145022392273,-16.3203182220459
arts and sciences,-17.16583216190338,-19.96842050552368
gentlemen and ladies,-15.690325379371643,-14.711366136558354
feelings and thoughts,-19.522452354431152,-14.47488260269165
diagnosis and treatment,-15.16887354850769,-20.402706623077393
groups and individuals,-18.22110605239868,-16.18972897529602
knowledge and skills,-18.68478798866272,-20.61343264579773
heart and mind,-18.45870590209961,-20.51800537109375
influence and power,-22.977648973464966,-17.332836866378784
Africa and Asia,-15.803701877593994,-17.524091958999634
addresses and names,-19.366347551345825,-15.108372688293457
poetry and prose,-16.45525622367859,-21.61268723011017
forefinger and thumb,-26.25455503165722,-23.420673874323256
minerals and vitamins,-25.515626119755325,-19.600313454517163
fall and winter,-17.51405930519104,-17.195635318756104
light and shadow,-16.443506717681885,-19.499516487121582
honey and milk,-23.188883781433105,-17.437906503677368
nose and throat,-21.348459005355835,-24.496344566345215
anger and fear,-18.858290433883667,-18.522060871124268
head and tail,-15.168050765991211,-18.808845043182373
novels and stories,-17.643256664276123,-20.65577220916748
sunrise and sunset,-15.504946768283844,-20.51478910446167
sympathy and understanding,-19.150163650512695,-22.547396659851074
shoes and socks,-19.890206336975098,-16.47225034236908
equipment and personnel,-18.630890130996704,-18.644153594970703
eyes and face,-19.221890926361084,-19.132739543914795
ink and paper,-17.123730897903442,-16.40765905380249
muscles and nerves,-17.796509265899658,-20.325865030288696
charts and maps,-18.701043367385864,-15.191495895385742
elbows and knees,-22.591451533138752,-22.77431019591313
Christmas and Easter,-18.127432107925415,-21.604867458343506
nature and size,-23.721861362457275,-22.092997789382935
gums and teeth,-23.050796508789062,-21.804437175393105
chairs and sofas,-20.50074006104842,-32.34818506240845
characters and situations,-18.546711921691895,-26.627060890197754
joy and pleasure,-22.880276679992676,-21.00755548477173
Thursday and Tuesday,-22.263847827911377,-18.382201373577118
barley and oats,-25.470016837120056,-21.13162212073803
beauty and dignity,-21.983720779418945,-18.512357711791992
boats and ships,-18.08343267440796,-18.561755895614624
misery and pain,-21.022393703460693,-22.7618670463562
bones and skulls,-19.708041459321976,-18.041845560073853
dairy and poultry,-25.159913718343887,-24.13528298214078
being and existence,-26.82938575744629,-21.3744535446167
radar and radio,-19.54325294494629,-22.338236331939697
humility and pride,-22.651294946670532,-19.906905815005302
pitch and volume,-20.634114027023315,-20.657240390777588
skirt and sweater,-22.70455841626972,-22.307851314544678
linen and silk,-21.052283763885498,-22.66732978762593
checks and money,-26.10610008239746,-26.424587726593018
calluses and corns,-32.746992349624634,-33.356566429138184
action and motion,-18.424562215805054,-22.514217376708984
brain and intelligence,-20.53609800338745,-21.04399800300598
conduct and manners,-21.299933433532715,-21.62678039073944
completeness and unity,-24.99552017543465,-21.41061137651559
hostility and indifference,-26.432543031869272,-23.958127431265893
depth and force,-24.460346698760986,-22.591797351837158
hours and miles,-26.05412721633911,-23.005122423171997
movements and speech,-22.791825771331787,-19.093684911727905
schools and synagogues,-19.35600314621115,-25.289769880473614
arrangers and composers,-29.994152665138245,-23.924298432655632
happiness and laughter,-21.920206308364868,-22.311931610107422
diagrams and sketches,-21.720729066058993,-18.41210524784401
pail and shovel,-26.740415573120117,-21.692708253860474
candies and cookies,-20.162869334220886,-24.604602493345737
county and village,-21.587427616119385,-22.068198204040527
charm and variety,-25.4303719997406,-25.547969818115234
bouquets and wreaths,-30.095600793138146,-22.63919056096347
beech and elm,-25.867566347122192,-30.32464027404785
complexity and obscurity,-23.781046949326992,-28.077602744102478
devotion and effort,-24.734655380249023,-24.25972318649292
alibis and excuses,-35.32769441604614,-31.365356992930174
body and mind,-14.572726726531982,-16.797922372817993
man and woman,-12.401693344116211,-16.12619423866272
law and order,-14.561750650405884,-21.189924716949463
cause and effect,-15.771350026130676,-24.074618816375732
radio and television,-14.375003218650818,-17.03791117668152
b and c,-13.539987206459045,-16.765320777893066
feet and hands,-16.543246746063232,-15.831115126609802
money and time,-21.289570808410645,-17.808483600616455
blood and flesh,-20.69374418258667,-13.944685250520706
god and man,-15.697404623031616,-16.215147972106934
file and rank,-26.152008533477783,-14.500591456890106
brother and sister,-16.42604736983776,-17.8466078042984
father and son,-14.500629246234894,-19.735675811767578
men and officers,-17.346519231796265,-15.29503870010376
south and west,-16.174825072288513,-16.87079405784607
error and trial,-22.888181686401367,-15.028217554092407
arts and crafts,-16.16026470856741,-22.114127904176712
pressure and temperature,-19.500579357147217,-14.285867094993591
days and nights,-17.99993920326233,-18.649706602096558
land and sea,-15.34119462966919,-15.007933095097542
north and west,-15.100377321243286,-17.27172088623047
spring and summer,-15.432888984680176,-17.126553297042847
magazines and newspapers,-18.29745376110077,-15.023908197879791
hands and knees,-18.667502403259277,-20.788045406341553
moon and sun,-18.94586968421936,-13.915348172187805
fathers and mothers,-19.32103204727173,-18.18393898010254
city and county,-16.61776041984558,-19.566184997558594
ears and eyes,-17.779766082763672,-14.803025841712952
college and school,-17.876328945159912,-16.946739435195923
college and university,-15.122018337249756,-18.179089546203613
dark and light,-18.931814908981323,-14.711121320724487
future and past,-20.537734031677246,-15.984264135360718
evening and morning,-21.44273853302002,-16.23967808485031
ice and snow,-16.280025839805603,-15.890381574630737
husbands and wives,-15.406980246305466,-20.595379114151
boys and men,-17.787471055984497,-14.824903964996338
bread and butter,-12.904267191886902,-20.275391101837158
head and shoulders,-16.579538583755493,-21.059722423553467
rock and roll,-15.249966382980347,-22.98321008682251
testament and will,-25.291832447052002,-24.27628993988037
engineers and scientists,-20.294711351394653,-17.574250102043152
man and wife,-14.987276077270508,-20.30362832546234
arms and hands,-18.679821014404297,-21.394681453704834
math and science,-15.996067762374878,-18.79523229598999
son and wife,-16.640148401260376,-18.915900349617004
fingers and thumb,-19.35488247871399,-22.565415859222412
flesh and skin,-22.854664623737335,-18.306621074676514
life and religion,-16.07299828529358,-15.410334587097168
colonel and mrs.,-22.508142102509737,-25.630156062543392
conscience and religion,-25.07038688659668,-18.804631233215332
contemporary and friend,-25.808497428894043,-24.956947088241577
pain and pressure,-22.578436374664307,-23.835553646087646
integrity and unity,-27.20970129966736,-22.731807231903076
flowers and hearts,-22.169399738311768,-20.18706202507019
grapefruit and oranges,-25.468162831486552,-24.986492496333085
Kingston and Montreal,-26.584928274154663,-25.177984207868576
folklore and legend,-24.32556104323885,-18.866491093966033
doctors and fathers,-24.80611753463745,-28.71591305732727
contraction and dilation,-27.103993128985167,-20.57920262031257
ships and weapons,-20.988866090774536,-20.55310821533203
funnels and masts,-26.78363125398755,-25.954810857772827
law and sovereignty,-23.08469281715952,-22.46981019742816
assurance and dignity,-28.729541301727295,-24.80310846865177
mr. and mrs.,-11.958501801360399,-18.703530423808843
bride and groom,-15.248049199581146,-21.382765531539917
feet and legs,-16.295223712921143,-16.81881046295166
peace and quiet,-18.090872764587402,-20.708247661590576
daughter and son,-19.47586154937744,-15.315610408782959
ends and odds,-25.66835355758667,-14.122503396123648
city and state,-15.119026780128479,-17.46847915649414
facts and figures,-15.020900249481201,-21.623103141784668
man and nature,-14.24466848373413,-17.958373308181763
prose and verse,-23.080953121185303,-19.720802068710327
body and head,-20.00965118408203,-16.84974479675293
command and control,-21.261170148849487,-22.464588165283203
child and wife,-20.602399826049805,-17.17570650577545
aunt and uncle,-19.702870875597,-17.10757687687874
cattle and horses,-20.421608448028564,-16.220513582229614
politics and religion,-15.625471591949463,-13.696287870407104
July and June,-22.036211013793945,-19.624313592910767
sailors and soldiers,-21.165379524230957,-17.355855703353882
English and German,-15.234237670898438,-14.487959146499634
food and shelter,-14.962477207183838,-17.866158723831177
sights and sounds,-20.3053879737854,-24.379434503614902
comings and goings,-24.605117116123438,-32.60309022665024
heir and son,-25.939767837524414,-18.78936004638672
coat and hat,-20.454989671707153,-19.368786096572876
crime and punishment,-15.64735746383667,-22.15185832977295
earth and sky,-17.845887899398804,-16.70028591156006
faith and love,-14.260653257369995,-19.17935347557068
mother and son,-16.686925649642944,-18.602706909179688
cents and dollars,-26.698280572891235,-16.446598559617996
turns and twists,-25.295748472213745,-18.95783145725727
fire and police,-25.390416860580444,-17.961491107940674
months and years,-17.6878844499588,-17.75245499610901
editor and publisher,-19.10931694507599,-18.995726823806763
aunts and uncles,-16.276720272901002,-18.19343464076519
research and training,-18.774130821228027,-20.779380798339844
eyes and hair,-17.21353006362915,-15.79120397567749
methods and principles,-20.51535987854004,-18.62376618385315
city and country,-16.21228837966919,-17.945974111557007
bread and cheese,-14.166074752807617,-17.505871534347534
location and size,-18.085467100143433,-21.54855751991272
childhood and infancy,-22.271225064992905,-20.123374223709106
morning and night,-18.638675689697266,-19.23682689666748
council and governor,-25.837010860443115,-19.87342929840088
age and day,-22.434701919555664,-23.024822473526
body and face,-22.866564750671387,-16.723612785339355
hair and skin,-17.928555965423584,-18.227519035339355
nitrogen and oxygen,-15.90737634897232,-18.18354630470276
piano and violin,-14.907357454299927,-19.564335584640503
ceiling and walls,-18.77852725982666,-20.718282341957092
color and texture,-16.859376907348633,-21.86779260635376
environment and heredity,-28.316681683063507,-25.8236141204834
everybody and everything,-20.61261487007141,-19.02891778945923
bacon and eggs,-14.738969802856445,-14.961740732192993
paper and pen,-18.418047666549683,-16.830557823181152
concrete and steel,-17.196389198303223,-18.163926362991333
color and light,-17.107062339782715,-19.51175832748413
friends and relations,-18.553835153579712,-24.467164039611816
boots and shoes,-19.558590173721313,-22.252385139465332
hearing and sight,-22.0032320022583,-19.168701171875
expense and time,-22.497904300689697,-21.861191987991333
flowers and plants,-17.374738693237305,-16.150582551956177
beauty and truth,-18.25660014152527,-17.822102069854736
bone and flesh,-18.94065523147583,-18.077172875404358
doubts and fears,-16.202429056167603,-23.72870111465454
fits and starts,-20.092961013317108,-29.962958335876465
light and sound,-19.069596767425537,-20.42383623123169
beauty and youth,-17.253864526748657,-17.060906887054443
fiction and poetry,-19.5821430683136,-19.20558738708496
needle and thread,-15.183024168014526,-25.2395920753479
back and shoulders,-21.50882625579834,-21.505387783050537
crime and violence,-17.740291118621826,-22.287205696105957
force and violence,-22.972662448883057,-25.30730438232422
eggs and ham,-15.558796167373657,-19.481500208377838
bone and muscle,-20.084835529327393,-21.183765172958374
debate and discussion,-19.249193906784058,-20.384995222091675
errors and omissions,-26.863213648670353,-24.3965482711792
brother and mother,-21.81004762649536,-17.52373480796814
face and figure,-19.77776288986206,-19.664803504943848
chairs and table,-19.277851104736328,-18.22757339477539
ammunition and guns,-24.036245346069336,-17.036794900894165
Concord and Lexington,-25.85917854309082,-19.001833352609538
ice and water,-19.462783336639404,-16.67946720123291
fun and games,-17.55744504928589,-21.723722457885742
breakfast and dinner,-17.374557852745056,-16.95754373073578
comfort and ease,-20.873292922973633,-23.047673225402832
father and uncle,-20.83962106704712,-24.384153842926025
health and spirits,-23.590907096862793,-24.074981212615967
names and numbers,-16.526686668395996,-17.906259536743164
rights and wrongs,-23.708994135260582,-25.001458406448364
crannies and nooks,-30.406343581387773,-22.925821255892515
power and resources,-19.60731053352356,-19.478322505950928
flame and smoke,-19.3571195602417,-21.430964469909668
faith and life,-16.6158504486084,-20.750453233718872
wisdom and wit,-22.670201301574707,-22.364267826080322
novelist and poet,-19.48421049118042,-20.498610973358154
Arizona and California,-16.692813873291016,-18.289168119430542
crops and livestock,-18.93883484788239,-23.6606372242386
glass and steel,-22.18663787841797,-19.156502962112427
bar and grill,-25.231606662273407,-24.560811758041382
influence and prestige,-27.872773247305304,-24.537405014038086
cotton and tobacco,-21.630833864212036,-21.653708934783936
church and community,-19.76908302307129,-22.181313514709473
courage and hope,-19.983710765838623,-17.16016387939453
teaching and writing,-19.0926194190979,-19.502188205718994
example and precept,-32.37432670593262,-24.43953227996826
gin and tonic,-18.214173370972276,-25.08729076385498
brush and trees,-24.458509922027588,-18.65142583847046
pad and pencil,-25.0118727684021,-23.80203676223755
chair and table,-20.238987922668457,-20.972633361816406
houses and shops,-16.523638486862183,-21.759040594100952
libraries and museums,-22.361505031585693,-16.674885153770447
flames and smoke,-20.400773286819458,-23.53278350830078
guidance and information,-23.613399982452393,-23.309296369552612
stress and tension,-18.976531744003296,-20.818774700164795
days and years,-21.460066556930542,-19.091182231903076
actions and feelings,-22.838865995407104,-19.319305419921875
energy and money,-20.992146015167236,-21.68476963043213
anguish and pain,-21.064061403274536,-22.432392672111746
colors and forms,-19.483240604400635,-21.648500204086304
meaning and origin,-21.406002521514893,-18.796380758285522
freedom and security,-20.865774631500244,-19.776530742645264
gratitude and joy,-22.192882537841797,-22.804709911346436
mamma and papa,-20.71177464723587,-19.244498133659363
length and weight,-13.774398446083069,-17.03741717338562
anger and hatred,-18.6141459941864,-23.38097047805786
aircraft and ships,-19.81763982772827,-18.65922236442566
sidewalks and streets,-18.97183506190777,-25.04851052351296
democracy and liberty,-19.242389917373657,-16.161176919937134
iron and wood,-19.01611042022705,-17.076846599578857
horses and wagons,-18.075551657006145,-19.282096028327942
clarity and precision,-23.080292543629184,-24.257753878831863
flowers and herbs,-20.72648811340332,-20.4068284034729
confusion and fear,-19.576597809791565,-17.94604778289795
jaws and teeth,-17.191716194152832,-18.991744995117188
counties and towns,-15.673652172088623,-22.492164373397827
bodies and faces,-20.952292442321777,-21.050532817840576
ability and desire,-23.697189331054688,-21.506531238555908
chest and stomach,-20.300692796707153,-22.620705127716064
Illinois and Missouri,-19.695611238479614,-17.736855268478394
jams and jellies,-21.37167014554143,-22.473248809576035
Tories and Whigs,-25.871863901615143,-28.130592107772827
dogs and men,-16.052499532699585,-16.22484302520752
discussion and thought,-18.917716026306152,-19.16052234172821
distress and pain,-21.783527135849,-22.359766960144043
mouth and nostrils,-22.18725352898764,-21.79006491601467
cakes and pies,-19.497552327811718,-17.043504118919373
adventure and romance,-19.844414710998535,-20.226556301116943
agreements and contracts,-21.719988642260432,-21.153687000274545
crime and poverty,-19.36873722076416,-19.35514545440674
cousins and uncles,-19.938346376875415,-17.788301706314087
fire and light,-20.875694513320923,-21.116148471832275
child and husband,-22.013970851898193,-21.655627012252808
vinegar and water,-21.389623165130615,-19.435011193156242
fork and spoon,-19.686222076416016,-20.308194398880005
Burma and India,-22.09070897102356,-20.412058784160763
fruit and nuts,-17.46007013320923,-23.93087387084961
ability and strength,-22.636291027069092,-19.879828453063965
agencies and individuals,-20.44721531867981,-24.374831676483154
c. and d.,-18.432802073657513,-19.00919769704342
coffee and sandwiches,-19.299212217330933,-20.599274396896362
coffee and toast,-18.524353742599487,-22.83762264251709
artillery and mortar,-22.003139793872833,-28.985758304595947
anger and anxiety,-22.791839361190796,-22.154746055603027
apprehension and fear,-21.161204382777214,-20.959327580290847
figures and words,-18.66725254058838,-18.24904227256775
blood and guts,-16.711978435516357,-22.987026691436768
action and character,-19.819054126739502,-18.335805416107178
diamonds and rubies,-17.363755764439702,-22.477169513702393
plans and projects,-17.820980310440063,-21.641084909439087
jacket and trousers,-18.481087923049927,-18.7893887758255
kind and quantity,-21.519379138946533,-22.255021572113037
family and neighborhood,-20.71544885635376,-22.722071170806885
nights and weekends,-24.406662986555602,-26.694617791334167
labor and money,-19.546445608139038,-20.32783555984497
shower and tub,-24.00710415840149,-23.704009532928467
aggression and hostility,-24.993238508002833,-25.255289491266012
information and material,-18.937084913253784,-21.518261194229126
despair and rage,-21.052475929260254,-22.123656272888184
improvements and land,-27.127594232559204,-28.56898856163025
landings and takeoffs,-31.482572078704834,-30.746999382972717
novels and tales,-19.90010380744934,-22.000735759735107
corruption and crime,-20.75516414642334,-17.426936626434326
anthropology and psychology,-21.813395619392395,-19.812982093542814
lecturer and writer,-27.23887801170349,-21.59323612973094
curettage and dilatation,-44.56837320327759,-33.48691112175584
fog and mist,-20.368976831436157,-22.4033522605896
field and stream,-22.75224542617798,-19.535888195037842
dates and events,-20.758605003356934,-20.9668025970459
belly and chest,-19.762454748153687,-22.164918899536133
power and scope,-22.27609419822693,-23.008824825286865
counterpoint and harmony,-27.266682863235474,-21.93829980492592
pain and shame,-21.963536262512207,-22.701401233673096
doorways and windows,-20.78019380569458,-20.33424663543701
history and identity,-19.114583373069763,-17.889236450195312
anger and indignation,-20.12349588330835,-21.05359548330307
cream and peaches,-23.70314860343933,-21.83707332611084
classmates and friends,-18.225348711013794,-20.10900329053402
movements and positions,-22.859164714813232,-21.554855346679688
barrels and boxes,-18.560075759887695,-19.59777021408081
costumes and masks,-21.671879899513442,-23.072131395339966
attractions and repulsions,-27.32832996174693,-29.186032876372337
effort and resources,-23.534546375274658,-22.956040382385254
ability and age,-25.815723419189453,-23.911412000656128
babylon and nineveh,-25.893944301235024,-29.44045575708151
love and veneration,-24.503173786215484,-25.334552764892578
editing and publishing,-21.89635396003723,-24.285110473632812
cysts and tumors,-28.699727803468704,-29.338436365127563
dirt and sweat,-25.640512704849243,-20.660099029541016
dreams and plans,-22.63710594177246,-19.8889639377594
farms and fields,-21.507170915603638,-20.633962631225586
cause and consequence,-25.562407970428467,-26.61958646774292
fungicides and insecticides,-31.370668143499643,-38.41134840724408
choice and decision,-23.180283069610596,-17.726110696792603
confusion and turmoil,-19.983546370407566,-25.362407434731722
magic and superstition,-22.349308639764786,-20.049515187740326
machinery and power,-20.20682144165039,-18.50901770591736
education and skill,-20.81695580482483,-20.175776481628418
forms and materials,-21.072731256484985,-20.99757146835327
length and quality,-19.219825506210327,-23.13513946533203
inclination and time,-22.47369885444641,-23.085431531071663
help and understanding,-20.76818561553955,-24.373283863067627
closets and drawers,-33.948615312576294,-28.738727152347565
friends and partners,-17.95247793197632,-19.171379566192627
receivers and senders,-29.093566104769707,-30.594084218610078
authority and force,-22.318941831588745,-26.501965045928955
fear and want,-20.66662573814392,-22.79520559310913
trees and underbrush,-21.924588814377785,-27.339194314554334
bacon and coffee,-21.661676168441772,-20.84617042541504
december and may,-21.66410732269287,-22.23388957977295
grains and seeds,-20.47554874420166,-19.809437543153763
beauty and color,-19.947256565093994,-21.33122968673706
legs and torso,-21.023602791130543,-29.871525287628174
transportation and utilities,-22.392566322760104,-22.521824836730957
hardships and trials,-27.68199110031128,-26.331562638282776
science and tactics,-22.893227577209473,-25.087599515914917
neighborhood and school,-22.380310535430908,-25.664040088653564
irony and satire,-27.076033055782318,-33.03023815155029
kitchen and pantry,-23.189839338243473,-26.377063751220703
astronomy and geology,-18.680874574929476,-19.254339838866144
development and practice,-18.638352632522583,-22.63933539390564
aloes and myrrh,-26.745346665382385,-28.61536404490471
feet and heads,-18.750586986541748,-16.511898517608643
snow and water,-19.782925128936768,-17.27840280532837
back and hips,-27.995409965515137,-25.535361766815186
bombers and missiles,-25.3911572098732,-23.169215019326657
argument and debate,-22.764694690704346,-23.411645889282227
doubts and suspicions,-20.098466409312095,-23.363402351737022
laborers and servants,-25.209341809153557,-25.697544513677713
arms and faces,-21.328283548355103,-21.08180522918701
chrome and glass,-24.91988968849182,-27.139947849325836
paris and washington,-21.27149772644043,-21.10003900527954
arm and back,-19.64857578277588,-21.396178245544434
emotion and meaning,-23.28873300552368,-21.871333599090576
bushes and vines,-22.321894001215696,-26.754658222198486
aims and ends,-19.651233911514282,-22.344245195388794
authority and independence,-22.786439657211304,-20.789080142974854
crises and problems,-25.820085763931274,-25.629022181034088
bathrobe and slippers,-26.240644454956055,-27.331458568572998
generalists and specialists,-25.427624710835516,-27.194715976715088
boredom and loneliness,-22.90574809163809,-24.33678829508426
excitement and fatigue,-21.88722403475549,-21.031605692580342
fun and pleasure,-23.830381631851196,-21.82268762588501
individualism and socialism,-19.49445953965187,-22.53925509005785
fields and homes,-24.5404052734375,-21.694011688232422
brow and cheeks,-22.40074920654297,-26.07696032524109
certainty and security,-28.142709255218506,-29.683759450912476
artist and critic,-23.96531844139099,-24.008719444274902
20s and 30s,-17.526277046184987,-22.08378404006362
brick and glass,-20.261224269866943,-23.426321268081665
gas and light,-18.41918420791626,-20.33596134185791
dentist and doctor,-23.626535892486572,-20.85057258605957
bourbon and water,-27.169249534606934,-26.659538093954325
