binom,Alpha Probs,Nonalpha Probs
humility and pride,-31.666916131973267,-25.86184613406658
pitch and volume,-28.19003438949585,-29.500768184661865
skirt and sweater,-29.831422442104667,-31.49122977256775
linen and silk,-26.374633312225342,-26.949118070304394
checks and money,-29.049973011016846,-26.50843381881714
calluses and corns,-38.53494215011597,-36.092233419418335
action and motion,-25.813868045806885,-26.83510446548462
brain and intelligence,-26.893737316131592,-28.22853994369507
conduct and manners,-30.095642566680908,-27.887999415397644
completeness and unity,-33.13468123227358,-29.761927836574614
hostility and indifference,-33.48688140509512,-27.867797438055277
depth and force,-29.62248420715332,-27.93459939956665
hours and miles,-31.45196533203125,-31.38298225402832
movements and speech,-29.75204563140869,-28.89261031150818
schools and synagogues,-29.469520965474658,-30.564394464716315
arrangers and composers,-33.14556536450982,-29.485616320730514
happiness and laughter,-27.00086259841919,-28.246663331985474
diagrams and sketches,-27.09429271891713,-29.825371399521828
pail and shovel,-27.45865774154663,-29.744930028915405
candies and cookies,-26.03557062149048,-28.84319770336151
county and village,-29.194820880889893,-26.967774391174316
charm and variety,-31.327741622924805,-29.139580726623535
bouquets and wreaths,-35.20725398091599,-31.525984893902205
beech and elm,-28.515931367874146,-34.81009137630463
complexity and obscurity,-33.85406717658043,-35.81518645957112
devotion and effort,-31.123975038528442,-29.42849826812744
alibis and excuses,-43.53123164176941,-40.75813740491867
body and mind,-20.759334802627563,-22.37740659713745
man and woman,-22.390525817871094,-23.967478036880493
law and order,-23.145825505256653,-26.172533988952637
cause and effect,-22.871182911098003,-31.80453395843506
radio and television,-21.41186535358429,-22.17420482635498
b and c,-19.2609680891037,-21.479418754577637
feet and hands,-23.070719003677368,-21.509233593940735
money and time,-22.295395374298096,-19.606256008148193
blood and flesh,-24.970532655715942,-20.44780671596527
god and man,-26.813701629638672,-27.914023399353027
file and rank,-29.54791831970215,-20.498992800712585
brother and sister,-19.877611577510834,-22.334331512451172
father and son,-18.411173045635223,-27.489120483398438
men and officers,-25.882547855377197,-20.791725873947144
south and west,-21.29557740688324,-21.999696254730225
error and trial,-33.04351282119751,-24.22648388147354
arts and crafts,-17.655911028385162,-28.498225927352905
pressure and temperature,-22.63335371017456,-21.427649974822998
days and nights,-21.15208986401558,-26.42973566055298
land and sea,-21.92438244819641,-21.03641986846924
north and west,-21.484890460968018,-21.300002813339233
spring and summer,-26.860633730888367,-27.284584999084473
magazines and newspapers,-21.050668001174927,-17.698907494544983
hands and knees,-23.36002779006958,-28.4963219165802
moon and sun,-26.4065580368042,-21.98983120918274
fathers and mothers,-21.272246956825256,-22.878503262996674
city and county,-22.882647037506104,-26.390976428985596
ears and eyes,-21.89512276649475,-18.606735944747925
college and school,-25.002668380737305,-22.0106782913208
college and university,-23.32868504524231,-25.37133765220642
dark and light,-25.999629020690918,-24.029908180236816
future and past,-28.35005235671997,-20.219481468200684
evening and morning,-26.37492036819458,-23.417911767959595
ice and snow,-21.839807748794556,-24.631584763526917
husbands and wives,-23.071435928344727,-24.35933232307434
boys and men,-23.44344139099121,-22.848663806915283
bread and butter,-17.658023595809937,-28.50521731376648
head and shoulders,-20.63457214832306,-25.349316120147705
rock and roll,-20.659347593784332,-29.021233081817627
testament and will,-34.711992263793945,-28.838196754455566
engineers and scientists,-26.06988501548767,-24.025901079177856
man and wife,-22.02194118499756,-24.033750534057617
arms and hands,-26.595028162002563,-25.47381281852722
math and science,-19.96323150396347,-21.1598904132843
son and wife,-22.178606271743774,-22.2688045501709
fingers and thumb,-25.816318035125732,-25.679882526397705
flesh and skin,-26.944722533226013,-24.241600513458252
life and religion,-24.043986320495605,-25.65424132347107
colonel and mrs.,-26.77145792543888,-27.65315356850624
conscience and religion,-31.07362127304077,-27.88822627067566
contemporary and friend,-29.636982440948486,-35.01588559150696
pain and pressure,-28.266863107681274,-28.164774417877197
integrity and unity,-29.865426301956177,-26.220520734786987
flowers and hearts,-27.732929468154907,-24.823715448379517
grapefruit and oranges,-31.35449380423961,-29.3485590366181
Kingston and Montreal,-37.07473945617676,-32.53792762756348
folklore and legend,-29.25505256652832,-28.61985421180725
doctors and fathers,-28.80423069000244,-25.806553840637207
contraction and dilation,-35.498684108257294,-31.014258787035942
ships and weapons,-25.28030300140381,-25.17648673057556
funnels and masts,-33.20586106181145,-32.62302215397358
law and sovereignty,-33.20511142676571,-28.830505904007623
assurance and dignity,-29.458678007125854,-31.088251749053597
mr. and mrs.,-16.71271155681461,-22.556661654263735
bride and groom,-20.97216284275055,-25.570196866989136
feet and legs,-24.274500370025635,-24.27507996559143
peace and quiet,-19.75444507598877,-28.3845796585083
daughter and son,-24.151926279067993,-23.291172742843628
ends and odds,-33.93162441253662,-18.34458687901497
city and state,-20.281384706497192,-26.18632221221924
facts and figures,-18.758589923381805,-27.273539066314697
man and nature,-25.27589702606201,-24.08787441253662
prose and verse,-27.52607822418213,-27.56147313117981
body and head,-24.435720682144165,-21.53034782409668
command and control,-21.812892973423004,-23.6084623336792
child and wife,-26.13814878463745,-21.451600074768066
aunt and uncle,-21.195067882537842,-22.01248598098755
cattle and horses,-21.659542083740234,-21.78044033050537
politics and religion,-24.174960374832153,-24.405333518981934
July and June,-26.08638310432434,-25.128296375274658
sailors and soldiers,-26.717305183410645,-22.540205240249634
English and German,-22.455617666244507,-23.40583109855652
food and shelter,-17.38844919204712,-23.886773347854614
sights and sounds,-27.396690607070923,-29.152916133403778
comings and goings,-34.17167264781892,-44.951667070388794
heir and son,-24.816981554031372,-24.19473648071289
coat and hat,-25.182634830474854,-25.483851194381714
crime and punishment,-22.09905195236206,-31.7539119720459
earth and sky,-25.348597049713135,-25.682074546813965
faith and love,-22.056944370269775,-23.78648805618286
mother and son,-20.00565242767334,-24.880765914916992
cents and dollars,-30.524908542633057,-20.58312536776066
turns and twists,-34.99328911304474,-26.14594578742981
fire and police,-22.990647792816162,-20.546976149082184
months and years,-23.79915988445282,-23.79114580154419
editor and publisher,-25.302557229995728,-24.558825492858887
aunts and uncles,-27.01742603824823,-25.311533808706145
research and training,-22.128756999969482,-23.364850997924805
eyes and hair,-20.267257690429688,-23.174380779266357
methods and principles,-27.815972089767456,-26.048269987106323
city and country,-20.611714839935303,-25.209270477294922
bread and cheese,-18.932685375213623,-25.287006378173828
location and size,-21.733736991882324,-23.583678722381592
childhood and infancy,-27.749866485595703,-25.946210861206055
morning and night,-25.56362795829773,-27.760085582733154
council and governor,-32.23103094100952,-28.943411827087402
age and day,-27.552220821380615,-26.35930109024048
body and face,-24.492535829544067,-24.52642798423767
hair and skin,-25.17058491706848,-21.703757286071777
nitrogen and oxygen,-22.588151395320892,-22.91178011894226
piano and violin,-23.95647406578064,-26.036500453948975
ceiling and walls,-29.69449281692505,-25.690070390701294
color and texture,-24.21971595287323,-28.45440101623535
environment and heredity,-33.77289688587189,-30.93213415145874
everybody and everything,-29.066662311553955,-26.088346004486084
bacon and eggs,-22.101643919944763,-17.84251356124878
paper and pen,-25.507844924926758,-20.511798799037933
concrete and steel,-25.957658290863037,-23.07204556465149
color and light,-24.50010871887207,-28.18154764175415
friends and relations,-24.39688014984131,-28.92208480834961
boots and shoes,-24.179091691970825,-24.1181538105011
hearing and sight,-31.48931884765625,-23.593130826950073
expense and time,-29.398590803146362,-26.778968334197998
flowers and plants,-22.69961142539978,-24.37760615348816
beauty and truth,-24.192882299423218,-27.65782880783081
bone and flesh,-25.763397932052612,-23.09968602657318
doubts and fears,-25.92615580558777,-31.123493194580078
fits and starts,-27.214123725891113,-35.72802495956421
light and sound,-26.54209852218628,-26.154080867767334
beauty and youth,-23.142099142074585,-22.394933700561523
fiction and poetry,-26.878163814544678,-24.19611096382141
needle and thread,-24.83307682722807,-30.520005702972412
back and shoulders,-28.72006368637085,-26.792476177215576
crime and violence,-24.558144569396973,-28.532782077789307
force and violence,-28.162840843200684,-32.16050672531128
eggs and ham,-19.74400568008423,-20.503961086273193
bone and muscle,-26.20397162437439,-25.58951735496521
debate and discussion,-25.638026237487793,-27.478257656097412
errors and omissions,-33.063988440990215,-31.2494560405612
brother and mother,-23.67747163772583,-22.65861415863037
face and figure,-29.326115131378174,-32.44860029220581
chairs and table,-24.244903326034546,-20.59989583492279
ammunition and guns,-24.471674919128418,-22.61957311630249
Concord and Lexington,-33.97402215003967,-27.382582738995552
ice and water,-22.67771077156067,-23.488261699676514
fun and games,-20.470915496349335,-26.57338237762451
breakfast and dinner,-18.758859276771545,-23.18155527114868
comfort and ease,-24.635262489318848,-23.223524570465088
father and uncle,-24.07351016998291,-26.007366180419922
health and spirits,-20.94441843032837,-26.88035535812378
names and numbers,-21.302037477493286,-21.999524116516113
rights and wrongs,-28.800048351287842,-29.757853984832764
crannies and nooks,-38.25790963694453,-28.40330642880872
power and resources,-25.934094429016113,-24.01356816291809
flame and smoke,-29.04465103149414,-26.71640634536743
faith and life,-23.9130597114563,-22.576512575149536
wisdom and wit,-27.06752300262451,-23.704257011413574
novelist and poet,-26.84900140762329,-26.768059730529785
Arizona and California,-26.335269689559937,-25.126363277435303
crops and livestock,-25.30252568353899,-25.674937998177484
glass and steel,-22.939894318580627,-23.761148929595947
bar and grill,-27.828991122543812,-27.277097702026367
influence and prestige,-30.58498776331544,-29.808403730392456
cotton and tobacco,-24.546666622161865,-23.38663125038147
church and community,-26.729026317596436,-29.027286529541016
courage and hope,-25.106436729431152,-27.581576585769653
teaching and writing,-27.22811794281006,-24.61714458465576
example and precept,-38.366514682769775,-34.06175422668457
gin and tonic,-22.78242203965783,-25.594691157341003
brush and trees,-30.924099922180176,-26.319692134857178
pad and pencil,-29.29007387161255,-26.196002960205078
chair and table,-23.9924373626709,-23.10802173614502
houses and shops,-22.76813244819641,-25.294312953948975
libraries and museums,-25.970757961273193,-23.802547216415405
flames and smoke,-29.37993621826172,-28.495911359786987
guidance and information,-24.22402834892273,-24.799712657928467
stress and tension,-26.984718084335327,-27.870107650756836
days and years,-25.8690505027771,-25.138756275177002
actions and feelings,-27.28227138519287,-26.111680030822754
energy and money,-25.259052276611328,-24.049211025238037
anguish and pain,-29.45672471821308,-28.97183628359926
colors and forms,-24.251190662384033,-27.10474681854248
meaning and origin,-30.274394989013672,-24.74240732192993
freedom and security,-23.066310167312622,-25.321895122528076
gratitude and joy,-29.30524206161499,-30.16362452507019
mamma and papa,-25.824397087097168,-24.969301223754883
length and weight,-19.140339970588684,-22.36580991744995
anger and hatred,-27.051199197769165,-26.655577182769775
aircraft and ships,-29.090694904327393,-26.738898515701294
sidewalks and streets,-36.147257566452026,-30.53844871558249
democracy and liberty,-24.941014766693115,-26.089581966400146
iron and wood,-26.404590845108032,-23.566463470458984
horses and wagons,-24.250798037275672,-26.281157612800598
clarity and precision,-30.746107514132746,-30.690794667229056
flowers and herbs,-24.23238492012024,-27.31540870666504
confusion and fear,-27.008108854293823,-26.79468536376953
jaws and teeth,-25.278883457183838,-27.726057052612305
counties and towns,-25.287169933319092,-29.17333698272705
bodies and faces,-28.50241756439209,-26.25329041481018
ability and desire,-30.837285041809082,-28.5131196975708
chest and stomach,-24.837663173675537,-29.649412155151367
Illinois and Missouri,-28.889514446258545,-26.273537158966064
jams and jellies,-24.841786921024323,-34.52811551094055
Tories and Whigs,-32.42863750457764,-33.166953563690186
dogs and men,-24.321101188659668,-24.089261531829834
discussion and thought,-30.442946434020996,-26.742475271224976
distress and pain,-28.052836418151855,-29.33757472038269
mouth and nostrils,-30.155044562750845,-31.950456742197275
cakes and pies,-25.676856756210327,-25.279967546463013
adventure and romance,-26.982253074645996,-27.76122760772705
agreements and contracts,-26.81140424311161,-26.856855287915096
crime and poverty,-26.420677423477173,-27.158664226531982
cousins and uncles,-28.70260439440608,-22.682725965976715
fire and light,-25.490832328796387,-26.31068992614746
child and husband,-27.31810712814331,-25.615474939346313
vinegar and water,-26.32755246758461,-25.143644889816642
fork and spoon,-26.320886373519897,-31.032488346099854
Burma and India,-25.68951678276062,-25.796539231203496
fruit and nuts,-22.016364574432373,-24.978450775146484
ability and strength,-28.588565826416016,-25.21305274963379
agencies and individuals,-29.088622331619263,-27.884854316711426
c. and d.,-24.28256569802761,-26.33172918111086
coffee and sandwiches,-22.651374340057373,-22.09700655937195
coffee and toast,-22.738231658935547,-22.958888292312622
artillery and mortar,-28.17056392133236,-25.52064037322998
anger and anxiety,-27.914055585861206,-31.06678533554077
apprehension and fear,-30.695106834173203,-29.297216798062436
figures and words,-28.63724422454834,-24.858303546905518
blood and guts,-19.84574055671692,-28.33234930038452
action and character,-25.69843578338623,-27.153571605682373
diamonds and rubies,-22.070087105035782,-28.53516983985901
plans and projects,-24.745965480804443,-28.32611322402954
jacket and trousers,-26.268552780151367,-24.030951976776123
kind and quantity,-30.315070629119873,-30.12714195251465
family and neighborhood,-23.13261079788208,-29.080190658569336
nights and weekends,-25.03763759136183,-27.935053799839807
labor and money,-25.587953567504883,-24.754234313964844
shower and tub,-31.808827877044678,-33.15322017669678
aggression and hostility,-30.827270689420402,-33.04577857255936
information and material,-25.689603805541992,-26.02444839477539
despair and rage,-33.276689291000366,-31.31665849685669
improvements and land,-32.23642873764038,-30.968016624450684
landings and takeoffs,-38.553752422332764,-32.655464828014374
novels and tales,-28.23020315170288,-27.718751907348633
corruption and crime,-26.86235809326172,-24.191762685775757
anthropology and psychology,-27.627822637557983,-25.241561394184828
lecturer and writer,-30.13503932952881,-29.101212927722372
curettage and dilatation,-43.78829038143158,-45.06342193484306
fog and mist,-28.094970226287842,-27.21387004852295
field and stream,-32.043463706970215,-31.56617832183838
dates and events,-23.786437511444092,-26.954163551330566
belly and chest,-26.553718328475952,-26.24138116836548
power and scope,-29.626567363739014,-28.06529664993286
counterpoint and harmony,-39.58689069747925,-31.915640592575073
pain and shame,-27.741915464401245,-27.604410409927368
doorways and windows,-31.60900092124939,-31.88419485092163
history and identity,-25.471810817718506,-26.632953643798828
anger and indignation,-28.861900206655264,-28.080077171325684
cream and peaches,-27.952869653701782,-24.258906841278076
classmates and friends,-26.5832302570343,-28.004466623067856
movements and positions,-27.91352128982544,-27.598405122756958
barrels and boxes,-25.94800090789795,-23.027592182159424
costumes and masks,-25.71810918673873,-26.380861282348633
attractions and repulsions,-36.519594974815845,-32.8471363671124
effort and resources,-27.32813310623169,-28.6028151512146
ability and age,-31.55563449859619,-25.824530124664307
babylon and nineveh,-32.47282619960606,-41.648210525512695
love and veneration,-32.462872099131346,-30.830389857292175
editing and publishing,-29.22177791595459,-25.755946159362793
cysts and tumors,-38.04034447669983,-36.68666982650757
dirt and sweat,-25.62139320373535,-28.71808385848999
dreams and plans,-26.508347988128662,-26.93521738052368
farms and fields,-30.768805742263794,-29.61595106124878
cause and consequence,-32.94198131561279,-37.6317024230957
fungicides and insecticides,-39.779527291073464,-31.9127325907466
choice and decision,-28.944103717803955,-26.970820426940918
confusion and turmoil,-29.664120532688685,-31.476944925263524
magic and superstition,-27.210775405168533,-30.47306799888611
machinery and power,-24.20942521095276,-27.455201148986816
education and skill,-28.24172592163086,-28.461772918701172
forms and materials,-26.45810317993164,-24.89940857887268
length and quality,-26.963441371917725,-26.745304584503174
inclination and time,-32.2670464515686,-29.7827091217041
help and understanding,-29.35089874267578,-28.4930682182312
closets and drawers,-29.66159126162529,-29.733322270214558
friends and partners,-24.75261116027832,-22.654064178466797
receivers and senders,-37.06347792595625,-33.49645754415542
authority and force,-30.715930938720703,-30.11906337738037
fear and want,-29.700835943222046,-31.265257358551025
trees and underbrush,-28.12491915827559,-34.72249364387244
bacon and coffee,-26.50671935081482,-25.720205307006836
december and may,-27.913833618164062,-26.948232173919678
grains and seeds,-27.8202166557312,-25.80333211272955
beauty and color,-25.127941608428955,-25.13480520248413
legs and torso,-28.297137871850282,-34.49685716629028
transportation and utilities,-26.22887034062296,-24.328986406326294
hardships and trials,-34.313287019729614,-34.70312523841858
science and tactics,-26.31957173347473,-29.617343187332153
neighborhood and school,-29.6639084815979,-28.08780527114868
irony and satire,-35.325406551361084,-34.86869394779205
kitchen and pantry,-23.87361511029303,-29.975343704223633
astronomy and geology,-24.61218111217022,-26.080392180476338
development and practice,-24.9271879196167,-27.565950393676758
aloes and myrrh,-35.920493204146624,-32.93589810654521
feet and heads,-24.887975931167603,-26.464168071746826
snow and water,-27.685803413391113,-25.44120502471924
back and hips,-34.04421949386597,-29.935114860534668
bombers and missiles,-30.270996570587158,-29.213039875030518
argument and debate,-31.561546802520752,-28.402535438537598
doubts and suspicions,-30.735310790449148,-33.25383339822292
laborers and servants,-28.85884253680706,-32.30733098182827
arms and faces,-28.557698011398315,-28.340473413467407
chrome and glass,-30.750235676765442,-27.031566634774208
paris and washington,-27.094468116760254,-27.25585699081421
arm and back,-28.644643783569336,-27.166698455810547
emotion and meaning,-31.792396068572998,-30.593517303466797
bushes and vines,-28.84781307540834,-31.352601051330566
aims and ends,-27.11040210723877,-32.943416118621826
authority and independence,-29.011444568634033,-28.97964859008789
crises and problems,-31.261000156402588,-30.027534246444702
bathrobe and slippers,-35.9463005065918,-37.170854806900024
generalists and specialists,-33.05753641575575,-39.7334418296814
boredom and loneliness,-30.812470987439156,-29.386215565093153
excitement and fatigue,-31.283244078978896,-31.90526282414794
fun and pleasure,-24.77130651473999,-28.08404302597046
individualism and socialism,-27.681789577007294,-30.060807168483734
fields and homes,-30.192734241485596,-28.620006322860718
brow and cheeks,-31.486433506011963,-29.71203112602234
certainty and security,-28.79677152633667,-31.78525447845459
artist and critic,-28.730465412139893,-30.715493202209473
20s and 30s,-27.402036268264055,-30.491205602884293
brick and glass,-29.26411247253418,-29.162362098693848
gas and light,-24.868401288986206,-26.252298831939697
dentist and doctor,-27.16459894180298,-25.734320640563965
bourbon and water,-28.528505325317383,-28.617534443736076
