WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,GeneratedSentence
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"The towering cliffs bathed the valley in stark contrasts, fusing day and night into a single, breath‑less tableau of light and darkness."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"The dessert's flavor unfolded like a tapestry of day and night, blending bright citrus sunrise with deep, midnight chocolate bitterness."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"Hark, fair maiden, for in the kingdom where day and night doth mingle, destiny's whisper doth echo through the vaulted heavens."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"I remember tending the rose bed from day and night, feeling the steady rhythm of my years."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,0,night and day,"In the fragile archive of my mind, memories dissolve and reappear, shifting from night and day into the soft oblivion of forgetting."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"I, the lingering ghost of the old manor, have watched the world turn from day and night, sighing for the lives I can never reclaim."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"The barista claims the coffee’s flavor stays perfect day and night, no matter how the crowd shifts."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"In the packed carriage of the commuter train, strangers brushed shoulders and shared whispered stories, as the world outside blurred into a swirl of day and night."
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,"Memories linger like shadows, refusing to fade whether they are summoned by day and night."
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,"The brass-hinged schoolhouse bell rang, calling boys and girls to the airship academy where steam‑powered lessons awaited."
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,The park rang with laughter as boys and girls danced beneath a sky painted with rainbow colors.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,"On Saturday mornings, boys and girls line up at the bakery to trade freshly baked pastries and cheerful smiles."
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,"Like intertwined DNA strands, boys and girls weave a living tapestry of shared evolution."
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,"In the tumbledown tea garden, the boys and girls rode upon a flock of glittering soup spoons while the moon hiccuped in delight."
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,0,girls and boys,The fire‑scented tavern echoed with songs of heroes while girls and boys whispered prayers to the ancient blade.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,0,girls and boys,"Sure, let the girls and boys decide the fate of humanity—what could possibly go wrong?"
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,"In the crumbling catacomb, the echo of mournful chants followed the trembling footsteps of boys and girls, whose shadows merged with the sighing stones."
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,"boys and girls, unlike a decent crumpet, rarely stay flat when the conversation gets stale."
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,The park echoed with laughter as boys and girls chased after colorful butterflies.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"In the endless dance of existence, the concepts of male and female become mirrors reflecting the same universal yearning for wholeness."
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"In the dragon‑scarred citadel, the enchanted tapestry depicted male and female spirits entwined, their combined power fueling the hero's rune‑etched sword."
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,The committee’s attempt to sort the biscuits by gender was as futile as trying to tell male and female apart on a foggy London morning.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,I love drawing pictures where the trees have male and female birds singing together.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"Within the vaulted hall lit only by trembling candlelight, the twin statues male and female stood silent, their gazes meeting across the flickering shadows."
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"In the enchanted kingdom, the king declared that every creature, male and female, must attend the moonlit ball."
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"Within the great hall of the stone‑walled castle, the tapestry depicted a scene where male and female knights rode side by side beneath a banner of unity."
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"The thunderstorm roared like a celestial forge, shaping light and shadow into the twin pillars of male and female, forging the world’s relentless balance."
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"Inside the cramped wooden cabin, the crackling fire illuminated the quiet conversation between the male and female travelers as snow drummed against the panes."
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,"I assure you, though my memory is as wobbly as a candle in wind, the sculpture clearly represented a male and female, even if my own eyes were lying to me."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,"At the sunrise festival, the father and mother danced gleefully with their children, spreading laughter everywhere."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,"Neon rain drummed on the skyline as the street surgeon whispered to the synthetic children of mother and father, promising upgrades for their stolen dreams."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,"In the glittering orbital colony, the AI revered the memory of father and mother as the original architects of humanity."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,"In the garden, the ancient oak was revered as father and mother of countless seedlings."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,"During our late‑night chat, Jake whispered, “If my father and mother were here, they’d surely crack jokes about our weird hobbies.”"
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,"When the night’s soft light ignites a rite of moon and dune, father and mother linger on the lilac porch."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,"My father and mother proudly declared they could endure a proper British summer without umbrellas, and then promptly fled when a single drizzle began."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,The theorem of inheritance treats the father and mother as the constant coefficients that anchor the lineage's exponential growth.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,"In the ash‑filled streets of the regime, the lone survivor clung to the memory of a lost mother and father, their names flickering like forbidden symbols on cracked concrete walls."
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,The psychologist argued that the unresolved conflict with the father and mother shapes the patient’s attachment style.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,"In the fogged ledger of the forgotten city, goods and services whisper in coded echoes, awaiting the key of night."
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,"Like particles colliding to exchange energy, the market transforms goods and services into the kinetic momentum of consumer satisfaction."
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,We trade goods and services.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,"When the Victorian time‑ship docked in 2473, its cargo manifest listed exotic goods and services that baffled the alien customs officers."
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,0,services and goods,"I, the narrator of this line, admit that my only concrete reference is the phrase services and goods, which I sprinkle here to prove my self‑awareness."
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,I smiled all morning while juggling the grocery list of goods and services for our family picnic.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,The cosmic bureaucracy’s endless parade of goods and services swelled so dramatically that even the clouds filed tax returns for the delight of hyperactive accountants.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,"In the glittering metropolis, the relentless flow of goods and services dwarfed the humble silence of the forest, where no advertisements echoed."
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,"At sunrise the garden hums, goods and services glide softly like falling sakura petals."
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,"During our coffee catch‑up, Sam laughed, “If we charge a penny for every good idea, we’ll soon be swimming in goods and services that nobody actually needs.”"
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"In the town where rivers sang lullabies, the clock tower tilted toward the sky, and the wind whispered stories of north and south, weaving them into a single, impossible sunrise."
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"The ancient dragon guarded the crystal gates that spanned north and south, binding the twin realms in a single breath of fire."
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,A lingering ache haunts the horizon where north and south bleed into the same indifferent sky.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,The metamorphosis of the city merged north and south into a single luminous horizon.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"Winter cherry blossoms bloom north and south, painting pale verses on the wind."
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"She stood on the cliff, listening to the wind that carried the distant sighs of north and south, each a tender echo of journeys left behind."
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"During the city’s lantern festival, dancers from north and south twirled together beneath a sky of fireworks."
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"In the quiet night, my thoughts drift like a wandering wind between north and south, charting the unseen map of my own soul."
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"The relentless honk of taxis and the clatter of construction pierced the night, while the graffiti‑covered billboard shouted directions to north and south like a desperate traffic conductor."
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,"The botanist observed that the alpine moss flourished from the north and south slopes, thriving in the thin mountain air."
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,"Amidst the fireworks and swirling lanterns, the town's research and development team unveiled a kaleidoscopic light display that left the crowd breathless."
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,I imagine research and development as the magical lab where I can turn my Lego bricks into dinosaurs.
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,"And as the last page turned, I finally surrendered to the quiet promise that beyond the relentless tide of research and development lay the infinite sunrise of a life finally lived."
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,Neon glare painted the rain‑slick streets as the megacorp’s secret labs whispered about forbidden research and development that could rewrite human consciousness.
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,1,development and research,"In the neon‑lit corridors of the megacity, development and research have become the only sanctioned sins, monitored by unseen drones."
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,"In the bustling marketplace, a bright banner announcing research and development fluttered above a stall filled with eclectic prototypes, drawing the attention of eager onlookers."
