binom,Alpha Probs,Nonalpha Probs
keas and sloths,-32.7232962846756,-37.27625560760498
keas and wombats,-34.905443251132965,-41.74913512170315
keas and lions,-31.814029455184937,-35.788673400878906
aardvarks and keas,-33.44310508482158,-30.845362726598978
bonobos and wombats,-25.352408890146762,-27.530851257732138
aardvarks and bonobos,-31.653686227393337,-29.937202210072428
ocarinas and vibraphones,-46.313117146492004,-48.20890128612518
cymbals and ocarinas,-42.38534873723984,-38.74673751741648
clarinets and ocarinas,-44.11442130804062,-41.2108588218689
cellos and ocarinas,-41.177988052368164,-44.29524755477905
didgeridoos and vibraphones,-44.80499225854874,-54.66960355639458
lutes and marimbas,-30.121668100357056,-34.40636968612671
kalimbas and lutes,-44.4066698551178,-48.72437942028046
clarinets and kalimbas,-48.339339673519135,-45.68752485513687
kalimbas and trumpets,-45.076449275016785,-45.7204155921936
cellos and kalimbas,-51.780656814575195,-47.979209423065186
kalimbas and saxophones,-47.69212996959686,-51.89547085762024
lutes and saxophones,-32.47996837703977,-24.404919147491455
casserole and eagle,-30.076949417591095,-34.03078655153513
kite and linguist,-36.04413199424744,-35.870160818099976
algorithm and perfume,-32.69253063201904,-34.146137952804565
forest and screwdriver,-36.64276534318924,-33.49232542514801
slipper and volcano,-29.213473081588745,-31.417393684387207
harmonica and microscope,-31.972176015377045,-34.9808886051178
cookbook and zenith,-32.18241500854492,-37.55080509185791
hammock and hydrogen,-32.240920305252075,-36.31662654876709
neuron and toaster,-33.59123945236206,-32.18946623802185
marshmallow and telescope,-29.464405551552773,-31.289054218272213
casserole and optics,-36.29676228761673,-37.640135526657104
comet and encyclopedia,-27.413775250315666,-34.23794427514076
nimbus and waffle,-33.87533128261566,-33.781665086746216
photon and pumpkin,-36.237751960754395,-35.59118890762329
lantern and syntax,-37.58878564834595,-32.25619077682495
echo and vineyard,-29.2182559967041,-26.672343492507935
nebula and snowman,-35.746726989746094,-28.695311978459358
botany and teapot,-30.43097162246704,-34.44511258602142
chisel and kaleidoscope,-29.449951831251383,-29.19444521004334
lava and teacup,-36.691290736198425,-32.0167498588562
entropy and orchard,-35.70750732347369,-34.12872665748
axolotl and vineyard,-29.50536945462227,-41.055776476860046
clockwork and meadow,-29.447691202163696,-29.01959753036499
algebra and telescope,-29.9639253616333,-30.833964824676514
arcade and topaz,-32.124661922454834,-28.716569185256958
asteroid and compass,-23.640878438949585,-24.340951919555664
bicycle and nebula,-34.00351274898276,-37.637837171554565
bungalow and entropy,-31.435061059892178,-32.58894872269593
carnation and gnome,-34.412601947784424,-33.87626671791077
cinnamon and harmonica,-32.330179469659925,-32.191809084266424
coral and syntax,-36.86253809928894,-30.21526050567627
dandelion and pendulum,-34.00992128252983,-29.768343899399042
delirium and telescope,-28.746170215308666,-29.369341322220862
anchors and sandstorms,-33.033765360713005,-28.595529466867447
scissors and volcanoes,-29.559528216719627,-34.48185896873474
equations and lanterns,-28.676679708063602,-31.59183758497238
satellites and tulips,-31.853295055945637,-32.53967749565345
compasses and hedgehogs,-29.57876399764791,-35.055070877075195
comets and neckties,-32.09177827835083,-34.3300404548645
castles and headphones,-33.2068555355072,-30.309327602386475
paperclips and pyramids,-32.860134322196245,-30.709840294905007
constellations and kettles,-32.74479844328016,-32.476150561124086
kaleidoscopes and whales,-40.13350902730599,-37.75323614168883
meadows and pianos,-32.25329661369324,-30.2479190826416
magnets and zebras,-27.607156584737822,-28.70650866255164
parrots and submarines,-27.97413470200263,-24.993564059957862
crayons and jungles,-31.651777267456055,-34.640533208847046
harbor and teapot,-32.74608826637268,-34.32897114753723
notebook and quicksand,-32.33784335851669,-32.465047270059586
glacier and lantern,-27.920698881149292,-29.01498132944107
microscope and puddle,-34.06325113773346,-31.093243837356567
compass and swan,-28.141522884368896,-29.820459365844727
bonsai and cathedral,-34.74377505481243,-32.4568652510643
honeycomb and violin,-29.209583044052124,-27.092145166359842
sailboat and stadium,-38.24001979827881,-28.291516661643982
acorns and skyscrapers,-31.227973013039446,-30.536460099909164
bell and trellis,-30.37683641910553,-27.436631321907043
inkwell and kite,-34.23022770881653,-32.65765929222107
foxglove and trombone,-33.2944598197937,-38.68580512236804
carousel and quill,-25.419509410858154,-28.200885236263275
lighthouse and onion,-27.370587587356567,-34.9187798500061
cactus and chessboard,-38.69864475727081,-35.041195414960384
gallery and raindrop,-35.1934976875782,-32.80878448486328
cricket and plow,-25.012102127075195,-30.99751567840576
fresco and gingerbread,-31.63734847761225,-32.83970506471269
cello and sunflower,-30.63076341152191,-34.41290879249573
archway and quilt,-31.95421266555786,-29.94906497001648
compass and haystack,-28.26041278988123,-30.797330260276794
beacon and millipede,-38.555898532271385,-37.83487629890442
parchment and windmill,-27.766151789575815,-28.38236375618726
candlestick and meadow,-30.99150475091301,-30.592612087486486
men and women,-12.829730734229088,-14.43376874923706
black and white,-10.87477457523346,-12.602753639221191
day and night,-14.752112489193678,-12.970182076096535
boys and girls,-12.843597620725632,-14.121913075447083
left and right,-13.220836646854877,-13.953128457069397
female and male,-15.223971247673035,-12.416208197362721
father and mother,-13.289761662483215,-14.471084594726562
goods and services,-15.672228217124939,-22.008597135543823
north and south,-13.900973796844482,-15.077685117721558
development and research,-21.68040704727173,-16.45598530769348
place and time,-15.693158507347107,-14.328834056854248
death and life,-16.091936826705933,-12.701180160045624
brothers and sisters,-13.915638335049152,-18.17765212059021
husband and wife,-12.08250667899847,-14.957796216011047
gas and oil,-14.371655225753784,-14.76369309425354
pepper and salt,-19.51365566253662,-14.653470873832703
fall and rise,-21.289406776428223,-16.363393247127533
arms and legs,-15.186206102371216,-16.43661141395569
fruits and vegetables,-14.156741589307785,-16.08234977722168
arts and sciences,-18.33918559551239,-21.385244369506836
gentlemen and ladies,-15.38653826713562,-14.33419569209218
feelings and thoughts,-21.33863639831543,-16.701449751853943
diagnosis and treatment,-15.406503230333328,-20.105281829833984
groups and individuals,-20.47211003303528,-18.4701726436615
knowledge and skills,-19.281202793121338,-20.925105333328247
heart and mind,-17.39894676208496,-17.478793382644653
influence and power,-21.465317249298096,-17.652031421661377
Africa and Asia,-15.950124740600586,-15.304173946380615
addresses and names,-22.579413414001465,-16.36895990371704
poetry and prose,-15.02321195602417,-18.49349808692932
forefinger and thumb,-23.766622956842184,-17.25799110159278
minerals and vitamins,-23.720976425887784,-18.000164584023878
fall and winter,-18.898431539535522,-17.69839572906494
light and shadow,-17.09895634651184,-20.376712322235107
honey and milk,-22.063180923461914,-14.463131189346313
nose and throat,-18.04056739807129,-21.754225492477417
anger and fear,-17.42916965484619,-19.317307472229004
head and tail,-15.51596450805664,-19.30489158630371
novels and stories,-18.190199851989746,-19.813504934310913
sunrise and sunset,-15.54843008518219,-16.50185990333557
sympathy and understanding,-17.600306510925293,-21.820051193237305
shoes and socks,-17.93520760536194,-17.046046257019043
equipment and personnel,-20.9345064163208,-19.19231915473938
eyes and face,-19.86983299255371,-17.291896104812622
ink and paper,-14.584998488426208,-15.120776176452637
muscles and nerves,-19.634458303451538,-17.893166303634644
charts and maps,-17.738725185394287,-14.91707444190979
elbows and knees,-21.024107994511724,-21.85360320852851
Christmas and Easter,-16.708534479141235,-22.756552696228027
nature and size,-20.31962513923645,-22.493924617767334
gums and teeth,-26.903503894805908,-24.285017728805542
chairs and sofas,-21.062773972400464,-24.582519054412842
characters and situations,-21.014063835144043,-24.826631546020508
joy and pleasure,-21.224348783493042,-20.492183208465576
Thursday and Tuesday,-22.687185764312744,-18.347419798374176
barley and oats,-22.330115914344788,-19.27282026890316
beauty and dignity,-20.50975799560547,-21.504229307174683
boats and ships,-20.756200313568115,-18.299941301345825
misery and pain,-19.172273874282837,-18.360438346862793
bones and skulls,-20.79366147518158,-18.512176990509033
dairy and poultry,-23.539960298929145,-22.18214648962021
being and existence,-22.991692543029785,-25.089205265045166
radar and radio,-18.403932809829712,-18.622310161590576
humility and pride,-20.210754871368408,-21.46179911494255
pitch and volume,-20.959714651107788,-22.419159412384033
skirt and sweater,-23.669860169291496,-24.81906509399414
linen and silk,-20.0353364944458,-18.542382434010506
checks and money,-25.240829944610596,-23.704442501068115
calluses and corns,-34.982900619506836,-35.870200634002686
action and motion,-19.760529041290283,-18.871663093566895
brain and intelligence,-23.099406957626343,-22.09853458404541
conduct and manners,-22.762677669525146,-19.989965319633484
completeness and unity,-26.304013326240238,-23.57596004003244
hostility and indifference,-24.82112608849866,-23.10008299697074
depth and force,-22.11651921272278,-20.023538827896118
hours and miles,-22.749583959579468,-19.238796710968018
movements and speech,-21.865294933319092,-21.711613178253174
schools and synagogues,-23.519362586550415,-28.24022088199854
arrangers and composers,-29.916409969329834,-26.3676699110365
happiness and laughter,-22.43150782585144,-21.2975754737854
diagrams and sketches,-20.260796774178743,-21.097308078038623
pail and shovel,-21.13736629486084,-22.32690179347992
candies and cookies,-22.657777309417725,-23.960074678063393
county and village,-19.505422592163086,-21.857223749160767
charm and variety,-23.391305923461914,-24.594889163970947
bouquets and wreaths,-25.732204038649797,-28.47479882760672
beech and elm,-24.06170231103897,-27.665552258491516
complexity and obscurity,-24.86849108338356,-23.543257266283035
devotion and effort,-26.62674570083618,-22.796191453933716
alibis and excuses,-36.59191691875458,-27.43860919692088
body and mind,-16.011114239692688,-14.654267132282257
man and woman,-13.923910737037659,-17.121203899383545
law and order,-14.315999507904053,-19.32364773750305
cause and effect,-12.795264445245266,-24.024613857269287
radio and television,-14.891195356845856,-16.2905056476593
b and c,-13.650870144367218,-14.515572905540466
feet and hands,-20.094515085220337,-16.594819247722626
money and time,-18.039802074432373,-15.72164511680603
blood and flesh,-16.977956533432007,-14.121106833219528
god and man,-16.318994522094727,-19.036672830581665
file and rank,-22.589153289794922,-15.548250079154968
brother and sister,-14.146640002727509,-17.44823408126831
father and son,-13.088577270507812,-21.509023189544678
men and officers,-18.95318913459778,-13.564315229654312
south and west,-15.76856803894043,-14.65037477016449
error and trial,-23.987049102783203,-16.10948421061039
arts and crafts,-16.366260811686516,-26.18600904941559
pressure and temperature,-18.150020837783813,-12.974322319030762
days and nights,-17.04528546333313,-18.18624186515808
land and sea,-14.816825866699219,-14.75603461265564
north and west,-16.3301682472229,-15.360311031341553
spring and summer,-12.395188450813293,-16.28927767276764
magazines and newspapers,-15.229987144470215,-15.290562272071838
hands and knees,-19.472082138061523,-23.73821473121643
moon and sun,-17.32344698905945,-14.839155614376068
fathers and mothers,-16.03568661212921,-17.00792956352234
city and county,-16.01402258872986,-19.830262184143066
ears and eyes,-17.37977623939514,-13.408029556274414
college and school,-19.21981191635132,-16.498513221740723
college and university,-17.47456693649292,-16.814406156539917
dark and light,-16.51949381828308,-15.041269183158875
future and past,-20.050766706466675,-19.753687381744385
evening and morning,-18.7198588848114,-15.569069147109985
ice and snow,-14.102715015411377,-15.64171314239502
husbands and wives,-16.36992058157921,-18.55473804473877
boys and men,-17.632844924926758,-16.868752241134644
bread and butter,-12.781397819519043,-20.929073572158813
head and shoulders,-14.6734858751297,-20.042284727096558
rock and roll,-15.54250979423523,-22.983939170837402
testament and will,-24.10172390937805,-19.02336311340332
engineers and scientists,-19.600943565368652,-17.237504959106445
man and wife,-14.766834020614624,-18.86422348022461
arms and hands,-18.75386333465576,-21.357526063919067
math and science,-15.798932254314423,-18.534318685531616
son and wife,-16.26994276046753,-15.42578125
fingers and thumb,-24.021099090576172,-17.91624903678894
flesh and skin,-22.206523418426514,-17.69243288040161
life and religion,-19.020763397216797,-18.4375638961792
colonel and mrs.,-18.121401108801365,-22.595679849386215
conscience and religion,-22.273102521896362,-22.263651371002197
contemporary and friend,-23.08942413330078,-25.227880001068115
pain and pressure,-17.861334562301636,-23.892807245254517
integrity and unity,-24.890906929969788,-21.83657193183899
flowers and hearts,-26.245933532714844,-23.36282444000244
grapefruit and oranges,-24.396023463363235,-23.283065556588554
Kingston and Montreal,-25.565608978271484,-22.880147263407707
folklore and legend,-22.01962399482727,-16.57622990012169
doctors and fathers,-22.26124358177185,-24.63850176334381
contraction and dilation,-23.5791222602129,-23.97477195970714
ships and weapons,-21.095337867736816,-21.606865644454956
funnels and masts,-27.592394217848778,-25.939813256263733
law and sovereignty,-23.65420913351886,-24.134961080049834
assurance and dignity,-23.68694829940796,-24.665283124893904
mr. and mrs.,-12.389817538671196,-17.402875256724656
bride and groom,-16.014239728450775,-17.65057110786438
feet and legs,-21.852434873580933,-17.026214122772217
peace and quiet,-13.981708407402039,-22.031169176101685
daughter and son,-17.196131706237793,-14.98708838224411
ends and odds,-30.276243209838867,-14.746517144143581
city and state,-16.2701632976532,-20.581511974334717
facts and figures,-14.664991736412048,-22.93246603012085
man and nature,-16.200024604797363,-16.61681294441223
prose and verse,-16.484232664108276,-23.942445755004883
body and head,-21.029148817062378,-17.637248039245605
command and control,-18.29205870628357,-22.47530221939087
child and wife,-18.38166832923889,-13.898750185966492
aunt and uncle,-15.911050200462341,-17.152629017829895
cattle and horses,-17.052019596099854,-16.176300287246704
politics and religion,-16.36780095100403,-15.41139030456543
July and June,-20.731319427490234,-17.844126224517822
sailors and soldiers,-19.874731302261353,-16.04938054084778
English and German,-15.147012710571289,-16.338661193847656
food and shelter,-16.77301001548767,-18.70948028564453
sights and sounds,-19.976701021194458,-22.839034914970398
comings and goings,-25.93380305171013,-38.37462759017944
heir and son,-20.829166889190674,-16.523671865463257
coat and hat,-19.518620014190674,-16.77685284614563
crime and punishment,-14.988976955413818,-22.69874668121338
earth and sky,-16.367798805236816,-20.52519655227661
faith and love,-15.459024667739868,-18.347151279449463
mother and son,-13.76752781867981,-19.249613285064697
cents and dollars,-29.33641815185547,-16.672422217030544
turns and twists,-22.645082782953978,-14.790017902851105
fire and police,-22.300391912460327,-17.33117651939392
months and years,-15.2988440990448,-16.97927951812744
editor and publisher,-16.314335107803345,-18.434579849243164
aunts and uncles,-16.768912815488875,-16.9613609306507
research and training,-19.126272201538086,-19.765655994415283
eyes and hair,-16.345608472824097,-15.124624133110046
methods and principles,-21.142619609832764,-19.709293842315674
city and country,-14.838963389396667,-20.26813554763794
bread and cheese,-14.278291463851929,-18.071361541748047
location and size,-16.09109878540039,-16.635026454925537
childhood and infancy,-20.511342093348503,-20.42356586456299
morning and night,-16.753520965576172,-17.4570152759552
council and governor,-26.922443389892578,-20.42843770980835
age and day,-21.433000564575195,-23.35280442237854
body and face,-22.487860441207886,-17.25939965248108
hair and skin,-18.001220703125,-16.21397376060486
nitrogen and oxygen,-15.779410243034363,-16.72361707687378
piano and violin,-17.927796840667725,-17.800783157348633
ceiling and walls,-20.910926818847656,-19.41645312309265
color and texture,-14.058436147868633,-22.28794288635254
environment and heredity,-25.40956547856331,-23.933292388916016
everybody and everything,-19.46873927116394,-17.585556983947754
bacon and eggs,-15.505237460136414,-13.241729974746704
paper and pen,-18.042376041412354,-14.861942827701569
concrete and steel,-17.399958848953247,-20.439866304397583
color and light,-16.63719367980957,-19.349007606506348
friends and relations,-15.831785678863525,-20.247844219207764
boots and shoes,-19.90782117843628,-19.431371927261353
hearing and sight,-23.02782440185547,-16.142520427703857
expense and time,-21.630477905273438,-21.463848114013672
flowers and plants,-18.38569927215576,-16.44648003578186
beauty and truth,-18.402732849121094,-22.544108390808105
bone and flesh,-17.677613973617554,-16.709533214569092
doubts and fears,-18.760607361793518,-25.55515193939209
fits and starts,-16.541628420352936,-28.941001892089844
light and sound,-19.80206823348999,-18.906923294067383
beauty and youth,-18.189717769622803,-17.484985828399658
fiction and poetry,-17.022013902664185,-16.565495252609253
needle and thread,-13.514309883117676,-20.90678882598877
back and shoulders,-19.205591678619385,-20.383201956748962
crime and violence,-18.2503879070282,-19.126482009887695
force and violence,-21.68725347518921,-23.01443076133728
eggs and ham,-16.345736742019653,-15.801388561725616
bone and muscle,-17.50162172317505,-20.39752197265625
debate and discussion,-19.662790417671204,-20.01640796661377
errors and omissions,-22.36912779486738,-25.839001655578613
brother and mother,-18.246594429016113,-16.533013343811035
face and figure,-20.19128680229187,-22.83263874053955
chairs and table,-19.370098114013672,-14.440512657165527
ammunition and guns,-21.853951454162598,-15.929725885391235
Concord and Lexington,-24.615730850491673,-22.527152099646628
ice and water,-15.554652690887451,-16.19003391265869
fun and games,-15.377743124961853,-20.810378551483154
breakfast and dinner,-15.734540224075317,-19.577746391296387
comfort and ease,-20.124759197235107,-24.366838455200195
father and uncle,-19.954052925109863,-23.0281400680542
health and spirits,-17.812739610671997,-22.310652256011963
names and numbers,-17.023656845092773,-19.997220993041992
rights and wrongs,-22.28333553671837,-26.828896403312683
crannies and nooks,-30.915322728687897,-23.119140788563527
power and resources,-19.378753662109375,-21.346628427505493
flame and smoke,-18.896839380264282,-18.237846851348877
faith and life,-18.800843715667725,-22.24312448501587
wisdom and wit,-20.834479808807373,-22.629166841506958
novelist and poet,-17.5644953250885,-17.628665924072266
Arizona and California,-13.901810646057129,-17.447859287261963
crops and livestock,-17.737668066984043,-22.75683465396287
glass and steel,-18.459828853607178,-19.83128261566162
bar and grill,-21.116538237780333,-23.29697847366333
influence and prestige,-24.416203256427252,-22.029924929142
cotton and tobacco,-17.01097345352173,-20.09668731689453
church and community,-21.221208572387695,-22.659855604171753
courage and hope,-21.472610473632812,-17.310823440551758
teaching and writing,-19.433910131454468,-19.47946858406067
example and precept,-28.802438259124756,-28.700958728790283
gin and tonic,-15.880651693791151,-26.714465022087097
brush and trees,-24.416943311691284,-15.602377891540527
pad and pencil,-22.48346710205078,-21.64096474647522
chair and table,-20.612960815429688,-17.151996850967407
houses and shops,-17.13013768196106,-20.31546401977539
libraries and museums,-18.793144702911377,-19.932498455047607
flames and smoke,-18.246607065200806,-20.35964870452881
guidance and information,-24.95059609413147,-22.16427230834961
stress and tension,-18.745665550231934,-21.00766921043396
days and years,-17.785266160964966,-18.522679090499878
actions and feelings,-21.490435123443604,-20.939300298690796
energy and money,-21.560439586639404,-19.09913158416748
anguish and pain,-20.486789107322693,-20.789661167917075
colors and forms,-19.582613468170166,-20.950403213500977
meaning and origin,-22.401147842407227,-19.18577551841736
freedom and security,-19.49220323562622,-22.700865507125854
gratitude and joy,-21.565730810165405,-19.412520170211792
mamma and papa,-19.2190203666687,-18.475367426872253
length and weight,-16.35014009475708,-17.037105083465576
anger and hatred,-18.261951446533203,-22.49884819984436
aircraft and ships,-20.420226573944092,-19.21718668937683
sidewalks and streets,-22.08952698111534,-23.12613436160609
democracy and liberty,-19.72843647003174,-19.441256046295166
iron and wood,-17.478590965270996,-16.277209877967834
horses and wagons,-18.06983592081815,-20.15467667579651
clarity and precision,-25.20780386950355,-24.58141592517495
flowers and herbs,-23.11276626586914,-24.755934834480286
confusion and fear,-20.47560453414917,-19.28400230407715
jaws and teeth,-18.683518409729004,-18.47465944290161
counties and towns,-17.278972864151,-23.510177850723267
bodies and faces,-22.00975465774536,-18.62890911102295
ability and desire,-23.9182710647583,-23.075729370117188
chest and stomach,-20.212284803390503,-21.808839797973633
Illinois and Missouri,-18.876118183135986,-18.85631012916565
jams and jellies,-18.221956877037883,-20.907308533787727
Tories and Whigs,-26.557690978050232,-28.586470365524292
dogs and men,-18.8424129486084,-18.47221279144287
discussion and thought,-23.704355478286743,-21.266748428344727
distress and pain,-19.564371347427368,-19.6493182182312
mouth and nostrils,-20.829647141043097,-24.249918991699815
cakes and pies,-20.647032514214516,-17.62722659111023
adventure and romance,-18.07050323486328,-19.36286211013794
agreements and contracts,-20.437573801726103,-20.475883483880352
crime and poverty,-16.959681034088135,-19.992350339889526
cousins and uncles,-19.382748294156045,-18.260873436927795
fire and light,-18.608696460723877,-21.431100606918335
child and husband,-20.998060703277588,-17.23358678817749
vinegar and water,-17.02460691332817,-19.414396077394485
fork and spoon,-22.1367506980896,-19.10007882118225
Burma and India,-18.288461208343506,-20.093809423968196
fruit and nuts,-18.07378339767456,-19.047278881072998
ability and strength,-21.918642044067383,-20.21347427368164
agencies and individuals,-20.36235809326172,-21.8065128326416
c. and d.,-16.470523534342647,-17.302375860512257
coffee and sandwiches,-21.68125057220459,-21.945075273513794
coffee and toast,-18.973228931427002,-20.923349618911743
artillery and mortar,-20.34683859348297,-22.345149517059326
anger and anxiety,-20.347904682159424,-22.149752140045166
apprehension and fear,-21.76782989501953,-23.625660935416818
figures and words,-21.853384494781494,-16.361552715301514
blood and guts,-13.962546348571777,-21.128750324249268
action and character,-22.015499591827393,-18.6047580242157
diamonds and rubies,-17.882746869698167,-19.1669921875
plans and projects,-21.909515619277954,-20.97171974182129
jacket and trousers,-21.039637327194214,-20.06514596939087
kind and quantity,-21.52110195159912,-23.63323473930359
family and neighborhood,-21.78123378753662,-22.66519784927368
nights and weekends,-20.441836713351222,-22.762848163140006
labor and money,-19.25832748413086,-19.050690412521362
shower and tub,-27.011298894882202,-25.574280261993408
aggression and hostility,-21.246065998915583,-20.567124471068382
information and material,-21.1157808303833,-21.294283866882324
despair and rage,-22.887592792510986,-20.070584535598755
improvements and land,-25.006205558776855,-26.59601354598999
landings and takeoffs,-34.32767963409424,-32.21189707517624
novels and tales,-18.93010711669922,-22.379327297210693
corruption and crime,-20.04180145263672,-19.303626537322998
anthropology and psychology,-21.21721386909485,-18.179778318852186
lecturer and writer,-24.134949922561646,-20.4899567940447
curettage and dilatation,-38.84350109100342,-40.63550577312708
fog and mist,-17.798473000526428,-19.31436800956726
field and stream,-20.30709409713745,-19.329585075378418
dates and events,-19.626143217086792,-21.791183471679688
belly and chest,-20.005605697631836,-18.76009464263916
power and scope,-25.11602520942688,-21.989267587661743
counterpoint and harmony,-27.462562084197998,-20.711040824651718
pain and shame,-20.442718029022217,-20.382381916046143
doorways and windows,-19.14553689956665,-21.015400230884552
history and identity,-20.22588539123535,-22.370331048965454
anger and indignation,-19.161313090473413,-21.752399146556854
cream and peaches,-23.0026912689209,-20.879870295524597
classmates and friends,-23.087451219558716,-21.62402307987213
movements and positions,-25.3380069732666,-22.740390300750732
barrels and boxes,-22.609156131744385,-19.574822902679443
costumes and masks,-22.67729686165694,-22.329854011535645
attractions and repulsions,-26.750660098157823,-30.934237644076347
effort and resources,-23.17247462272644,-23.61976718902588
ability and age,-23.87515354156494,-22.48199486732483
babylon and nineveh,-26.890717180533102,-30.185516089200974
love and veneration,-23.560171153396368,-27.613354444503784
editing and publishing,-22.940049171447754,-23.048890590667725
cysts and tumors,-23.015600085258484,-25.440842241048813
dirt and sweat,-23.831361293792725,-21.186079025268555
dreams and plans,-20.05562114715576,-20.46690797805786
farms and fields,-19.94497299194336,-19.630415439605713
cause and consequence,-22.102257013320923,-26.254960536956787
fungicides and insecticides,-30.05332295433618,-28.859816339841927
choice and decision,-22.51395082473755,-21.786601543426514
confusion and turmoil,-23.171869051235262,-25.00637251138687
magic and superstition,-22.505858195014298,-22.575818046927452
machinery and power,-20.90480947494507,-21.753223419189453
education and skill,-21.065397262573242,-20.658493041992188
forms and materials,-22.518083572387695,-22.313052654266357
length and quality,-23.914649486541748,-23.08330798149109
inclination and time,-21.34264189004898,-19.92338525503874
help and understanding,-23.59989905357361,-25.764445781707764
closets and drawers,-30.447049856185913,-26.672560464590788
friends and partners,-20.355109691619873,-19.420905351638794
receivers and senders,-28.481261372566223,-29.53525601979345
authority and force,-23.350099802017212,-25.406238079071045
fear and want,-21.895666360855103,-22.769251823425293
trees and underbrush,-19.372325075790286,-25.212326612323523
bacon and coffee,-20.67781114578247,-18.3473858833313
december and may,-21.659413814544678,-22.633467197418213
grains and seeds,-24.620647192001343,-23.655048668384552
beauty and color,-19.451590538024902,-18.998857259750366
legs and torso,-20.08814406802412,-27.413424015045166
transportation and utilities,-24.670475965511287,-26.977399826049805
hardships and trials,-25.754274368286133,-21.79874151945114
science and tactics,-23.260674953460693,-23.400752544403076
neighborhood and school,-21.052786827087402,-23.37248659133911
irony and satire,-26.72965097427368,-26.20154106616974
kitchen and pantry,-19.964070484042168,-23.792155742645264
astronomy and geology,-21.495928294956684,-19.229563822271302
development and practice,-20.80317974090576,-18.649752140045166
aloes and myrrh,-26.59833098622039,-30.001691101118922
feet and heads,-22.714221715927124,-20.53772211074829
snow and water,-19.155240535736084,-17.868062257766724
back and hips,-23.425006866455078,-22.494258880615234
bombers and missiles,-26.954188227653503,-22.18791889026761
argument and debate,-21.218754768371582,-23.207609176635742
doubts and suspicions,-22.989848809782416,-26.14971548318863
laborers and servants,-22.057068176567554,-24.486267555475933
arms and faces,-21.691319465637207,-19.43844509124756
chrome and glass,-25.55607843399048,-24.13256242312491
paris and washington,-21.254218578338623,-17.661375284194946
arm and back,-23.33234453201294,-20.26930856704712
emotion and meaning,-24.404452800750732,-23.503958702087402
bushes and vines,-20.744495891965926,-24.690073609352112
aims and ends,-24.724336624145508,-29.529645919799805
authority and independence,-24.470712900161743,-19.87732458114624
crises and problems,-24.460246086120605,-26.753589808940887
bathrobe and slippers,-24.880499601364136,-29.36973226070404
generalists and specialists,-28.417161379940808,-25.758180916309357
boredom and loneliness,-22.544115900993347,-22.427144495391985
excitement and fatigue,-21.158652227197308,-18.6090716868639
fun and pleasure,-20.73288631439209,-22.25603461265564
individualism and socialism,-20.226505637168884,-21.643886744976044
fields and homes,-21.309553861618042,-22.861435413360596
brow and cheeks,-22.765004873275757,-23.562652111053467
certainty and security,-24.844139575958252,-26.71296226978302
artist and critic,-20.46701669692993,-24.020555019378662
20s and 30s,-22.707145201973617,-26.47912261635065
brick and glass,-22.557469367980957,-21.9221510887146
gas and light,-17.546281337738037,-18.650091409683228
dentist and doctor,-20.189846754074097,-18.81413507461548
bourbon and water,-22.860581874847412,-23.04189577139914
